Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-003:PCT-QL-006:PCT-004:en:92,PCT-CP-003,Medium,PCT-QL-006,Before/After,Population,Original/Recovery value,"After a 10% decrease, the population became 18000. Find the original population.",20000,20000 + 1,-20000,20000 - 1,A,"After a decrease of 10%, the new value becomes 90% of the original. ? 90%?18000 90% can also be written as the fraction 9/10. ? 90%=(9/10) First find the value of 1% by dividing 18000 by 90. ? 1%=(18000/90)=200 Now multiply the value of 1% by 100 to get the original value. ? 100%=200?100=20000 So the original population was 20000. ? Original population=20000",,
PCT-CP-004:PCT-QL-008:PCT-004:en:93,PCT-CP-004,Easy,PCT-QL-008,Direct,Inventory,Multiplier,A inventory decreases by 40%. What multiplier represents this decrease?,0.6,0.6 + 1,0.6 - 1,-0.6,A,A decrease of 40% leaves 60% of the original. ? 100%-40%=60% 60% can also be written as the fraction 3/5. ? 60%=(3/5) Write this remaining percentage as a multiplier. ? Multiplier=(60/100)=0.6 So the decrease multiplier is 0.6. ? Multiplier=0.6,,
PCT-CP-005:PCT-QL-010:PCT-004:en:94,PCT-CP-005,Medium,PCT-QL-010,Timeline,Population,Count/Partition output,The population was 4000. It decreased by 10% and then by 20%. Find the new population.,-2880,2880,2880 - 1,2880 + 1,B,"After the first decrease of 10%, the population becomes 90% of its original value. ? After first decrease=4000?(90/100)=3600 Now decrease this new value by 20%. ? Final value=3600?(80/100)=2880 So the population after both decreases is 2880. ? Final population=2880",,
PCT-CP-006:PCT-QL-012:PCT-004:en:95,PCT-CP-006,Medium,PCT-QL-012,Timeline,Education,Percentage change,The attendance decreased by 15% and then again by 20%. Find the net percentage decrease.,32% + 1,32% - 1,-32%,32%,D,Convert both decreases into retained factors. ? Combined factor=(85/100)?(80/100) This combined factor shows what fraction of the original still remains. ? Combined factor=(85/100)?(80/100)=0.68 So subtract the remaining fraction from 1 and convert it into percent. ? Net decrease=32% So the overall percentage decrease is 32%. ? Net decrease=32%,,
PCT-CP-007:PCT-QL-014:PCT-004:en:96,PCT-CP-007,Hard,PCT-QL-014,Direct,Production,Comparison,production A was 600 and decreased by 20%. production B was 900 and decreased by 10%. Find the difference between their new values.,-330,330 - 1,330,330 + 1,C,First find the new value of production A after its decrease. ? New production A=600?(80/100)=480 Now find the new value of production B after its decrease. ? New production B=900?(90/100)=810 Now compare the two new values. ? Difference=left|480-810right|=330 So the difference between the new values is 330. ? Difference=330,,
PCT-CP-008:PCT-QL-016:PCT-004:en:97,PCT-CP-008,Hard,PCT-QL-016,Before/After,Workforce,Percentage change,"Out of 800 workers, 30% were urban workers. After decreasing urban workers by 15% and rural workers by 15%, find the new percentage of urban workers.",-30%,30% - 1,30% + 1,30%,D,"At first, 30% of the workers are urban workers. So split the original total. ? Initial urban workers=800?(30/100)=240, Initial rural workers=560 Now decrease the numbers of urban workers and rural workers by their respective percentages. ? New urban workers=240?(85/100)=204, New rural workers=560?(85/100)=476 Use the new total to find the updated percentage of urban workers. ? New urban workers percent=(204/680)?100=30% So the new percentage of urban workers is 30%. ? New urban workers percent=30%",,
PCT-CP-009:PCT-QL-018:PCT-004:en:98,PCT-CP-009,Easy,PCT-QL-018,Multi-statement,Money,Percentage change,The current production is 800 and the target is 600. Find the required percentage decrease.,-25%,25% - 1,25%,25% + 1,C,First find how much reduction is needed to reach the target. ? Needed reduction=800-600=200 Now compare this reduction with the current production. ? Required decrease=(200/800)?100=25% So the required percentage decrease is 25%. ? Required decrease=25%,,
PCT-CP-010:PCT-QL-020:PCT-004:en:99,PCT-CP-010,Medium,PCT-QL-020,Before/After,Money,Final value,An expenditure of Rs. 40000 decreases by 10% every year. Find the expenditure after 3 years.,-29160,29160 + 1,29160 - 1,29160,D,"Each decrease of 10% leaves 90% of the expenditure. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) Since the same decrease happens for 3 periods, use the retained factor 3 times. ? Overall factor=left((90/100)right)^{3} Now multiply the current expenditure by this overall factor. ? Final expenditure=40000?left((90/100)right)^{3}=29160 So the expenditure after 3 periods is Rs. 29160. ? Final expenditure=29160",,
PCT-CP-001:PCT-QL-001:PCT-004:en:100,PCT-CP-001,Easy,PCT-QL-001,Narrative,Money,Final value,"The salary decreased by 12%. If the original salary was Rs. 40000, find the new salary.",35200 - 1,35200,-35200,35200 + 1,B,Decrease = 12%. So the remaining value is 88% of the original. ? 100%-12%=88% Now take 88% of the original salary. ? New salary=40000?(88/100)=35200 So the new salary is Rs. 35200. ? New salary=35200,,
PCT-CP-002:PCT-QL-003:PCT-004:en:101,PCT-CP-002,Easy,PCT-QL-003,Direct,Money,Final value,A salary of Rs. 40000 decreased by 12%. Find the decrease amount only.,4800 - 1,4800,-4800,4800 + 1,B,Only the reduced part is needed here. ? Decrease amount=12% of Rs. 40000 So find 12% of the original salary. ? Decrease amount=40000?(12/100)=4800 So the decrease amount is Rs. 4800. ? Decrease amount=4800,,
PCT-CP-003:PCT-QL-005:PCT-004:en:102,PCT-CP-003,Medium,PCT-QL-005,Before/After,Abstract,Original/Recovery value,"After a 10% decrease, the value became 900. Find the original value.",-1000,1000,1000 - 1,1000 + 1,B,"After a decrease of 10%, the new value becomes 90% of the original. ? 90%?900 90% can also be written as the fraction 9/10. ? 90%=(9/10) First find the value of 1% by dividing 900 by 90. ? 1%=(900/90)=10 Now multiply the value of 1% by 100 to get the original value. ? 100%=10?100=1000 So the original value was 1000. ? Original value=1000",,
PCT-CP-004:PCT-QL-007:PCT-004:en:103,PCT-CP-004,Easy,PCT-QL-007,Direct,Money,Multiplier,Find the decrease multiplier for a 25% decrease in the salary.,-0.75,0.75,0.75 - 1,0.75 + 1,B,A decrease of 25% leaves 75% of the original. ? 100%-25%=75% 75% can also be written as the fraction 3/4. ? 75%=(3/4) Write this remaining percentage as a multiplier. ? Multiplier=(75/100)=0.75 So the decrease multiplier is 0.75. ? Multiplier=0.75,,
PCT-CP-005:PCT-QL-009:PCT-004:en:104,PCT-CP-005,Medium,PCT-QL-009,Timeline,Money,Final value,A salary of Rs. 20000 first decreased by 20% and then by 20%. Find the final salary.,-12800,12800,12800 - 1,12800 + 1,B,"After the first decrease of 20%, the salary becomes 80% of its original value. ? After first decrease=20000?(80/100)=16000 Now decrease this new value by 20%. ? Final value=16000?(80/100)=12800 So the salary after both decreases is Rs. 12800. ? Final salary=12800",,
PCT-CP-006:PCT-QL-011:PCT-004:en:105,PCT-CP-006,Medium,PCT-QL-011,Timeline,Money,Percentage change,A price decreased first by 10% and then by 25%. Find the overall percentage decrease.,32.5%,32.5% + 1,32.5% - 1,-32.5%,A,Convert both decreases into retained factors. ? Combined factor=(90/100)?(75/100) This combined factor shows what fraction of the original still remains. ? Combined factor=(90/100)?(75/100)=0.675 So subtract the remaining fraction from 1 and convert it into percent. ? Net decrease=32.5% So the overall percentage decrease is 32.5%. ? Net decrease=32.5%,,
PCT-CP-007:PCT-QL-013:PCT-004:en:106,PCT-CP-007,Hard,PCT-QL-013,Direct,Money,Comparison,salary A was Rs. 40000 and decreased by 20%. salary B was Rs. 45000 and decreased by 10%. Find the difference between their new values.,8500 + 1,8500 - 1,8500,-8500,C,First find the new value of salary A after its decrease. ? New salary A=40000?(80/100)=32000 Now find the new value of salary B after its decrease. ? New salary B=45000?(90/100)=40500 Now compare the two new values. ? Difference=left|32000-40500right|=8500 So the difference between the new values is Rs. 8500. ? Difference=8500,,
PCT-CP-008:PCT-QL-015:PCT-004:en:107,PCT-CP-008,Hard,PCT-QL-015,Observation,Education,Percentage change,"In a group of 400 students, 40% were boys and the rest were girls. If the number of boys decreased by 20% and the number of girls decreased by 10%, find the new percentage of boys.",37.2093%,37.2093% + 1,37.2093% - 1,-37.2093%,A,"At first, 40% of the students are boys. So split the original total. ? Initial boys=400?(40/100)=160, Initial girls=240 Now decrease the numbers of boys and girls by their respective percentages. ? New boys=160?(80/100)=128, New girls=240?(90/100)=216 Use the new total to find the updated percentage of boys. ? New boys percent=(128/344)?100=37.2093% So the new percentage of boys is 37.2093%. ? New boys percent=37.2093%",,
PCT-CP-009:PCT-QL-017:PCT-004:en:108,PCT-CP-009,Easy,PCT-QL-017,Multi-statement,Money,Percentage change,The current salary is Rs. 48000 and it must become Rs. 36000. Find the required percentage decrease.,25%,25% + 1,25% - 1,-25%,A,First find how much reduction is needed to reach the target. ? Needed reduction=48000-36000=12000 Now compare this reduction with the current salary. ? Required decrease=(12000/48000)?100=25% So the required percentage decrease is 25%. ? Required decrease=25%,,
PCT-CP-010:PCT-QL-019:PCT-004:en:109,PCT-CP-010,Medium,PCT-QL-019,Before/After,Inventory,Count/Partition output,An inventory of 8000 decreases by 12% every month. Find the inventory after 2 months.,-6195,6195 + 1,6195 - 1,6195,D,"Each decrease of 12% leaves 88% of the inventory. ? 100%-12%=88% Since the same decrease happens for 2 periods, use the retained factor 2 times. ? Overall factor=left((88/100)right)^{2} Now multiply the current inventory by this overall factor. ? Final inventory=8000?left((88/100)right)^{2}=6195.2 So the inventory after 2 periods is 6195.2. ? Final inventory=6195",,
PCT-CP-001:PCT-QL-002:PCT-004:en:110,PCT-CP-001,Easy,PCT-QL-002,Narrative,Population,Count/Partition output,"The population decreased by 25%. If the original population was 4000, find the new population.",-3000,3000 + 1,3000 - 1,3000,D,Decrease = 25%. So the remaining value is 75% of the original. ? 100%-25%=75% 75% can also be written as the fraction 3/4. ? 75%=(3/4) Now take 75% of the original population. ? New population=4000?(75/100)=3000 So the new population is 3000. ? New population=3000,,
PCT-CP-002:PCT-QL-004:PCT-004:en:111,PCT-CP-002,Easy,PCT-QL-004,Direct,Production,Count/Partition output,The production was 1000 and it decreased by 20%. Find the decrease count only.,-200,200 + 1,200 - 1,200,D,Only the reduced part is needed here. ? Decrease amount=20% of 1000 20% can also be written as the fraction 1/5. ? 20%=(1/5) So find 20% of the original production. ? Decrease amount=1000?(20/100)=200 So the decrease amount is 200. ? Decrease amount=200,,
PCT-CP-003:PCT-QL-006:PCT-004:en:112,PCT-CP-003,Medium,PCT-QL-006,Before/After,Population,Original/Recovery value,"After a 15% decrease, the population became 13600. Find the original population.",-16000,16000 + 1,16000 - 1,16000,D,"After a decrease of 15%, the new value becomes 85% of the original. ? 85%?13600 First find the value of 1% by dividing 13600 by 85. ? 1%=(13600/85)=160 Now multiply the value of 1% by 100 to get the original value. ? 100%=160?100=16000 So the original population was 16000. ? Original population=16000",,
PCT-CP-004:PCT-QL-008:PCT-004:en:113,PCT-CP-004,Easy,PCT-QL-008,Direct,Inventory,Multiplier,A inventory decreases by 12.5%. What multiplier represents this decrease?,0.875 + 1,0.875 - 1,-0.875,0.875,D,A decrease of 12.5% leaves 87.5% of the original. ? 100%-12.5%=87.5% 87.5% can also be written as the fraction 7/8. ? 87.5%=(7/8) Write this remaining percentage as a multiplier. ? Multiplier=(87.5/100)=0.875 So the decrease multiplier is 0.875. ? Multiplier=0.875,,
PCT-CP-005:PCT-QL-010:PCT-004:en:114,PCT-CP-005,Medium,PCT-QL-010,Timeline,Population,Count/Partition output,The population was 10000. It decreased by 10% and then by 15%. Find the new population.,7650,7650 + 1,-7650,7650 - 1,A,"After the first decrease of 10%, the population becomes 90% of its original value. ? After first decrease=10000?(90/100)=9000 Now decrease this new value by 15%. ? Final value=9000?(85/100)=7650 So the population after both decreases is 7650. ? Final population=7650",,
PCT-CP-006:PCT-QL-012:PCT-004:en:115,PCT-CP-006,Medium,PCT-QL-012,Timeline,Education,Percentage change,The attendance decreased by 12% and then again by 15%. Find the net percentage decrease.,25.2%,-25.2%,25.2% + 1,25.2% - 1,A,Convert both decreases into retained factors. ? Combined factor=(88/100)?(85/100) This combined factor shows what fraction of the original still remains. ? Combined factor=(88/100)?(85/100)=0.748 So subtract the remaining fraction from 1 and convert it into percent. ? Net decrease=25.2% So the overall percentage decrease is 25.2%. ? Net decrease=25.2%,,
PCT-CP-007:PCT-QL-014:PCT-004:en:116,PCT-CP-007,Hard,PCT-QL-014,Direct,Production,Comparison,production A was 600 and decreased by 20%. production B was 900 and decreased by 10%. Find the difference between their new values.,330,330 + 1,-330,330 - 1,A,First find the new value of production A after its decrease. ? New production A=600?(80/100)=480 Now find the new value of production B after its decrease. ? New production B=900?(90/100)=810 Now compare the two new values. ? Difference=left|480-810right|=330 So the difference between the new values is 330. ? Difference=330,,
PCT-CP-008:PCT-QL-016:PCT-004:en:117,PCT-CP-008,Hard,PCT-QL-016,Before/After,Workforce,Percentage change,"Out of 1000 workers, 40% were urban workers. After decreasing urban workers by 10% and rural workers by 12%, find the new percentage of urban workers.",40.5405%,-40.5405%,40.5405% + 1,40.5405% - 1,A,"At first, 40% of the workers are urban workers. So split the original total. ? Initial urban workers=1000?(40/100)=400, Initial rural workers=600 Now decrease the numbers of urban workers and rural workers by their respective percentages. ? New urban workers=400?(90/100)=360, New rural workers=600?(88/100)=528 Use the new total to find the updated percentage of urban workers. ? New urban workers percent=(360/888)?100=40.5405% So the new percentage of urban workers is 40.5405%. ? New urban workers percent=40.5405%",,
PCT-CP-009:PCT-QL-018:PCT-004:en:118,PCT-CP-009,Easy,PCT-QL-018,Multi-statement,Money,Percentage change,The current production is 1000 and the target is 750. Find the required percentage decrease.,25% + 1,-25%,25%,25% - 1,C,First find how much reduction is needed to reach the target. ? Needed reduction=1000-750=250 Now compare this reduction with the current production. ? Required decrease=(250/1000)?100=25% So the required percentage decrease is 25%. ? Required decrease=25%,,
PCT-CP-010:PCT-QL-020:PCT-004:en:119,PCT-CP-010,Medium,PCT-QL-020,Before/After,Money,Final value,An expenditure of Rs. 40000 decreases by 10% every year. Find the expenditure after 3 years.,29160,29160 + 1,-29160,29160 - 1,A,"Each decrease of 10% leaves 90% of the expenditure. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) Since the same decrease happens for 3 periods, use the retained factor 3 times. ? Overall factor=left((90/100)right)^{3} Now multiply the current expenditure by this overall factor. ? Final expenditure=40000?left((90/100)right)^{3}=29160 So the expenditure after 3 periods is Rs. 29160. ? Final expenditure=29160",,
PCT-CP-001:PCT-QL-001:PCT-004:en:120,PCT-CP-001,Easy,PCT-QL-001,Narrative,Money,Final value,"The salary decreased by 20%. If the original salary was Rs. 50000, find the new salary.",40000 + 1,40000 - 1,-40000,40000,D,Decrease = 20%. So the remaining value is 80% of the original. ? 100%-20%=80% 80% can also be written as the fraction 4/5. ? 80%=(4/5) Now take 80% of the original salary. ? New salary=50000?(80/100)=40000 So the new salary is Rs. 40000. ? New salary=40000,,
PCT-CP-002:PCT-QL-003:PCT-004:en:121,PCT-CP-002,Easy,PCT-QL-003,Direct,Money,Final value,A salary of Rs. 60000 decreased by 20%. Find the decrease amount only.,-12000,12000 + 1,12000 - 1,12000,D,Only the reduced part is needed here. ? Decrease amount=20% of Rs. 60000 20% can also be written as the fraction 1/5. ? 20%=(1/5) So find 20% of the original salary. ? Decrease amount=60000?(20/100)=12000 So the decrease amount is Rs. 12000. ? Decrease amount=12000,,
PCT-CP-003:PCT-QL-005:PCT-004:en:122,PCT-CP-003,Medium,PCT-QL-005,Before/After,Abstract,Original/Recovery value,"After a 25% decrease, the value became 450. Find the original value.",-600,600 + 1,600 - 1,600,D,"After a decrease of 25%, the new value becomes 75% of the original. ? 75%?450 75% can also be written as the fraction 3/4. ? 75%=(3/4) First find the value of 1% by dividing 450 by 75. ? 1%=(450/75)=6 Now multiply the value of 1% by 100 to get the original value. ? 100%=6?100=600 So the original value was 600. ? Original value=600",,
PCT-CP-004:PCT-QL-007:PCT-004:en:123,PCT-CP-004,Easy,PCT-QL-007,Direct,Money,Multiplier,Find the decrease multiplier for a 15% decrease in the salary.,-0.85,0.85 + 1,0.85 - 1,0.85,D,A decrease of 15% leaves 85% of the original. ? 100%-15%=85% Write this remaining percentage as a multiplier. ? Multiplier=(85/100)=0.85 So the decrease multiplier is 0.85. ? Multiplier=0.85,,
PCT-CP-005:PCT-QL-009:PCT-004:en:124,PCT-CP-005,Medium,PCT-QL-009,Timeline,Money,Final value,A salary of Rs. 20000 first decreased by 10% and then by 10%. Find the final salary.,-16200,16200 + 1,16200 - 1,16200,D,"After the first decrease of 10%, the salary becomes 90% of its original value. ? After first decrease=20000?(90/100)=18000 Now decrease this new value by 10%. ? Final value=18000?(90/100)=16200 So the salary after both decreases is Rs. 16200. ? Final salary=16200",,
PCT-CP-006:PCT-QL-011:PCT-004:en:125,PCT-CP-006,Medium,PCT-QL-011,Timeline,Money,Percentage change,A price decreased first by 15% and then by 15%. Find the overall percentage decrease.,27.75%,27.75% + 1,-27.75%,27.75% - 1,A,Convert both decreases into retained factors. ? Combined factor=(85/100)?(85/100) This combined factor shows what fraction of the original still remains. ? Combined factor=(85/100)?(85/100)=0.7225 So subtract the remaining fraction from 1 and convert it into percent. ? Net decrease=27.75% So the overall percentage decrease is 27.75%. ? Net decrease=27.75%,,
PCT-CP-007:PCT-QL-013:PCT-004:en:126,PCT-CP-007,Hard,PCT-QL-013,Direct,Money,Comparison,salary A was Rs. 40000 and decreased by 12%. salary B was Rs. 45000 and decreased by 15%. Find the difference between their new values.,3050 + 1,-3050,3050,3050 - 1,C,First find the new value of salary A after its decrease. ? New salary A=40000?(88/100)=35200 Now find the new value of salary B after its decrease. ? New salary B=45000?(85/100)=38250 Now compare the two new values. ? Difference=left|35200-38250right|=3050 So the difference between the new values is Rs. 3050. ? Difference=3050,,
PCT-CP-008:PCT-QL-015:PCT-004:en:127,PCT-CP-008,Hard,PCT-QL-015,Observation,Education,Percentage change,"In a group of 200 students, 50% were boys and the rest were girls. If the number of boys decreased by 15% and the number of girls decreased by 20%, find the new percentage of boys.",51.5152%,51.5152% + 1,-51.5152%,51.5152% - 1,A,"At first, 50% of the students are boys. So split the original total. ? Initial boys=200?(50/100)=100, Initial girls=100 Now decrease the numbers of boys and girls by their respective percentages. ? New boys=100?(85/100)=85, New girls=100?(80/100)=80 Use the new total to find the updated percentage of boys. ? New boys percent=(85/165)?100=51.5152% So the new percentage of boys is 51.5152%. ? New boys percent=51.5152%",,
PCT-CP-009:PCT-QL-017:PCT-004:en:128,PCT-CP-009,Easy,PCT-QL-017,Multi-statement,Money,Percentage change,The current salary is Rs. 40000 and it must become Rs. 30000. Find the required percentage decrease.,25%,-25%,25% + 1,25% - 1,A,First find how much reduction is needed to reach the target. ? Needed reduction=40000-30000=10000 Now compare this reduction with the current salary. ? Required decrease=(10000/40000)?100=25% So the required percentage decrease is 25%. ? Required decrease=25%,,
PCT-CP-010:PCT-QL-019:PCT-004:en:129,PCT-CP-010,Medium,PCT-QL-019,Before/After,Inventory,Count/Partition output,An inventory of 2000 decreases by 20% every month. Find the inventory after 2 months.,-1280,1280 - 1,1280,1280 + 1,C,"Each decrease of 20% leaves 80% of the inventory. ? 100%-20%=80% 80% can also be written as the fraction 4/5. ? 80%=(4/5) Since the same decrease happens for 2 periods, use the retained factor 2 times. ? Overall factor=left((80/100)right)^{2} Now multiply the current inventory by this overall factor. ? Final inventory=2000?left((80/100)right)^{2}=1280 So the inventory after 2 periods is 1280. ? Final inventory=1280",,
PCT-CP-001:PCT-QL-002:PCT-004:en:130,PCT-CP-001,Easy,PCT-QL-002,Narrative,Population,Count/Partition output,"The population decreased by 15%. If the original population was 5000, find the new population.",4250 - 1,4250,-4250,4250 + 1,B,Decrease = 15%. So the remaining value is 85% of the original. ? 100%-15%=85% Now take 85% of the original population. ? New population=5000?(85/100)=4250 So the new population is 4250. ? New population=4250,,
PCT-CP-002:PCT-QL-004:PCT-004:en:131,PCT-CP-002,Easy,PCT-QL-004,Direct,Production,Count/Partition output,The production was 400 and it decreased by 10%. Find the decrease count only.,-40,40 - 1,40,40 + 1,C,Only the reduced part is needed here. ? Decrease amount=10% of 400 10% can also be written as the fraction 1/10. ? 10%=(1/10) So find 10% of the original production. ? Decrease amount=400?(10/100)=40 So the decrease amount is 40. ? Decrease amount=40,,
PCT-CP-003:PCT-QL-006:PCT-004:en:132,PCT-CP-003,Medium,PCT-QL-006,Before/After,Population,Original/Recovery value,"After a 25% decrease, the population became 18000. Find the original population.",-24000,24000 - 1,24000,24000 + 1,C,"After a decrease of 25%, the new value becomes 75% of the original. ? 75%?18000 75% can also be written as the fraction 3/4. ? 75%=(3/4) First find the value of 1% by dividing 18000 by 75. ? 1%=(18000/75)=240 Now multiply the value of 1% by 100 to get the original value. ? 100%=240?100=24000 So the original population was 24000. ? Original population=24000",,
PCT-CP-004:PCT-QL-008:PCT-004:en:133,PCT-CP-004,Easy,PCT-QL-008,Direct,Inventory,Multiplier,A inventory decreases by 25%. What multiplier represents this decrease?,0.75 - 1,0.75,-0.75,0.75 + 1,B,A decrease of 25% leaves 75% of the original. ? 100%-25%=75% 75% can also be written as the fraction 3/4. ? 75%=(3/4) Write this remaining percentage as a multiplier. ? Multiplier=(75/100)=0.75 So the decrease multiplier is 0.75. ? Multiplier=0.75,,
PCT-CP-005:PCT-QL-010:PCT-004:en:134,PCT-CP-005,Medium,PCT-QL-010,Timeline,Population,Count/Partition output,The population was 5000. It decreased by 15% and then by 25%. Find the new population.,3188 + 1,3188 - 1,3188,-3188,C,"After the first decrease of 15%, the population becomes 85% of its original value. ? After first decrease=5000?(85/100)=4250 Now decrease this new value by 25%. ? Final value=4250?(75/100)=3187.5 So the population after both decreases is 3187.5. ? Final population=3188",,
PCT-CP-006:PCT-QL-012:PCT-004:en:135,PCT-CP-006,Medium,PCT-QL-012,Timeline,Education,Percentage change,The attendance decreased by 20% and then again by 10%. Find the net percentage decrease.,28%,28% + 1,28% - 1,-28%,A,Convert both decreases into retained factors. ? Combined factor=(80/100)?(90/100) This combined factor shows what fraction of the original still remains. ? Combined factor=(80/100)?(90/100)=0.72 So subtract the remaining fraction from 1 and convert it into percent. ? Net decrease=28% So the overall percentage decrease is 28%. ? Net decrease=28%,,
PCT-CP-007:PCT-QL-014:PCT-004:en:136,PCT-CP-007,Hard,PCT-QL-014,Direct,Production,Comparison,production A was 600 and decreased by 15%. production B was 900 and decreased by 15%. Find the difference between their new values.,255,255 + 1,255 - 1,-255,A,First find the new value of production A after its decrease. ? New production A=600?(85/100)=510 Now find the new value of production B after its decrease. ? New production B=900?(85/100)=765 Now compare the two new values. ? Difference=left|510-765right|=255 So the difference between the new values is 255. ? Difference=255,,
PCT-CP-008:PCT-QL-016:PCT-004:en:137,PCT-CP-008,Hard,PCT-QL-016,Before/After,Workforce,Percentage change,"Out of 600 workers, 50% were urban workers. After decreasing urban workers by 10% and rural workers by 12%, find the new percentage of urban workers.",50.5618%,50.5618% - 1,50.5618% + 1,-50.5618%,A,"At first, 50% of the workers are urban workers. So split the original total. ? Initial urban workers=600?(50/100)=300, Initial rural workers=300 Now decrease the numbers of urban workers and rural workers by their respective percentages. ? New urban workers=300?(90/100)=270, New rural workers=300?(88/100)=264 Use the new total to find the updated percentage of urban workers. ? New urban workers percent=(270/534)?100=50.5618% So the new percentage of urban workers is 50.5618%. ? New urban workers percent=50.5618%",,
PCT-CP-009:PCT-QL-018:PCT-004:en:138,PCT-CP-009,Easy,PCT-QL-018,Multi-statement,Money,Percentage change,The current production is 600 and the target is 450. Find the required percentage decrease.,25% + 1,25% - 1,25%,-25%,C,First find how much reduction is needed to reach the target. ? Needed reduction=600-450=150 Now compare this reduction with the current production. ? Required decrease=(150/600)?100=25% So the required percentage decrease is 25%. ? Required decrease=25%,,
PCT-CP-010:PCT-QL-020:PCT-004:en:139,PCT-CP-010,Medium,PCT-QL-020,Before/After,Money,Final value,An expenditure of Rs. 20000 decreases by 10% every year. Find the expenditure after 3 years.,14580,14580 - 1,14580 + 1,-14580,A,"Each decrease of 10% leaves 90% of the expenditure. ? 100%-10%=90% 90% can also be written as the fraction 9/10. ? 90%=(9/10) Since the same decrease happens for 3 periods, use the retained factor 3 times. ? Overall factor=left((90/100)right)^{3} Now multiply the current expenditure by this overall factor. ? Final expenditure=20000?left((90/100)right)^{3}=14580 So the expenditure after 3 periods is Rs. 14580. ? Final expenditure=14580",,
PCT-CP-001:PCT-QL-001:PCT-004:en:140,PCT-CP-001,Easy,PCT-QL-001,Narrative,Money,Final value,"The salary decreased by 12%. If the original salary was Rs. 60000, find the new salary.",-52800,52800 - 1,52800,52800 + 1,C,Decrease = 12%. So the remaining value is 88% of the original. ? 100%-12%=88% Now take 88% of the original salary. ? New salary=60000?(88/100)=52800 So the new salary is Rs. 52800. ? New salary=52800,,
PCT-CP-002:PCT-QL-003:PCT-004:en:141,PCT-CP-002,Easy,PCT-QL-003,Direct,Money,Final value,A salary of Rs. 40000 decreased by 12%. Find the decrease amount only.,4800 - 1,4800,-4800,4800 + 1,B,Only the reduced part is needed here. ? Decrease amount=12% of Rs. 40000 So find 12% of the original salary. ? Decrease amount=40000?(12/100)=4800 So the decrease amount is Rs. 4800. ? Decrease amount=4800,,
PCT-CP-003:PCT-QL-005:PCT-004:en:142,PCT-CP-003,Medium,PCT-QL-005,Before/After,Abstract,Original/Recovery value,"After a 10% decrease, the value became 900. Find the original value.",-1000,1000,1000 - 1,1000 + 1,B,"After a decrease of 10%, the new value becomes 90% of the original. ? 90%?900 90% can also be written as the fraction 9/10. ? 90%=(9/10) First find the value of 1% by dividing 900 by 90. ? 1%=(900/90)=10 Now multiply the value of 1% by 100 to get the original value. ? 100%=10?100=1000 So the original value was 1000. ? Original value=1000",,
PCT-CP-004:PCT-QL-007:PCT-004:en:143,PCT-CP-004,Easy,PCT-QL-007,Direct,Money,Multiplier,Find the decrease multiplier for a 25% decrease in the salary.,-0.75,0.75,0.75 - 1,0.75 + 1,B,A decrease of 25% leaves 75% of the original. ? 100%-25%=75% 75% can also be written as the fraction 3/4. ? 75%=(3/4) Write this remaining percentage as a multiplier. ? Multiplier=(75/100)=0.75 So the decrease multiplier is 0.75. ? Multiplier=0.75,,
PCT-CP-005:PCT-QL-009:PCT-004:en:144,PCT-CP-005,Medium,PCT-QL-009,Timeline,Money,Final value,A salary of Rs. 30000 first decreased by 20% and then by 20%. Find the final salary.,19200 - 1,19200,-19200,19200 + 1,B,"After the first decrease of 20%, the salary becomes 80% of its original value. ? After first decrease=30000?(80/100)=24000 Now decrease this new value by 20%. ? Final value=24000?(80/100)=19200 So the salary after both decreases is Rs. 19200. ? Final salary=19200",,
PCT-CP-006:PCT-QL-011:PCT-004:en:145,PCT-CP-006,Medium,PCT-QL-011,Timeline,Money,Percentage change,A price decreased first by 20% and then by 25%. Find the overall percentage decrease.,40% + 1,40% - 1,40%,-40%,C,Convert both decreases into retained factors. ? Combined factor=(80/100)?(75/100) This combined factor shows what fraction of the original still remains. ? Combined factor=(80/100)?(75/100)=0.6 So subtract the remaining fraction from 1 and convert it into percent. ? Net decrease=40% So the overall percentage decrease is 40%. ? Net decrease=40%,,
PCT-CP-007:PCT-QL-013:PCT-004:en:146,PCT-CP-007,Hard,PCT-QL-013,Direct,Money,Comparison,salary A was Rs. 40000 and decreased by 20%. salary B was Rs. 45000 and decreased by 20%. Find the difference between their new values.,4000 + 1,4000 - 1,4000,-4000,C,First find the new value of salary A after its decrease. ? New salary A=40000?(80/100)=32000 Now find the new value of salary B after its decrease. ? New salary B=45000?(80/100)=36000 Now compare the two new values. ? Difference=left|32000-36000right|=4000 So the difference between the new values is Rs. 4000. ? Difference=4000,,
