Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-007:PCT-QL-014:PCT-003:en:116,PCT-CP-007,Hard,PCT-QL-014,Direct,Production,Comparison,production A was 600 and increased by 15%. production B was 900 and increased by 10%. Find the difference between their new values.,-300,300 - 1,300,300 + 1,C,First find the new value of production A after its increase. ? New production A=600?(115/100)=690 Now find the new value of production B after its increase. ? New production B=900?(110/100)=990 Finally compare these two new values. ? Difference=left|690-990right|=300 Therefore the difference between the new values is 300. ? Difference=300,,
PCT-CP-008:PCT-QL-016:PCT-003:en:117,PCT-CP-008,Hard,PCT-QL-016,Before/After,Workforce,Percentage change,"Out of 800 workers, 30% were urban workers. After increasing urban workers by 15% and rural workers by 10%, find the new percentage of urban workers.",30.9417% - 1,30.9417%,-30.9417%,30.9417% + 1,B,"At first, 30% of the workers are urban workers, so split the original total into urban workers and rural workers. ? Initial urban workers=800?(30/100)=240, Initial rural workers=560 Now increase the number of urban workers and rural workers by their respective percentages. ? New urban workers=240?(115/100)=276, New rural workers=560?(110/100)=616 Use the new total to find the updated percentage of urban workers. ? New urban workers percent=(276/892)?100=30.9417% Therefore the new percentage of urban workers is 30.9417%. ? New urban workers percent=30.9417%",,
PCT-CP-009:PCT-QL-018:PCT-003:en:118,PCT-CP-009,Easy,PCT-QL-018,Multi-statement,Money,Percentage change,The current production is 400 and the target is 500. Find the required percentage increase.,-25%,25% - 1,25%,25% + 1,C,First find how much extra production is needed to reach the target. ? Needed amount=500-400=100 Now compare this extra amount with the current production. ? Required increase=(100/400)?100=25% Therefore the required percentage increase is 25%. ? Required increase=25%,,
PCT-CP-010:PCT-QL-020:PCT-003:en:119,PCT-CP-010,Medium,PCT-QL-020,Before/After,Production,Final value,A production value of Rs. 30000 grows by 10% every year. Find the production value after 3 years.,-39930,39930 - 1,39930,39930 + 1,C,"Each increase of 10% multiplies the production value by 110/100. ? One-period factor=(110/100) Since the same increase happens for 3 periods, use this factor 3 times. ? Overall factor=left((110/100)right)^{3} Now multiply the current production value by the overall factor. ? Final production value=30000?left((110/100)right)^{3}=39930 Therefore the production value after 3 periods is Rs. 39930. ? Final production value=39930",,
PCT-CP-001:PCT-QL-001:PCT-003:en:120,PCT-CP-001,Easy,PCT-QL-001,Narrative,Money,Final value,"The salary increased by 20%. If the original salary was Rs. 30000, find the new salary.",36000,36000 - 1,36000 + 1,-36000,A,An increase of 20% makes the salary equal to 120% of its original value. ? New percent=100%+20%=120% So multiply the original salary by 120/100. ? New salary=30000?(120/100)=36000 Therefore the new salary is Rs. 36000. ? New salary=36000,,
PCT-CP-002:PCT-QL-003:PCT-003:en:121,PCT-CP-002,Easy,PCT-QL-003,Direct,Money,Final value,A salary of Rs. 20000 increased by 20%. Find the increase amount only.,4000,4000 - 1,4000 + 1,-4000,A,"Only the increased part is required here, so we need 20% of the original salary. ? Increase amount=20% of Rs. 20000 Now take 20% of Rs. 20000. ? Increase amount=20000?(20/100)=4000 Therefore the increase amount is Rs. 4000. ? Increase amount=4000",,
PCT-CP-003:PCT-QL-005:PCT-003:en:122,PCT-CP-003,Medium,PCT-QL-005,Before/After,Money,Original/Recovery value,"After a 20% increase, the salary became Rs. 48000. Find the original salary.",40000 + 1,40000 - 1,40000,-40000,C,"After a 20% rise, the new salary represents 120% of the original. ? 120%?Rs. 48000 So divide Rs. 48000 by 120 to find the value of 1%. ? 1%=(48000/120)=400 Now multiply the value of 1% by 100 to get the original salary. ? 100%=400?100=40000 Therefore the original salary was Rs. 40000. ? Original salary=40000",,
PCT-CP-004:PCT-QL-007:PCT-003:en:123,PCT-CP-004,Easy,PCT-QL-007,Direct,Money,Multiplier,Find the equivalent multiplier for a 10% increase in the salary.,1.1,1.1 - 1,1.1 + 1,-1.1,A,A 10% increase means the new value becomes 110% of the old value. ? New percent=100%+10%=110% Express that new percentage as a multiplier by dividing by 100. ? Multiplier=(110/100)=1.1 Therefore the equivalent multiplier is 1.1. ? Multiplier=1.1,,
PCT-CP-005:PCT-QL-009:PCT-003:en:124,PCT-CP-005,Medium,PCT-QL-009,Timeline,Money,Final value,A salary of Rs. 30000 first increased by 20% and then by 10%. Find the final salary.,39600,39600 - 1,39600 + 1,-39600,A,"After the first increase of 20%, the salary becomes 120% of its original value. ? After first increase=30000?(120/100)=36000 Now apply the second increase of 10% to this new value. ? Final value=36000?(110/100)=39600 Therefore the salary after both increases is Rs. 39600. ? Final salary=39600",,
PCT-CP-006:PCT-QL-011:PCT-003:en:125,PCT-CP-006,Medium,PCT-QL-011,Timeline,Money,Percentage change,A price increased first by 10% and then by 20%. Find the overall percentage increase.,-32%,32%,32% - 1,32% + 1,B,Convert the two increases into growth factors. ? Combined factor=(110/100)?(120/100) This combined factor tells us how many times the original value becomes after both increases. ? Combined factor=(110/100)?(120/100)=1.32 So subtract 1 from the combined factor and convert the result into a percentage increase. ? Net increase=32% Therefore the overall percentage increase is 32%. ? Net increase=32%,,
PCT-CP-007:PCT-QL-013:PCT-003:en:126,PCT-CP-007,Hard,PCT-QL-013,Direct,Money,Comparison,salary A was Rs. 40000 and increased by 20%. salary B was Rs. 45000 and increased by 25%. Find the difference between their new values.,-8250,8250 - 1,8250,8250 + 1,C,First find the new value of salary A after its increase. ? New salary A=40000?(120/100)=48000 Now find the new value of salary B after its increase. ? New salary B=45000?(125/100)=56250 Finally compare these two new values. ? Difference=left|48000-56250right|=8250 Therefore the difference between the new values is Rs. 8250. ? Difference=8250,,
PCT-CP-008:PCT-QL-015:PCT-003:en:127,PCT-CP-008,Hard,PCT-QL-015,Observation,Education,Percentage change,"In a group of 500 students, 45% were boys and the rest were girls. If the number of boys increased by 10% and the number of girls increased by 15%, find the new percentage of boys.",43.9024% - 1,43.9024%,-43.9024%,43.9024% + 1,B,"At first, 45% of the students are boys, so split the original total into boys and girls. ? Initial boys=500?(45/100)=225, Initial girls=275 Now increase the number of boys and girls by their respective percentages. ? New boys=225?(110/100)=247.5, New girls=275?(115/100)=316.25 Use the new total to find the updated percentage of boys. ? New boys percent=(247.5/563.75)?100=43.9024% Therefore the new percentage of boys is 43.9024%. ? New boys percent=43.9024%",,
PCT-CP-009:PCT-QL-017:PCT-003:en:128,PCT-CP-009,Easy,PCT-QL-017,Multi-statement,Money,Percentage change,The current salary is Rs. 50000 and it must become Rs. 62500. Find the required percentage increase.,-25%,25%,25% - 1,25% + 1,B,First find how much extra salary is needed to reach the target. ? Needed amount=62500-50000=12500 Now compare this extra amount with the current salary. ? Required increase=(12500/50000)?100=25% Therefore the required percentage increase is 25%. ? Required increase=25%,,
PCT-CP-010:PCT-QL-019:PCT-003:en:129,PCT-CP-010,Medium,PCT-QL-019,Before/After,Population,Count/Partition output,A population of 5000 grows by 20% every year. Find the population after 2 years.,7200,7200 + 1,-7200,7200 - 1,A,"Each increase of 20% multiplies the population by 120/100. ? One-period factor=(120/100) Since the same increase happens for 2 periods, use this factor 2 times. ? Overall factor=left((120/100)right)^{2} Now multiply the current population by the overall factor. ? Final population=5000?left((120/100)right)^{2}=7200 Therefore the population after 2 periods is 7200. ? Final population=7200",,
PCT-CP-001:PCT-QL-002:PCT-003:en:130,PCT-CP-001,Easy,PCT-QL-002,Narrative,Population,Count/Partition output,"The population increased by 10%. If the original population was 20000, find the new population.",22000,-22000,22000 + 1,22000 - 1,A,An increase of 10% makes the population equal to 110% of its original value. ? New percent=100%+10%=110% So multiply the original population by 110/100. ? New population=20000?(110/100)=22000 Therefore the new population is 22000. ? New population=22000,,
PCT-CP-002:PCT-QL-004:PCT-003:en:131,PCT-CP-002,Easy,PCT-QL-004,Direct,Production,Count/Partition output,The production was 1000 and it increased by 25%. Find the increase count only.,250,-250,250 + 1,250 - 1,A,"Only the increased part is required here, so we need 25% of the original production. ? Increase amount=25% of 1000 Now take 25% of 1000. ? Increase amount=1000?(25/100)=250 Therefore the increase amount is 250. ? Increase amount=250",,
PCT-CP-003:PCT-QL-006:PCT-003:en:132,PCT-CP-003,Medium,PCT-QL-006,Before/After,Population,Original/Recovery value,"After a 20% increase, the population became 4800. Find the original population.",4000,4000 + 1,-4000,4000 - 1,A,"After a 20% rise, the new population represents 120% of the original. ? 120%?4800 So divide 4800 by 120 to find the value of 1%. ? 1%=(4800/120)=40 Now multiply the value of 1% by 100 to get the original population. ? 100%=40?100=4000 Therefore the original population was 4000. ? Original population=4000",,
PCT-CP-004:PCT-QL-008:PCT-003:en:133,PCT-CP-004,Easy,PCT-QL-008,Direct,Population,Multiplier,A population increases by 18%. What multiplier represents this increase?,1.18 + 1,-1.18,1.18,1.18 - 1,C,A 18% increase means the new value becomes 118% of the old value. ? New percent=100%+18%=118% Express that new percentage as a multiplier by dividing by 100. ? Multiplier=(118/100)=1.18 Therefore the equivalent multiplier is 1.18. ? Multiplier=1.18,,
PCT-CP-005:PCT-QL-010:PCT-003:en:134,PCT-CP-005,Medium,PCT-QL-010,Timeline,Population,Count/Partition output,The population was 8000. It increased by 10% and then by 20%. Find the new population.,-10560,10560 - 1,10560 + 1,10560,D,"After the first increase of 10%, the population becomes 110% of its original value. ? After first increase=8000?(110/100)=8800 Now apply the second increase of 20% to this new value. ? Final value=8800?(120/100)=10560 Therefore the population after both increases is 10560. ? Final population=10560",,
PCT-CP-006:PCT-QL-012:PCT-003:en:135,PCT-CP-006,Medium,PCT-QL-012,Timeline,Population,Percentage change,The population increased by 15% and then again by 20%. Find the net percentage increase.,-38%,38% + 1,38% - 1,38%,D,Convert the two increases into growth factors. ? Combined factor=(115/100)?(120/100) This combined factor tells us how many times the original value becomes after both increases. ? Combined factor=(115/100)?(120/100)=1.38 So subtract 1 from the combined factor and convert the result into a percentage increase. ? Net increase=38% Therefore the overall percentage increase is 38%. ? Net increase=38%,,
PCT-CP-007:PCT-QL-014:PCT-003:en:136,PCT-CP-007,Hard,PCT-QL-014,Direct,Production,Comparison,production A was 600 and increased by 20%. production B was 900 and increased by 20%. Find the difference between their new values.,360 + 1,360 - 1,-360,360,D,First find the new value of production A after its increase. ? New production A=600?(120/100)=720 Now find the new value of production B after its increase. ? New production B=900?(120/100)=1080 Finally compare these two new values. ? Difference=left|720-1080right|=360 Therefore the difference between the new values is 360. ? Difference=360,,
PCT-CP-008:PCT-QL-016:PCT-003:en:137,PCT-CP-008,Hard,PCT-QL-016,Before/After,Workforce,Percentage change,"Out of 400 workers, 45% were urban workers. After increasing urban workers by 15% and rural workers by 15%, find the new percentage of urban workers.",45% + 1,45% - 1,-45%,45%,D,"At first, 45% of the workers are urban workers, so split the original total into urban workers and rural workers. ? Initial urban workers=400?(45/100)=180, Initial rural workers=220 Now increase the number of urban workers and rural workers by their respective percentages. ? New urban workers=180?(115/100)=207, New rural workers=220?(115/100)=253 Use the new total to find the updated percentage of urban workers. ? New urban workers percent=(207/460)?100=45% Therefore the new percentage of urban workers is 45%. ? New urban workers percent=45%",,
PCT-CP-009:PCT-QL-018:PCT-003:en:138,PCT-CP-009,Easy,PCT-QL-018,Multi-statement,Money,Percentage change,The current production is 600 and the target is 800. Find the required percentage increase.,-33.3333%,33.3333% + 1,33.3333% - 1,33.3333%,D,First find how much extra production is needed to reach the target. ? Needed amount=800-600=200 Now compare this extra amount with the current production. ? Required increase=(200/600)?100=33.3333% Therefore the required percentage increase is 33.3333%. ? Required increase=33.3333%,,
PCT-CP-010:PCT-QL-020:PCT-003:en:139,PCT-CP-010,Medium,PCT-QL-020,Before/After,Production,Final value,A production value of Rs. 40000 grows by 15% every year. Find the production value after 3 years.,60835 + 1,60835 - 1,-60835,60835,D,"Each increase of 15% multiplies the production value by 115/100. ? One-period factor=(115/100) Since the same increase happens for 3 periods, use this factor 3 times. ? Overall factor=left((115/100)right)^{3} Now multiply the current production value by the overall factor. ? Final production value=40000?left((115/100)right)^{3}=60835 Therefore the production value after 3 periods is Rs. 60835. ? Final production value=60835",,
PCT-CP-001:PCT-QL-001:PCT-003:en:140,PCT-CP-001,Easy,PCT-QL-001,Narrative,Money,Final value,"The salary increased by 10%. If the original salary was Rs. 50000, find the new salary.",55000,-55000,55000 + 1,55000 - 1,A,An increase of 10% makes the salary equal to 110% of its original value. ? New percent=100%+10%=110% So multiply the original salary by 110/100. ? New salary=50000?(110/100)=55000 Therefore the new salary is Rs. 55000. ? New salary=55000,,
PCT-CP-002:PCT-QL-003:PCT-003:en:141,PCT-CP-002,Easy,PCT-QL-003,Direct,Money,Final value,A salary of Rs. 40000 increased by 10%. Find the increase amount only.,4000,-4000,4000 + 1,4000 - 1,A,"Only the increased part is required here, so we need 10% of the original salary. ? Increase amount=10% of Rs. 40000 Now take 10% of Rs. 40000. ? Increase amount=40000?(10/100)=4000 Therefore the increase amount is Rs. 4000. ? Increase amount=4000",,
PCT-CP-003:PCT-QL-005:PCT-003:en:142,PCT-CP-003,Medium,PCT-QL-005,Before/After,Money,Original/Recovery value,"After a 50% increase, the salary became Rs. 90000. Find the original salary.",60000 + 1,-60000,60000,60000 - 1,C,"After a 50% rise, the new salary represents 150% of the original. ? 150%?Rs. 90000 So divide Rs. 90000 by 150 to find the value of 1%. ? 1%=(90000/150)=600 Now multiply the value of 1% by 100 to get the original salary. ? 100%=600?100=60000 Therefore the original salary was Rs. 60000. ? Original salary=60000",,
PCT-CP-004:PCT-QL-007:PCT-003:en:143,PCT-CP-004,Easy,PCT-QL-007,Direct,Money,Multiplier,Find the equivalent multiplier for a 20% increase in the salary.,1.2,1.2 + 1,-1.2,1.2 - 1,A,A 20% increase means the new value becomes 120% of the old value. ? New percent=100%+20%=120% Express that new percentage as a multiplier by dividing by 100. ? Multiplier=(120/100)=1.2 Therefore the equivalent multiplier is 1.2. ? Multiplier=1.2,,
PCT-CP-005:PCT-QL-009:PCT-003:en:144,PCT-CP-005,Medium,PCT-QL-009,Timeline,Money,Final value,A salary of Rs. 30000 first increased by 10% and then by 20%. Find the final salary.,39600,39600 + 1,-39600,39600 - 1,A,"After the first increase of 10%, the salary becomes 110% of its original value. ? After first increase=30000?(110/100)=33000 Now apply the second increase of 20% to this new value. ? Final value=33000?(120/100)=39600 Therefore the salary after both increases is Rs. 39600. ? Final salary=39600",,
PCT-CP-006:PCT-QL-011:PCT-003:en:145,PCT-CP-006,Medium,PCT-QL-011,Timeline,Money,Percentage change,A price increased first by 15% and then by 10%. Find the overall percentage increase.,26.5% + 1,26.5% - 1,-26.5%,26.5%,D,Convert the two increases into growth factors. ? Combined factor=(115/100)?(110/100) This combined factor tells us how many times the original value becomes after both increases. ? Combined factor=(115/100)?(110/100)=1.265 So subtract 1 from the combined factor and convert the result into a percentage increase. ? Net increase=26.5% Therefore the overall percentage increase is 26.5%. ? Net increase=26.5%,,
PCT-CP-007:PCT-QL-013:PCT-003:en:146,PCT-CP-007,Hard,PCT-QL-013,Direct,Money,Comparison,salary A was Rs. 40000 and increased by 10%. salary B was Rs. 45000 and increased by 15%. Find the difference between their new values.,-7750,7750 + 1,7750 - 1,7750,D,First find the new value of salary A after its increase. ? New salary A=40000?(110/100)=44000 Now find the new value of salary B after its increase. ? New salary B=45000?(115/100)=51750 Finally compare these two new values. ? Difference=left|44000-51750right|=7750 Therefore the difference between the new values is Rs. 7750. ? Difference=7750,,
PCT-CP-008:PCT-QL-015:PCT-003:en:147,PCT-CP-008,Hard,PCT-QL-015,Observation,Education,Percentage change,"In a group of 300 students, 60% were boys and the rest were girls. If the number of boys increased by 20% and the number of girls increased by 10%, find the new percentage of boys.",-62.069%,62.069% + 1,62.069% - 1,62.069%,D,"At first, 60% of the students are boys, so split the original total into boys and girls. ? Initial boys=300?(60/100)=180, Initial girls=120 Now increase the number of boys and girls by their respective percentages. ? New boys=180?(120/100)=216, New girls=120?(110/100)=132 Use the new total to find the updated percentage of boys. ? New boys percent=(216/348)?100=62.069% Therefore the new percentage of boys is 62.069%. ? New boys percent=62.069%",,
PCT-CP-009:PCT-QL-017:PCT-003:en:148,PCT-CP-009,Easy,PCT-QL-017,Multi-statement,Money,Percentage change,The current salary is Rs. 40000 and it must become Rs. 50000. Find the required percentage increase.,-25%,25% - 1,25% + 1,25%,D,First find how much extra salary is needed to reach the target. ? Needed amount=50000-40000=10000 Now compare this extra amount with the current salary. ? Required increase=(10000/40000)?100=25% Therefore the required percentage increase is 25%. ? Required increase=25%,,
PCT-CP-010:PCT-QL-019:PCT-003:en:149,PCT-CP-010,Medium,PCT-QL-019,Before/After,Population,Count/Partition output,A population of 10000 grows by 12% every year. Find the population after 2 years.,12544,12544 - 1,12544 + 1,-12544,A,"Each increase of 12% multiplies the population by 112/100. ? One-period factor=(112/100) Since the same increase happens for 2 periods, use this factor 2 times. ? Overall factor=left((112/100)right)^{2} Now multiply the current population by the overall factor. ? Final population=10000?left((112/100)right)^{2}=12544 Therefore the population after 2 periods is 12544. ? Final population=12544",,
PCT-CP-001:PCT-QL-002:PCT-003:en:150,PCT-CP-001,Easy,PCT-QL-002,Narrative,Population,Count/Partition output,"The population increased by 20%. If the original population was 5000, find the new population.",6000 + 1,6000 - 1,6000,-6000,C,An increase of 20% makes the population equal to 120% of its original value. ? New percent=100%+20%=120% So multiply the original population by 120/100. ? New population=5000?(120/100)=6000 Therefore the new population is 6000. ? New population=6000,,
PCT-CP-002:PCT-QL-004:PCT-003:en:151,PCT-CP-002,Easy,PCT-QL-004,Direct,Production,Count/Partition output,The production was 1200 and it increased by 15%. Find the increase count only.,180,180 + 1,180 - 1,-180,A,"Only the increased part is required here, so we need 15% of the original production. ? Increase amount=15% of 1200 Now take 15% of 1200. ? Increase amount=1200?(15/100)=180 Therefore the increase amount is 180. ? Increase amount=180",,
PCT-CP-003:PCT-QL-006:PCT-003:en:152,PCT-CP-003,Medium,PCT-QL-006,Before/After,Population,Original/Recovery value,"After a 10% increase, the population became 13200. Find the original population.",12000,12000 + 1,12000 - 1,-12000,A,"After a 10% rise, the new population represents 110% of the original. ? 110%?13200 So divide 13200 by 110 to find the value of 1%. ? 1%=(13200/110)=120 Now multiply the value of 1% by 100 to get the original population. ? 100%=120?100=12000 Therefore the original population was 12000. ? Original population=12000",,
PCT-CP-004:PCT-QL-008:PCT-003:en:153,PCT-CP-004,Easy,PCT-QL-008,Direct,Population,Multiplier,A population increases by 25%. What multiplier represents this increase?,1.25 + 1,1.25 - 1,1.25,-1.25,C,A 25% increase means the new value becomes 125% of the old value. ? New percent=100%+25%=125% Express that new percentage as a multiplier by dividing by 100. ? Multiplier=(125/100)=1.25 Therefore the equivalent multiplier is 1.25. ? Multiplier=1.25,,
PCT-CP-005:PCT-QL-010:PCT-003:en:154,PCT-CP-005,Medium,PCT-QL-010,Timeline,Population,Count/Partition output,The population was 4000. It increased by 15% and then by 25%. Find the new population.,-5750,5750 - 1,5750,5750 + 1,C,"After the first increase of 15%, the population becomes 115% of its original value. ? After first increase=4000?(115/100)=4600 Now apply the second increase of 25% to this new value. ? Final value=4600?(125/100)=5750 Therefore the population after both increases is 5750. ? Final population=5750",,
PCT-CP-006:PCT-QL-012:PCT-003:en:155,PCT-CP-006,Medium,PCT-QL-012,Timeline,Population,Percentage change,The population increased by 20% and then again by 10%. Find the net percentage increase.,-32%,32% - 1,32%,32% + 1,C,Convert the two increases into growth factors. ? Combined factor=(120/100)?(110/100) This combined factor tells us how many times the original value becomes after both increases. ? Combined factor=(120/100)?(110/100)=1.32 So subtract 1 from the combined factor and convert the result into a percentage increase. ? Net increase=32% Therefore the overall percentage increase is 32%. ? Net increase=32%,,
PCT-CP-007:PCT-QL-014:PCT-003:en:156,PCT-CP-007,Hard,PCT-QL-014,Direct,Production,Comparison,production A was 600 and increased by 15%. production B was 900 and increased by 10%. Find the difference between their new values.,-300,300 - 1,300,300 + 1,C,First find the new value of production A after its increase. ? New production A=600?(115/100)=690 Now find the new value of production B after its increase. ? New production B=900?(110/100)=990 Finally compare these two new values. ? Difference=left|690-990right|=300 Therefore the difference between the new values is 300. ? Difference=300,,
PCT-CP-008:PCT-QL-016:PCT-003:en:157,PCT-CP-008,Hard,PCT-QL-016,Before/After,Workforce,Percentage change,"Out of 800 workers, 30% were urban workers. After increasing urban workers by 10% and rural workers by 12%, find the new percentage of urban workers.",-29.623%,29.623%,29.623% - 1,29.623% + 1,B,"At first, 30% of the workers are urban workers, so split the original total into urban workers and rural workers. ? Initial urban workers=800?(30/100)=240, Initial rural workers=560 Now increase the number of urban workers and rural workers by their respective percentages. ? New urban workers=240?(110/100)=264, New rural workers=560?(112/100)=627.2 Use the new total to find the updated percentage of urban workers. ? New urban workers percent=(264/891.2)?100=29.623% Therefore the new percentage of urban workers is 29.623%. ? New urban workers percent=29.623%",,
PCT-CP-009:PCT-QL-018:PCT-003:en:158,PCT-CP-009,Easy,PCT-QL-018,Multi-statement,Money,Percentage change,The current production is 400 and the target is 500. Find the required percentage increase.,-25%,25% - 1,25%,25% + 1,C,First find how much extra production is needed to reach the target. ? Needed amount=500-400=100 Now compare this extra amount with the current production. ? Required increase=(100/400)?100=25% Therefore the required percentage increase is 25%. ? Required increase=25%,,
PCT-CP-010:PCT-QL-020:PCT-003:en:159,PCT-CP-010,Medium,PCT-QL-020,Before/After,Production,Final value,A production value of Rs. 40000 grows by 20% every year. Find the production value after 3 years.,-69120,69120 - 1,69120,69120 + 1,C,"Each increase of 20% multiplies the production value by 120/100. ? One-period factor=(120/100) Since the same increase happens for 3 periods, use this factor 3 times. ? Overall factor=left((120/100)right)^{3} Now multiply the current production value by the overall factor. ? Final production value=40000?left((120/100)right)^{3}=69120 Therefore the production value after 3 periods is Rs. 69120. ? Final production value=69120",,
PCT-CP-001:PCT-QL-001:PCT-003:en:160,PCT-CP-001,Easy,PCT-QL-001,Narrative,Money,Final value,"The salary increased by 15%. If the original salary was Rs. 60000, find the new salary.",69000,69000 - 1,69000 + 1,-69000,A,An increase of 15% makes the salary equal to 115% of its original value. ? New percent=100%+15%=115% So multiply the original salary by 115/100. ? New salary=60000?(115/100)=69000 Therefore the new salary is Rs. 69000. ? New salary=69000,,
PCT-CP-002:PCT-QL-003:PCT-003:en:161,PCT-CP-002,Easy,PCT-QL-003,Direct,Money,Final value,A salary of Rs. 20000 increased by 20%. Find the increase amount only.,4000,4000 + 1,4000 - 1,-4000,A,"Only the increased part is required here, so we need 20% of the original salary. ? Increase amount=20% of Rs. 20000 Now take 20% of Rs. 20000. ? Increase amount=20000?(20/100)=4000 Therefore the increase amount is Rs. 4000. ? Increase amount=4000",,
PCT-CP-003:PCT-QL-005:PCT-003:en:162,PCT-CP-003,Medium,PCT-QL-005,Before/After,Money,Original/Recovery value,"After a 20% increase, the salary became Rs. 48000. Find the original salary.",40000,40000 + 1,40000 - 1,-40000,A,"After a 20% rise, the new salary represents 120% of the original. ? 120%?Rs. 48000 So divide Rs. 48000 by 120 to find the value of 1%. ? 1%=(48000/120)=400 Now multiply the value of 1% by 100 to get the original salary. ? 100%=400?100=40000 Therefore the original salary was Rs. 40000. ? Original salary=40000",,
PCT-CP-004:PCT-QL-007:PCT-003:en:163,PCT-CP-004,Easy,PCT-QL-007,Direct,Money,Multiplier,Find the equivalent multiplier for a 10% increase in the salary.,1.1,1.1 - 1,1.1 + 1,-1.1,A,A 10% increase means the new value becomes 110% of the old value. ? New percent=100%+10%=110% Express that new percentage as a multiplier by dividing by 100. ? Multiplier=(110/100)=1.1 Therefore the equivalent multiplier is 1.1. ? Multiplier=1.1,,
PCT-CP-005:PCT-QL-009:PCT-003:en:164,PCT-CP-005,Medium,PCT-QL-009,Timeline,Money,Final value,A salary of Rs. 30000 first increased by 20% and then by 10%. Find the final salary.,39600 + 1,39600 - 1,39600,-39600,C,"After the first increase of 20%, the salary becomes 120% of its original value. ? After first increase=30000?(120/100)=36000 Now apply the second increase of 10% to this new value. ? Final value=36000?(110/100)=39600 Therefore the salary after both increases is Rs. 39600. ? Final salary=39600",,
PCT-CP-006:PCT-QL-011:PCT-003:en:165,PCT-CP-006,Medium,PCT-QL-011,Timeline,Money,Percentage change,A price increased first by 20% and then by 20%. Find the overall percentage increase.,-44%,44%,44% - 1,44% + 1,B,Convert the two increases into growth factors. ? Combined factor=(120/100)?(120/100) This combined factor tells us how many times the original value becomes after both increases. ? Combined factor=(120/100)?(120/100)=1.44 So subtract 1 from the combined factor and convert the result into a percentage increase. ? Net increase=44% Therefore the overall percentage increase is 44%. ? Net increase=44%,,
PCT-CP-007:PCT-QL-013:PCT-003:en:166,PCT-CP-007,Hard,PCT-QL-013,Direct,Money,Comparison,salary A was Rs. 40000 and increased by 15%. salary B was Rs. 45000 and increased by 25%. Find the difference between their new values.,-10250,10250 - 1,10250,10250 + 1,C,First find the new value of salary A after its increase. ? New salary A=40000?(115/100)=46000 Now find the new value of salary B after its increase. ? New salary B=45000?(125/100)=56250 Finally compare these two new values. ? Difference=left|46000-56250right|=10250 Therefore the difference between the new values is Rs. 10250. ? Difference=10250,,
PCT-CP-008:PCT-QL-015:PCT-003:en:167,PCT-CP-008,Hard,PCT-QL-015,Observation,Education,Percentage change,"In a group of 500 students, 45% were boys and the rest were girls. If the number of boys increased by 15% and the number of girls increased by 20%, find the new percentage of boys.",-43.949%,43.949%,43.949% - 1,43.949% + 1,B,"At first, 45% of the students are boys, so split the original total into boys and girls. ? Initial boys=500?(45/100)=225, Initial girls=275 Now increase the number of boys and girls by their respective percentages. ? New boys=225?(115/100)=258.75, New girls=275?(120/100)=330 Use the new total to find the updated percentage of boys. ? New boys percent=(258.75/588.75)?100=43.949% Therefore the new percentage of boys is 43.949%. ? New boys percent=43.949%",,
PCT-CP-009:PCT-QL-017:PCT-003:en:168,PCT-CP-009,Easy,PCT-QL-017,Multi-statement,Money,Percentage change,The current salary is Rs. 50000 and it must become Rs. 62500. Find the required percentage increase.,-25%,25%,25% - 1,25% + 1,B,First find how much extra salary is needed to reach the target. ? Needed amount=62500-50000=12500 Now compare this extra amount with the current salary. ? Required increase=(12500/50000)?100=25% Therefore the required percentage increase is 25%. ? Required increase=25%,,
PCT-CP-010:PCT-QL-019:PCT-003:en:169,PCT-CP-010,Medium,PCT-QL-019,Before/After,Population,Count/Partition output,A population of 5000 grows by 20% every year. Find the population after 2 years.,7200,7200 + 1,-7200,7200 - 1,A,"Each increase of 20% multiplies the population by 120/100. ? One-period factor=(120/100) Since the same increase happens for 2 periods, use this factor 2 times. ? Overall factor=left((120/100)right)^{2} Now multiply the current population by the overall factor. ? Final population=5000?left((120/100)right)^{2}=7200 Therefore the population after 2 periods is 7200. ? Final population=7200",,
PCT-CP-001:PCT-QL-002:PCT-003:en:170,PCT-CP-001,Easy,PCT-QL-002,Narrative,Population,Count/Partition output,"The population increased by 10%. If the original population was 8000, find the new population.",8800,8800 + 1,-8800,8800 - 1,A,An increase of 10% makes the population equal to 110% of its original value. ? New percent=100%+10%=110% So multiply the original population by 110/100. ? New population=8000?(110/100)=8800 Therefore the new population is 8800. ? New population=8800,,
PCT-CP-002:PCT-QL-004:PCT-003:en:171,PCT-CP-002,Easy,PCT-QL-004,Direct,Production,Count/Partition output,The production was 600 and it increased by 25%. Find the increase count only.,150,150 + 1,-150,150 - 1,A,"Only the increased part is required here, so we need 25% of the original production. ? Increase amount=25% of 600 Now take 25% of 600. ? Increase amount=600?(25/100)=150 Therefore the increase amount is 150. ? Increase amount=150",,
PCT-CP-003:PCT-QL-006:PCT-003:en:172,PCT-CP-003,Medium,PCT-QL-006,Before/After,Population,Original/Recovery value,"After a 20% increase, the population became 4800. Find the original population.",4000,-4000,4000 + 1,4000 - 1,A,"After a 20% rise, the new population represents 120% of the original. ? 120%?4800 So divide 4800 by 120 to find the value of 1%. ? 1%=(4800/120)=40 Now multiply the value of 1% by 100 to get the original population. ? 100%=40?100=4000 Therefore the original population was 4000. ? Original population=4000",,
