Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-001:PCT-QL-004:24569,PCT-CP-001,Easy,PCT-QL-004,Direct,Education,Percentage change,What percentage of 1000 is 1200?,120%,-120%,120% + 1,120% - 1,A,"Given [ ? (1200/1000)?100 ] Calculation [ ? 1200?(100/1000) ] = [ ? =120% ] Answer [ ? 120% ] Therefore, the required percentage is 120%.",,
PCT-CP-002:PCT-QL-011:24570,PCT-CP-002,Easy,PCT-QL-011,Narrative,Abstract,Final value,"If 500 is decreased by 15%, find the new number.",-425,425,425 - 1,425 + 1,B,"Given [ ? 500?(100-15/100) ] Calculation [ ? 500?(85/100) ] = [ ? =425 ] Answer [ ? 425 ] Hence, the reduced value is 425.",,
PCT-CP-003:PCT-QL-025:24571,PCT-CP-003,Medium,PCT-QL-025,Before/After,Population,Final value,"A machine's value falls by 32% every year. If it is Rs. 4500 now, find its value after 2 years.",2080.8,2080.8 - 1,2080.8 + 1,-2080.8,A,"Given [ ? 1-(32/100)=(68/100) ] Calculation [ ? 4500left((68/100)right)^2 ] = [ ? =2080.8 ] Answer [ ? 2080.8 ] Thus, the remaining value is 2080.8.",,
PCT-CP-004:PCT-QL-033:24572,PCT-CP-004,Hard,PCT-QL-033,Narrative,Money,Percentage change,"If the tax on an item is reduced by 80% and its sale increases by 30%, find the total change in revenue percent.",--74%,-74%,-74% - 1,-74% + 1,B,"Given [ ? (20/100)?(130/100) ] Calculation [ ? left((20?130/10000)-1right)100 ] = [ ? =-74% ] Answer [ ? -74% ] Thus, the net change in revenue is -74%.",,
PCT-CP-005:PCT-QL-045:24594,PCT-CP-005,Medium,PCT-QL-045,Observation,Abstract,Final value,"A man gave 20% of his money to his wife, 25% to his son and the remaining Rs. 6600 to his daughter. How much did he have at first?",-12000,12000 - 1,12000,12000 + 1,C,"Given [ ? 100-20-25=55% ] Calculation [ ? (6600?100/55) ] = [ ? =12000 ] Answer [ ? 12000 ] Therefore, the original amount is 12000.",,
PCT-CP-006:PCT-QL-053:24595,PCT-CP-006,Hard,PCT-QL-053,Direct,Mixture/Container,Difference,How much pure alcohol should be added to 40000 mL of 33.33% solution to make it 60% strong?,26670,26670 + 1,-26670,26670 - 1,A,"Given [ ? Non-alcohol=(66.67/100)?40000 ] Calculation [ ? Final volume=(40000?66.67/40) ] = [ ? Alcohol added=Final volume-40000=26670 ] Answer [ ? 26670 ] Therefore, the pure alcohol added is 26670.",,
PCT-CP-001:PCT-QL-005:24596,PCT-CP-001,Easy,PCT-QL-005,Narrative,Education,Final value,"A is 5% of B. If B is 500, find A.",-25,25 - 1,25 + 1,25,D,"Given [ ? 5% of 500 ] Calculation [ ? (5/100)?500 ] = [ ? =25 ] Answer [ ? 25 ] Therefore, the required quantity is 25.",,
PCT-CP-002:PCT-QL-012:24597,PCT-CP-002,Medium,PCT-QL-012,Before/After,Abstract,Original/Recovery value,"If 35% is added to a number, it becomes 1080. Find the number.",-800,800 + 1,800 - 1,800,D,"Given [ ? 100+35=135% ] Calculation [ ? (1080?100/135) ] = [ ? =800 ] Answer [ ? 800 ] Thus, the original value is 800.",,
PCT-CP-003:PCT-QL-026:24598,PCT-CP-003,Medium,PCT-QL-026,Comparison,Population,Percentage change,The length and breadth of a rectangle are increased by 40% and 50% respectively. Find the percentage increase in area.,110%,110% + 1,110% - 1,-110%,A,"Given [ ? (140/100)?(150/100) ] Calculation [ ? left((140/100)?(150/100)-1right)100 ] = [ ? =110% ] Answer [ ? 110% ] So, the percentage change in area is 110%.",,
PCT-CP-004:PCT-QL-034:24599,PCT-CP-004,Hard,PCT-QL-034,Direct,Money,Percentage change,Working hours of a factory increased by 33.33%. By what percent should the hourly wage be decreased to keep the total bill same?,25% + 1,25% - 1,-25%,25%,D,"Given [ ? New base=100+33.33=133.33 ] Calculation [ ? (33.33?100/133.33) ] = [ ? =25% ] Answer [ ? 25% ] Hence, the required decrease is 25%.",,
PCT-CP-005:PCT-QL-046:24600,PCT-CP-005,Medium,PCT-QL-046,Observation,Weight,Final value,"An alloy contains 15% copper and the rest is zinc. If there is 850 kg zinc, find the total weight of the alloy.",1000 + 1,1000 - 1,1000,-1000,C,"Given [ ? Known part=85% ] Calculation [ ? (850?100/85) ] = [ ? =1000 ] Answer [ ? 1000 ] Accordingly, the total is 1000.",,
PCT-CP-006:PCT-QL-054:24601,PCT-CP-006,Hard,PCT-QL-054,Before/After,Weight,Original/Recovery value,"A solution has 62.5% sugar. If 20 kg water flies away, the sugar becomes 75%. Find the original weight.",-120,120 - 1,120 + 1,120,D,"Given [ ? (62.5/100)W=(75/100)(W-20) ] Calculation [ ? 62.5W=75W-1500 ] = [ ? =120 ] Answer [ ? 120 ] Accordingly, the original weight was 120.",,
PCT-CP-001:PCT-QL-006:24602,PCT-CP-001,Medium,PCT-QL-006,Direct,Education,Percentage change,A is 35% more than B. By what percent is B less than A?,25.93%,25.93% + 1,-25.93%,25.93% - 1,A,"Given [ ? B=100, A=135 ] Calculation [ ? (35/135)?100 ] = [ ? =25.93% ] Answer [ ? 25.93% ] Accordingly, the smaller quantity is less by 25.93%.",,
PCT-CP-002:PCT-QL-013:24603,PCT-CP-002,Medium,PCT-QL-013,Before/After,Abstract,Original/Recovery value,"If 35% is subtracted from a number, it becomes 65. Find the number.",100 + 1,100 - 1,100,-100,C,"Given [ ? 100-35=65% ] Calculation [ ? (65?100/65) ] = [ ? =100 ] Answer [ ? 100 ] So, the original value is 100.",,
PCT-CP-003:PCT-QL-027:24625,PCT-CP-003,Easy,PCT-QL-027,Narrative,Population,Percentage change,"If the side of a square is increased by 20%, find the percentage increase in its area.",44%,-44%,44% + 1,44% - 1,A,"Given [ ? Side factor=(120/100) ] Calculation [ ? left[left((120/100)right)^2-1right]100 ] = [ ? =44% ] Answer [ ? 44% ] So, the percentage change in area is 44%.",,
PCT-CP-004:PCT-QL-035:24626,PCT-CP-004,Easy,PCT-QL-035,Narrative,Production,Percentage change,"If the radius of a circle is decreased by 15%, find the percentage decrease in its area.",27.75% + 1,27.75% - 1,-27.75%,27.75%,D,"Given [ ? Radius factor=(85/100) ] Calculation [ ? left[1-left((85/100)right)^2right]100 ] = [ ? =27.75% ] Answer [ ? 27.75% ] Thus, the percentage decrease in area is 27.75%.",,
PCT-CP-005:PCT-QL-047:24627,PCT-CP-005,Medium,PCT-QL-047,Direct,Population,Count/Partition output,Two candidates contested an election. One got 40% votes and lost by 800 votes. Find the total number of votes.,4000 + 1,4000 - 1,4000,-4000,C,"Given [ ? (100-40)-40=20% ] Calculation [ ? (800?100/20) ] = [ ? =4000 ] Answer [ ? 4000 ] Thus, the total number of votes is 4000.",,
PCT-CP-006:PCT-QL-055:24628,PCT-CP-006,Easy,PCT-QL-055,Direct,Weight,Difference,An alloy of copper and zinc has 5% copper. Find the weight of zinc in 120 kg of the alloy.,-114,114 - 1,114,114 + 1,C,"Given [ ? 100-5=95% ] Calculation [ ? (120?95/100) ] = [ ? =114 ] Answer [ ? 114 ] Thus, the weight of zinc is 114.",,
PCT-CP-001:PCT-QL-007:24629,PCT-CP-001,Medium,PCT-QL-007,Direct,Education,Percentage change,A is 45% less than B. By what percent is B more than A?,81.82%,-81.82%,81.82% + 1,81.82% - 1,A,"Given [ ? B=100, A=55 ] Calculation [ ? (45/55)?100 ] = [ ? =81.82% ] Answer [ ? 81.82% ] Hence, the larger quantity is more by 81.82%.",,
PCT-CP-002:PCT-QL-014:24630,PCT-CP-002,Medium,PCT-QL-014,Before/After,Abstract,Original/Recovery value,"After increasing a number by 22%, it becomes 732. Find the old number.",600 + 1,600 - 1,-600,600,D,"Given [ ? 100+22=122% ] Calculation [ ? (732?100/122) ] = [ ? =600 ] Answer [ ? 600 ] Thus, the original value is 600.",,
PCT-CP-003:PCT-QL-020:24631,PCT-CP-003,Medium,PCT-QL-020,Timeline,Population,Percentage change,Two successive increases of 45% and 60% are equal to a single increase of how much?,132%,-132%,132% + 1,132% - 1,A,"Given [ ? 45+60+(45?60/100) ] Calculation [ ? 105+(2700/100) ] = [ ? =132% ] Answer [ ? 132% ] Hence, the single equivalent increase is 132%.",,
PCT-CP-004:PCT-QL-028:24632,PCT-CP-004,Medium,PCT-QL-028,Narrative,Money,Percentage change,"If the price of sugar increases by 22%, by how much percent should a family reduce its consumption to keep the expenditure same?",18.03% + 1,18.03% - 1,18.03%,-18.03%,C,"Given [ ? New base=100+22=122 ] Calculation [ ? (22?100/122) ] = [ ? =18.03% ] Answer [ ? 18.03% ] Hence, the required decrease is 18.03%.",,
PCT-CP-005:PCT-QL-036:24633,PCT-CP-005,Medium,PCT-QL-036,Multi-statement,Money,Final value,"A man spends 15% of his income on food, 15% on rent and 15% on other things. If he saves Rs. 4400, find his total income.",-8000,8000 - 1,8000,8000 + 1,C,"Given [ ? 100-15-15-15=55% ] Calculation [ ? (4400?100/55) ] = [ ? =8000 ] Answer [ ? 8000 ] Therefore, the total income is 8000.",,
PCT-CP-006:PCT-QL-048:24634,PCT-CP-006,Hard,PCT-QL-048,Direct,Mixture/Container,Difference,A mixture of 25000 litres has 16.66% acid. How much water should be added to make it 10% acid?,16650,16650 + 1,-16650,16650 - 1,A,"Given [ ? Acid=(16.66/100)?25000 ] Calculation [ ? Final volume=(4165?100/10) ] = [ ? Water=(4165?100/10)-25000=16650 ] Answer [ ? 16650 ] So, the water added is 16650.",,
PCT-CP-001:PCT-QL-008:24656,PCT-CP-001,Medium,PCT-QL-008,Narrative,Education,Conversion,"If 15% of A is equal to 10% of B, find the ratio A:B.",-2 : 3,2 : 3 - 1,2 : 3,2 : 3 + 1,C,"Given [ ? 15A=10B ] Calculation [ ? A:B=10:15 ] = [ ? =2 : 3 ] Answer [ ? 2 : 3 ] Accordingly, the required ratio is 2 : 3.",,
PCT-CP-002:PCT-QL-015:24657,PCT-CP-002,Medium,PCT-QL-015,Before/After,Money,Original/Recovery value,A man's salary is increased by 32% and becomes Rs. 2640. Find his original salary.,2000 + 1,2000 - 1,-2000,2000,D,"Given [ ? 100+32=132% ] Calculation [ ? (2640?100/132) ] = [ ? =2000 ] Answer [ ? 2000 ] Hence, the original value is 2000.",,
PCT-CP-003:PCT-QL-021:24658,PCT-CP-003,Medium,PCT-QL-021,Timeline,Population,Percentage change,The population of a town increases by 50% in the first year and by 20% in the second year. Find the total percentage increase.,80%,80% - 1,80% + 1,-80%,A,"Given [ ? 50+20+(50?20/100) ] Calculation [ ? 70+(1000/100) ] = [ ? =80% ] Answer [ ? 80% ] Hence, the single equivalent increase is 80%.",,
PCT-CP-004:PCT-QL-029:24659,PCT-CP-004,Medium,PCT-QL-029,Direct,Money,Percentage change,The price of petrol falls by 45%. By what percent can a person increase his consumption so that the total cost remains same?,81.82%,81.82% + 1,81.82% - 1,-81.82%,A,"Given [ ? New base=100-45=55 ] Calculation [ ? (45?100/55) ] = [ ? =81.82% ] Answer [ ? 81.82% ] Hence, the permissible increase is 81.82%.",,
PCT-CP-005:PCT-QL-037:24660,PCT-CP-005,Hard,PCT-QL-037,Observation,Money,Final value,"A person spends 30% of his salary on food and 40% of the remaining on rent. If he still has Rs. 1680 left, find his salary.",4000,4000 + 1,-4000,4000 - 1,A,"Given [ ? Remaining fraction=(70/100)?(60/100) ] Calculation [ ? (1680?10000/70?60) ] = [ ? =4000 ] Answer [ ? 4000 ] Accordingly, the salary is 4000.",,
PCT-CP-006:PCT-QL-049:24661,PCT-CP-006,Hard,PCT-QL-049,Direct,Weight,Difference,"340 kg of fresh fruit has 85% water, and dry fruit has 15% water. How many kg of dry fruit can be made from 340 kg of fresh fruit?",-60,60 + 1,60 - 1,60,D,"Given [ ? Solid matter=(15/100)?340 ] Calculation [ ? Dry weight=(340?15/85) ] = [ ? =60 ] Answer [ ? 60 ] Hence, the weight of dry fruit is 60.",,
PCT-CP-001:PCT-QL-009:24662,PCT-CP-001,Easy,PCT-QL-009,Timeline,Education,Original/Recovery value,"If 40% of a number is 200, then what is the number?",500 - 1,500,-500,500 + 1,B,"40% corresponds to 200. [ ? 40%=200 ] 1% [ ? (200/40) ] 100% [ ? (200?100/40) ] = [ ? 500 ] Therefore, the number is 500.",,
PCT-CP-002:PCT-QL-016:24663,PCT-CP-002,Medium,PCT-QL-016,Direct,Abstract,Final value,Adding 225 to a number is the same as increasing it by 45%. Find the number.,-500,500,500 - 1,500 + 1,B,"Given [ ? 45%=225 ] Calculation [ ? (225?100/45) ] = [ ? =500 ] Answer [ ? 500 ] Therefore, the original value is 500.",,
PCT-CP-003:PCT-QL-022:24664,PCT-CP-003,Medium,PCT-QL-022,Timeline,Population,Percentage change,A number is increased by 50% and then decreased by 10%. Find the total change percent.,35% + 1,-35%,35%,35% - 1,C,"Equivalent percentage change [ ? a+b+(ab/100) ] = [ ? 50+(-10)+(50?(-10)/100) ] = [ ? 40+(-500/100) ] = [ ? 35% ] Hence, the overall change is 35%.",,
PCT-CP-004:PCT-QL-030:24665,PCT-CP-004,Medium,PCT-QL-030,Direct,Production,Percentage change,The length of a rectangle increases by 22%. By what percent should the breadth be decreased to keep the area same?,-18.03%,18.03% - 1,18.03%,18.03% + 1,C,"Given [ ? New base=100+22=122 ] Calculation [ ? (22?100/122) ] = [ ? =18.03% ] Answer [ ? 18.03% ] Hence, the required decrease is 18.03%.",,
PCT-CP-005:PCT-QL-038:24687,PCT-CP-005,Medium,PCT-QL-038,Direct,Population,Count/Partition output,"In an election between two candidates, the winner got 60% votes and won by 4000 votes. Find the total votes polled.",20000,20000 + 1,20000 - 1,-20000,A,"Given [ ? 60-(100-60)=20% ] Calculation [ ? (4000?100/20) ] = [ ? =20000 ] Answer [ ? 20000 ] Thus, the total number of votes is 20000.",,
PCT-CP-006:PCT-QL-050:24688,PCT-CP-006,Hard,PCT-QL-050,Direct,Mixture/Container,Difference,"In 37500 litres of salt solution, there is 16.66% salt. How much salt should be added to make it a 25% solution?",4170,4170 + 1,4170 - 1,-4170,A,"Given [ ? Water=(83.34/100)?37500 ] Calculation [ ? Final volume=(37500?83.34/75) ] = [ ? Solute added=Final volume-37500=4170 ] Answer [ ? 4170 ] Therefore, the pure solute added is 4170.",,
PCT-CP-001:PCT-QL-001:24689,PCT-CP-001,Easy,PCT-QL-001,Direct,Population,Final value,"In an election, 20% of the 5000 registered voters cast their vote. How many votes were cast?",1000 + 1,-1000,1000,1000 - 1,C,"20% of 5000 [ ? 20% of 5000 ] = [ ? (20/100)?5000 ] = [ ? (20?5000/100) ] = [ ? 1000 ] Hence, the required value is 1000.",,
PCT-CP-002:PCT-QL-017:24690,PCT-CP-002,Easy,PCT-QL-017,Narrative,Abstract,Final value,"If 25% of a number is 100, find 20% of that number.",80,80 + 1,80 - 1,-80,A,"Given [ ? 25%=100 ] Calculation [ ? 20%=(100?20/25) ] = [ ? =80 ] Answer [ ? 80 ] Thus, the required amount is 80.",,
PCT-CP-003:PCT-QL-023:24691,PCT-CP-003,Medium,PCT-QL-023,Timeline,Money,Percentage change,The price of an item is increased by 60% and then decreased by 25%. Find the net change in price percent.,-20%,20% - 1,20%,20% + 1,C,"Equivalent percentage change [ ? a+b+(ab/100) ] = [ ? 60+(-25)+(60?(-25)/100) ] = [ ? 35+(-1500/100) ] = [ ? 20% ] Hence, the overall change is 20%.",,
PCT-CP-004:PCT-QL-031:24692,PCT-CP-004,Hard,PCT-QL-031,Narrative,Production,Percentage change,"If a car's speed increases by 14.28%, by what percent will the time taken decrease for the same distance?",12.5%,12.5% - 1,12.5% + 1,-12.5%,A,"Given [ ? New base=100+14.28=114.28 ] Calculation [ ? (14.28?100/114.28) ] = [ ? =12.5% ] Answer [ ? 12.5% ] So, the required decrease is 12.5%.",,
PCT-CP-005:PCT-QL-039:24693,PCT-CP-005,Hard,PCT-QL-039,Direct,Population,Count/Partition output,"In an election, 45% votes were cancelled. The winner got 60% of the valid votes and won by 1100 votes. Find the total votes.",10000,10000 + 1,-10000,10000 - 1,A,"Given [ ? Effective gap=(55?20/100)% ] Calculation [ ? (1100?10000/55?20) ] = [ ? =10000 ] Answer [ ? 10000 ] Accordingly, the total votes are 10000.",,
PCT-CP-006:PCT-QL-051:24694,PCT-CP-006,Hard,PCT-QL-051,Before/After,Mixture/Container,Difference,"If 50 litres of water is added to 100 litres of 37.5% alcohol solution, what will be the percentage of alcohol now?",25% + 1,-25%,25%,25% - 1,C,"Given [ ? Alcohol=(37.5/100)?100 ] Calculation [ ? (100?37.5/150) ] = [ ? =25% ] Answer [ ? 25% ] So, the new concentration is 25%.",,
PCT-CP-001:PCT-QL-002:24695,PCT-CP-001,Easy,PCT-QL-002,Direct,Population,Final value,"In an election, 30% of the 5000 registered voters cast their vote. How many votes were cast?",1500,-1500,1500 + 1,1500 - 1,A,"30% of 5000 [ ? 30% of 5000 ] = [ ? (30/100)?5000 ] = [ ? (30?5000/100) ] = [ ? 1500 ] Hence, the required value is 1500.",,
PCT-CP-002:PCT-QL-018:24696,PCT-CP-002,Medium,PCT-QL-018,Direct,Abstract,Difference,The difference between 50% and 10% of a number is 2400. Find the number.,-6000,6000 - 1,6000 + 1,6000,D,"Given [ ? |50-10|%=2400 ] Calculation [ ? (2400?100/|50-10|) ] = [ ? =6000 ] Answer [ ? 6000 ] Accordingly, the number is 6000.",,
PCT-CP-003:PCT-QL-024:24718,PCT-CP-003,Medium,PCT-QL-024,Before/After,Population,Final value,"The population of a town is 7200. If it grows at 22% every year, what will it be after 2 years?",10716.48 + 1,10716.48 - 1,10716.48,-10716.48,C,"Given [ ? 1+(22/100)=(122/100) ] Calculation [ ? 7200left((122/100)right)^2 ] = [ ? =10716.48 ] Answer [ ? 10716.48 ] Thus, the value after the stated periods is 10716.48.",,
PCT-CP-004:PCT-QL-032:24719,PCT-CP-004,Medium,PCT-QL-032,Direct,Money,Percentage change,The price of an item is increased by 45%. By what percent should the new price be reduced to bring it back to the original?,-31.03%,31.03% - 1,31.03% + 1,31.03%,D,"Given [ ? New base=100+45=145 ] Calculation [ ? (45?100/145) ] = [ ? =31.03% ] Answer [ ? 31.03% ] Therefore, the required reduction is 31.03%.",,
PCT-CP-005:PCT-QL-040:24720,PCT-CP-005,Medium,PCT-QL-040,Direct,Education,Count/Partition output,A student needs 35% marks to pass. He gets 275 marks and fails by 5 marks. Find the maximum marks.,-800,800 - 1,800 + 1,800,D,"Given [ ? 275+5=280 ] Calculation [ ? (280?100/35) ] = [ ? =800 ] Answer [ ? 800 ] So, the maximum marks are 800.",,
PCT-CP-006:PCT-QL-052:24721,PCT-CP-006,Hard,PCT-QL-052,Narrative,Weight,Difference,"Fresh grapes have 60% water and dry grapes have 15% water. If the dry grapes weigh 80 kg, what was their weight when fresh?",170,170 + 1,170 - 1,-170,A,"Given [ ? Dry solid=(85/100)?80 ] Calculation [ ? Fresh weight=(80?85/40) ] = [ ? =170 ] Answer [ ? 170 ] So, the fresh weight was 170.",,
PCT-CP-001:PCT-QL-003:24722,PCT-CP-001,Easy,PCT-QL-003,Direct,Education,Final value,Convert 15% into its simplest fractional form.,(3/20),(3/20) - 1,(3/20) + 1,-(3/20),A,"Given [ ? 15%=(15/100) ] Calculation [ ? (15/100) ] = [ ? =(3/20) ] Answer [ ? (3/20) ] Thus, the percentage in fractional form is (3/20).",,
PCT-CP-002:PCT-QL-019:24723,PCT-CP-002,Hard,PCT-QL-019,Before/After,Abstract,Percentage change,By what percent should a number be increased to bring it back to its original value after a 62.5% decrease?,-166.67%,166.67% + 1,166.67% - 1,166.67%,D,"Given [ ? Remaining=100-62.5=37.5 ] Calculation [ ? (62.5?100/37.5) ] = [ ? =166.67% ] Answer [ ? 166.67% ] Therefore, the required increase is 166.67%.",,
PCT-CP-003:PCT-QL-025:24724,PCT-CP-003,Medium,PCT-QL-025,Before/After,Population,Final value,"A machine's value falls by 35% every year. If it is Rs. 12500 now, find its value after 2 years.",5281.25,5281.25 + 1,5281.25 - 1,-5281.25,A,"Given [ ? 1-(35/100)=(65/100) ] Calculation [ ? 12500left((65/100)right)^2 ] = [ ? =5281.25 ] Answer [ ? 5281.25 ] Accordingly, the remaining value is 5281.25.",,
PCT-CP-004:PCT-QL-033:24725,PCT-CP-004,Hard,PCT-QL-033,Narrative,Money,Percentage change,"If the tax on an item is reduced by 10% and its sale increases by 40%, find the total change in revenue percent.",26% + 1,26% - 1,-26%,26%,D,"Given [ ? (90/100)?(140/100) ] Calculation [ ? left((90?140/10000)-1right)100 ] = [ ? =26% ] Answer [ ? 26% ] Thus, the net change in revenue is 26%.",,
PCT-CP-005:PCT-QL-041:24726,PCT-CP-005,Easy,PCT-QL-041,Multi-statement,Education,Count/Partition output,"In a school, 40% students are boys. If there are 180 girls, find the total number of students.",300,-300,300 + 1,300 - 1,A,"Given [ ? Known part=60% ] Calculation [ ? (180?100/60) ] = [ ? =300 ] Answer [ ? 300 ] Hence, the total is 300.",,
PCT-CP-006:PCT-QL-053:24727,PCT-CP-006,Hard,PCT-QL-053,Direct,Mixture/Container,Difference,How much pure alcohol should be added to 120 mL of 12.5% solution to make it 25% strong?,-20,20,20 - 1,20 + 1,B,"Given [ ? Non-alcohol=(87.5/100)?120 ] Calculation [ ? Final volume=(120?87.5/75) ] = [ ? Alcohol added=Final volume-120=20 ] Answer [ ? 20 ] So, the pure alcohol added is 20.",,
PCT-CP-001:PCT-QL-004:24749,PCT-CP-001,Easy,PCT-QL-004,Direct,Education,Percentage change,What percentage of 1000 is 2400?,240%,-240%,240% + 1,240% - 1,A,"Given [ ? (2400/1000)?100 ] Calculation [ ? 2400?(100/1000) ] = [ ? =240% ] Answer [ ? 240% ] So, the required percentage is 240%.",,
PCT-CP-002:PCT-QL-010:24750,PCT-CP-002,Easy,PCT-QL-010,Narrative,Abstract,Final value,"If 100 is increased by 40%, find the new number.",140 + 1,-140,140,140 - 1,C,"Given [ ? 100?(100+40/100) ] Calculation [ ? 100?(140/100) ] = [ ? =140 ] Answer [ ? 140 ] Hence, the increased value is 140.",,
PCT-CP-003:PCT-QL-026:24751,PCT-CP-003,Medium,PCT-QL-026,Comparison,Population,Percentage change,The length and breadth of a rectangle are increased by 45% and 60% respectively. Find the percentage increase in area.,-132%,132%,132% - 1,132% + 1,B,"Given [ ? (145/100)?(160/100) ] Calculation [ ? left((145/100)?(160/100)-1right)100 ] = [ ? =132% ] Answer [ ? 132% ] Hence, the percentage change in area is 132%.",,
PCT-CP-004:PCT-QL-034:24752,PCT-CP-004,Hard,PCT-QL-034,Direct,Money,Percentage change,Working hours of a factory increased by 37.5%. By what percent should the hourly wage be decreased to keep the total bill same?,27.27% + 1,27.27% - 1,27.27%,-27.27%,C,"Given [ ? New base=100+37.5=137.5 ] Calculation [ ? (37.5?100/137.5) ] = [ ? =27.27% ] Answer [ ? 27.27% ] So, the required decrease is 27.27%.",,
PCT-CP-005:PCT-QL-042:24753,PCT-CP-005,Easy,PCT-QL-042,Direct,Abstract,Difference,"Out of 8000 people, 20% are men. Find the number of women.",-6400,6400 + 1,6400 - 1,6400,D,"Given [ ? 100-20=80% ] Calculation [ ? (8000?80/100) ] = [ ? =6400 ] Answer [ ? 6400 ] Hence, the required number is 6400.",,
PCT-CP-006:PCT-QL-054:24754,PCT-CP-006,Hard,PCT-QL-054,Before/After,Weight,Original/Recovery value,"A solution has 33.33% sugar. If 26680.000000000004 kg water flies away, the sugar becomes 40%. Find the original weight.",160000 + 1,-160000,160000,160000 - 1,C,"Given [ ? (33.33/100)W=(40/100)(W-26680) ] Calculation [ ? 33.33W=40W-1067200 ] = [ ? =160000 ] Answer [ ? 160000 ] Accordingly, the original weight was 160000.",,
PCT-CP-001:PCT-QL-005:24755,PCT-CP-001,Easy,PCT-QL-005,Narrative,Education,Final value,"A is 10% of B. If B is 1000, find A.",100,100 - 1,100 + 1,-100,A,"Given [ ? 10% of 1000 ] Calculation [ ? (10/100)?1000 ] = [ ? =100 ] Answer [ ? 100 ] Therefore, the required quantity is 100.",,
PCT-CP-002:PCT-QL-011:24756,PCT-CP-002,Easy,PCT-QL-011,Narrative,Abstract,Final value,"If 500 is decreased by 5%, find the new number.",-475,475 - 1,475 + 1,475,D,"Given [ ? 500?(100-5/100) ] Calculation [ ? 500?(95/100) ] = [ ? =475 ] Answer [ ? 475 ] So, the reduced value is 475.",,
PCT-CP-003:PCT-QL-027:24757,PCT-CP-003,Easy,PCT-QL-027,Narrative,Population,Percentage change,"If the side of a square is increased by 50%, find the percentage increase in its area.",125%,125% - 1,125% + 1,-125%,A,"Given [ ? Side factor=(150/100) ] Calculation [ ? left[left((150/100)right)^2-1right]100 ] = [ ? =125% ] Answer [ ? 125% ] Therefore, the percentage change in area is 125%.",,
PCT-CP-004:PCT-QL-035:24758,PCT-CP-004,Easy,PCT-QL-035,Narrative,Production,Percentage change,"If the radius of a circle is decreased by 40%, find the percentage decrease in its area.",64% - 1,64%,-64%,64% + 1,B,"Given [ ? Radius factor=(60/100) ] Calculation [ ? left[1-left((60/100)right)^2right]100 ] = [ ? =64% ] Answer [ ? 64% ] Hence, the percentage decrease in area is 64%.",,
PCT-CP-005:PCT-QL-043:24780,PCT-CP-005,Medium,PCT-QL-043,Narrative,Education,Final value,"In an exam, A gets 20% more marks than B. If A gets 600, find the marks of B.",500,500 + 1,500 - 1,-500,A,"Given [ ? 100+20=120% ] Calculation [ ? (600?100/120) ] = [ ? =500 ] Answer [ ? 500 ] Thus, the smaller score is 500.",,
PCT-CP-006:PCT-QL-055:24781,PCT-CP-006,Easy,PCT-QL-055,Direct,Weight,Difference,An alloy of copper and zinc has 50% copper. Find the weight of zinc in 100 kg of the alloy.,50 + 1,50 - 1,-50,50,D,"Given [ ? 100-50=50% ] Calculation [ ? (100?50/100) ] = [ ? =50 ] Answer [ ? 50 ] Accordingly, the weight of zinc is 50.",,
PCT-CP-001:PCT-QL-006:24782,PCT-CP-001,Medium,PCT-QL-006,Direct,Education,Percentage change,A is 12% more than B. By what percent is B less than A?,-10.71%,10.71% - 1,10.71%,10.71% + 1,C,"Given [ ? B=100, A=112 ] Calculation [ ? (12/112)?100 ] = [ ? =10.71% ] Answer [ ? 10.71% ] Accordingly, the smaller quantity is less by 10.71%.",,
PCT-CP-002:PCT-QL-012:24783,PCT-CP-002,Medium,PCT-QL-012,Before/After,Abstract,Original/Recovery value,"If 12% is added to a number, it becomes 3360. Find the number.",3000,3000 + 1,3000 - 1,-3000,A,"Given [ ? 100+12=112% ] Calculation [ ? (3360?100/112) ] = [ ? =3000 ] Answer [ ? 3000 ] Accordingly, the original value is 3000.",,
PCT-CP-003:PCT-QL-020:24784,PCT-CP-003,Medium,PCT-QL-020,Timeline,Population,Percentage change,Two successive increases of 50% and 10% are equal to a single increase of how much?,-65%,65% - 1,65%,65% + 1,C,"Given [ ? 50+10+(50?10/100) ] Calculation [ ? 60+(500/100) ] = [ ? =65% ] Answer [ ? 65% ] Accordingly, the single equivalent increase is 65%.",,
PCT-CP-004:PCT-QL-028:24785,PCT-CP-004,Medium,PCT-QL-028,Narrative,Money,Percentage change,"If the price of sugar increases by 28%, by how much percent should a family reduce its consumption to keep the expenditure same?",-21.88%,21.88% - 1,21.88%,21.88% + 1,C,"Given [ ? New base=100+28=128 ] Calculation [ ? (28?100/128) ] = [ ? =21.88% ] Answer [ ? 21.88% ] Therefore, the required decrease is 21.88%.",,
PCT-CP-005:PCT-QL-044:24786,PCT-CP-005,Medium,PCT-QL-044,Narrative,Population,Count/Partition output,"If 25% people in a village are literate and 450 people are illiterate, find the total population.",600 + 1,600 - 1,-600,600,D,"Given [ ? Known part=75% ] Calculation [ ? (450?100/75) ] = [ ? =600 ] Answer [ ? 600 ] Accordingly, the total is 600.",,
