"questionId","qlId","canonicalProblem","taskKind","language","renderedStem","stemFamilyId","stemId","sourceFile","libraryFile","templateFile","archetypeId","selectionPath","fallbackUsage","provenanceStatus","templatePattern","approvedAssetUsedForWording","normalLanguagePipelineUsed"
"CSV-001-0034","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 75% of the workers equals 1,500 workers. Determine 50% of the same workers.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0035","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 75% of the employees is 3,750 employees, what is 50% of the same employees?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0036","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 80% of the books equals 8,000 books, find 30% of the same books.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0037","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 30% of the trees equals 60 trees. What is 80% of the same trees?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0038","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 30% of the families is 120 families. Find 80% of the same families.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0039","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 30% of the animals equals 300 animals. Determine 80% of the same animals.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0040","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 80% of the inventory is 1,600 items, what is 30% of the same inventory?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0041","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 99% of the distance equals 4,950 km, find 75% of the same distance.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0042","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 99% of the area equals 9,900 sq m. What is 75% of the same area?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0044","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 0.5% of the volume equals 2.5 litres. Determine 0.5% of the same volume.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0045","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 99% of the production is 990 units, what is 99% of the same production?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0046","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 20% of the population equals 400 people, find 25% of the same population.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0047","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 20% of the marks equals 100 marks. What is 25% of the same marks?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0048","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 20% of a number is 200. Find 25% of that number.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0049","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 25% of the monthly salary equals ₹25,000. Determine 20% of the same monthly salary.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0050","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 25% of the annual income is ₹62,500, what is 20% of the same annual income?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0051","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 37.5% of the annual profit equals ₹18,768.75, find 12.5% of the same annual profit.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0052","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 12.5% of the expenses equals ₹6,256.25. What is 37.5% of the same expenses?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0053","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 12.5% of the bonus is ₹12,500. Find 37.5% of the same bonus.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0054","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 12.5% of the commission equals ₹18,750. Determine 37.5% of the same commission.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0055","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 37.5% of the savings is ₹18,750, what is 12.5% of the same savings?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0056","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 100% of the revenue equals ₹50,050, find 1% of the same revenue.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0057","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 100% of the students equals 1,000 students. What is 1% of the same students?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0058","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 100% of the workers is 2,000 workers. Find 100% of the same workers.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0059","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 100% of the employees equals 5,000 employees. Determine 100% of the same employees.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0060","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 100% of the books is 10,000 books, what is 100% of the same books?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0061","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 25% of the trees equals 50 trees, find 50% of the same trees.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0062","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 25% of the families equals 100 families. What is 50% of the same families?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
"CSV-001-0063","PCT-QL-217","PCT-CP-002","percentOfKnownNumber","en","The value corresponding to 25% of the animals is 250 animals. Find 50% of the same animals.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-217 -> questionFor() inline template -> CSV export","YES","FALLBACK","VALUE_CORRESPONDING_FIND","false","false"
"CSV-001-0064","PCT-QL-317","PCT-CP-002","percentOfKnownNumber","en","The question states that 50% of the inventory equals 1,000 items. Determine 25% of the same inventory.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-317","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-317 -> questionFor() inline template -> CSV export","YES","FALLBACK","QUESTION_STATES_DETERMINE","false","false"
"CSV-001-0065","PCT-QL-417","PCT-CP-002","percentOfKnownNumber","en","Given that 50% of the distance is 2,500 km, what is 25% of the same distance?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-417","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-417 -> questionFor() inline template -> CSV export","YES","FALLBACK","GIVEN_THAT_WHAT_IS","false","false"
"CSV-001-0066","PCT-QL-017","PCT-CP-002","percentOfKnownNumber","en","If 45% of the area equals 4,500 sq m, find 15% of the same area.","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-017","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-017 -> questionFor() inline template -> CSV export","YES","FALLBACK","IF_EQUALS_FIND","false","false"
"CSV-001-0067","PCT-QL-117","PCT-CP-002","percentOfKnownNumber","en","We know that 25% of the weight equals 50 kg. What is 62.5% of the same weight?","CSV-001-INLINE-CONTEXTUAL-PILOT","CSV-001-INLINE-PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json (consulted for metadata, not wording)","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/eev2/percent-of-known-number/qualification/csv-pilot.ts:236","PCT-001","questions.csv -> CSV-001 pilotCase() -> qlId PCT-QL-117 -> questionFor() inline template -> CSV export","YES","FALLBACK","WE_KNOW_WHAT_IS","false","false"
