question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"Express 29/5 as a mixed fraction.","5 4/5","Easy","QL-012","ES-002","CP-002"
"Convert 46/10 into a mixed fraction.","4 3/5","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 2 5/11 into improper form.","27/11","Medium","QL-020","ES-002","CP-002"
"Convert the given fraction 40/8 into mixed form.","5","Medium","QL-019","ES-002","CP-002"
"Express 25/9 as a mixed fraction.","2 7/9","Easy","QL-012","ES-002","CP-002"
"Convert 18/6 into a mixed fraction.","3","Easy","QL-011","ES-002","CP-002"
"Write 6 4/6 in improper fraction form.","20/3","Easy","QL-016","ES-002","CP-002"
"Write 6 2/11 in improper fraction form.","68/11","Medium","QL-016","ES-002","CP-002"
"Change 34/6 into a mixed number.","5 2/3","Hard","QL-017","ES-002","CP-002"
"Change 8 5/10 into an improper fraction.","17/2","Medium","QL-018","ES-002","CP-002"
"Change 52/4 into a mixed number.","13","Easy","QL-017","ES-002","CP-002"
"Express 55/3 as a mixed fraction.","18 1/3","Medium","QL-012","ES-002","CP-002"
"Write 46/10 in mixed fraction form.","4 3/5","Easy","QL-013","ES-002","CP-002"
"Convert 4 5/12 into an improper fraction.","53/12","Medium","QL-014","ES-002","CP-002"
"Write 56/8 in mixed fraction form.","7","Easy","QL-013","ES-002","CP-002"
"Change 6 2/6 into an improper fraction.","19/3","Easy","QL-018","ES-002","CP-002"
"Convert the given fraction 18/6 into mixed form.","3","Easy","QL-019","ES-002","CP-002"
"Change 56/8 into a mixed number.","7","Medium","QL-017","ES-002","CP-002"
"Convert the mixed fraction 4 2/8 into improper form.","17/4","Easy","QL-020","ES-002","CP-002"
"Convert the given fraction 54/10 into mixed form.","5 2/5","Easy","QL-019","ES-002","CP-002"
"Write 2 2/6 in improper fraction form.","7/3","Easy","QL-016","ES-002","CP-002"
"Change 20/4 into a mixed number.","5","Medium","QL-017","ES-002","CP-002"
"Convert 8 5/11 into an improper fraction.","93/11","Easy","QL-014","ES-002","CP-002"
"Convert 50/6 into a mixed fraction.","8 1/3","Hard","QL-011","ES-002","CP-002"
"Change 6 2/10 into an improper fraction.","31/5","Easy","QL-018","ES-002","CP-002"
"Convert the given fraction 48/8 into mixed form.","6","Hard","QL-019","ES-002","CP-002"
"Express 49/9 as a mixed fraction.","5 4/9","Medium","QL-012","ES-002","CP-002"
"Write 4 5/10 in improper fraction form.","9/2","Hard","QL-016","ES-002","CP-002"
"Convert 24/8 into a mixed fraction.","3","Hard","QL-011","ES-002","CP-002"
"Convert the mixed fraction 2 1/6 into improper form.","13/6","Medium","QL-020","ES-002","CP-002"
"Write 46/10 in mixed fraction form.","4 3/5","Medium","QL-013","ES-002","CP-002"
"Change 8 4/11 into an improper fraction.","92/11","Medium","QL-018","ES-002","CP-002"
"Express 1 4/7 as an improper fraction.","11/7","Medium","QL-015","ES-002","CP-002"
"Change 6 4/7 into an improper fraction.","46/7","Medium","QL-018","ES-002","CP-002"
"Change 18/6 into a mixed number.","3","Medium","QL-017","ES-002","CP-002"
"Express 49/9 as a mixed fraction.","5 4/9","Medium","QL-012","ES-002","CP-002"
"Write 48/8 in mixed fraction form.","6","Easy","QL-013","ES-002","CP-002"
"Change 54/10 into a mixed number.","5 2/5","Medium","QL-017","ES-002","CP-002"
"Convert 2 1/7 into an improper fraction.","15/7","Medium","QL-014","ES-002","CP-002"
"Change 56/8 into a mixed number.","7","Medium","QL-017","ES-002","CP-002"
"Express 33/9 as a mixed fraction.","3 2/3","Easy","QL-012","ES-002","CP-002"
"Convert 50/6 into a mixed fraction.","8 1/3","Hard","QL-011","ES-002","CP-002"
"Convert 6 2/7 into an improper fraction.","44/7","Easy","QL-014","ES-002","CP-002"
"Convert 28/4 into a mixed fraction.","7","Easy","QL-011","ES-002","CP-002"
"Write 8 2/10 in improper fraction form.","41/5","Medium","QL-016","ES-002","CP-002"
"Write 22/10 in mixed fraction form.","2 1/5","Easy","QL-013","ES-002","CP-002"
"Change 2 3/12 into an improper fraction.","9/4","Easy","QL-018","ES-002","CP-002"
"Change 2 5/11 into an improper fraction.","27/11","Hard","QL-018","ES-002","CP-002"
"Write 38/10 in mixed fraction form.","3 4/5","Easy","QL-013","ES-002","CP-002"
"Change 4 2/8 into an improper fraction.","17/4","Easy","QL-018","ES-002","CP-002"
"Convert the given fraction 32/8 into mixed form.","4","Hard","QL-019","ES-002","CP-002"
"Convert the mixed fraction 6 5/8 into improper form.","53/8","Easy","QL-020","ES-002","CP-002"
"Express 7 1/10 as an improper fraction.","71/10","Hard","QL-015","ES-002","CP-002"
"Express 29/5 as a mixed fraction.","5 4/5","Medium","QL-012","ES-002","CP-002"
"Express 1 5/7 as an improper fraction.","12/7","Easy","QL-015","ES-002","CP-002"
"Express 47/3 as a mixed fraction.","15 2/3","Medium","QL-012","ES-002","CP-002"
"Convert the given fraction 30/10 into mixed form.","3","Easy","QL-019","ES-002","CP-002"
"Convert the given fraction 44/4 into mixed form.","11","Hard","QL-019","ES-002","CP-002"
"Express 29/5 as a mixed fraction.","5 4/5","Easy","QL-012","ES-002","CP-002"
"Convert 42/6 into a mixed fraction.","7","Easy","QL-011","ES-002","CP-002"
"Change 6 3/8 into an improper fraction.","51/8","Easy","QL-018","ES-002","CP-002"
"Express 5 1/11 as an improper fraction.","56/11","Medium","QL-015","ES-002","CP-002"
"Express 25/9 as a mixed fraction.","2 7/9","Medium","QL-012","ES-002","CP-002"
"Convert the given fraction 46/10 into mixed form.","4 3/5","Hard","QL-019","ES-002","CP-002"
"Convert 2 2/6 into an improper fraction.","7/3","Hard","QL-014","ES-002","CP-002"
"Write 52/4 in mixed fraction form.","13","Easy","QL-013","ES-002","CP-002"
"Express 37/5 as a mixed fraction.","7 2/5","Medium","QL-012","ES-002","CP-002"
"Write 54/10 in mixed fraction form.","5 2/5","Hard","QL-013","ES-002","CP-002"
"Convert the mixed fraction 2 1/8 into improper form.","17/8","Easy","QL-020","ES-002","CP-002"
"Convert 56/8 into a mixed fraction.","7","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 4 5/9 into improper form.","41/9","Medium","QL-020","ES-002","CP-002"
"Change 50/6 into a mixed number.","8 1/3","Easy","QL-017","ES-002","CP-002"
"Write 6 4/7 in improper fraction form.","46/7","Easy","QL-016","ES-002","CP-002"
"Express 1 2/9 as an improper fraction.","11/9","Medium","QL-015","ES-002","CP-002"
"Convert 8 4/6 into an improper fraction.","26/3","Easy","QL-014","ES-002","CP-002"
"Convert the given fraction 22/10 into mixed form.","2 1/5","Easy","QL-019","ES-002","CP-002"
"Change 2 5/10 into an improper fraction.","5/2","Hard","QL-018","ES-002","CP-002"
"Express 41/9 as a mixed fraction.","4 5/9","Medium","QL-012","ES-002","CP-002"
"Convert the given fraction 48/8 into mixed form.","6","Medium","QL-019","ES-002","CP-002"
"Convert 2 4/6 into an improper fraction.","8/3","Easy","QL-014","ES-002","CP-002"
"Change 46/10 into a mixed number.","4 3/5","Easy","QL-017","ES-002","CP-002"
"Write 8 1/6 in improper fraction form.","49/6","Medium","QL-016","ES-002","CP-002"
"Write 20/4 in mixed fraction form.","5","Medium","QL-013","ES-002","CP-002"
"Change 6 4/10 into an improper fraction.","32/5","Easy","QL-018","ES-002","CP-002"
"Write 18/6 in mixed fraction form.","3","Easy","QL-013","ES-002","CP-002"
"Convert 4 3/6 into an improper fraction.","9/2","Easy","QL-014","ES-002","CP-002"
"Change 56/8 into a mixed number.","7","Medium","QL-017","ES-002","CP-002"
"Convert 24/8 into a mixed fraction.","3","Medium","QL-011","ES-002","CP-002"
"Express 49/9 as a mixed fraction.","5 4/9","Hard","QL-012","ES-002","CP-002"
"Convert 54/10 into a mixed fraction.","5 2/5","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 2 1/11 into improper form.","23/11","Easy","QL-020","ES-002","CP-002"
"Express 1 4/12 as an improper fraction.","4/3","Easy","QL-015","ES-002","CP-002"
"Write 8 2/12 in improper fraction form.","49/6","Hard","QL-016","ES-002","CP-002"
"Express 7 5/8 as an improper fraction.","61/8","Easy","QL-015","ES-002","CP-002"
"Convert the mixed fraction 6 5/10 into improper form.","13/2","Medium","QL-020","ES-002","CP-002"
"Write 48/8 in mixed fraction form.","6","Easy","QL-013","ES-002","CP-002"
"Write 4 3/12 in improper fraction form.","17/4","Medium","QL-016","ES-002","CP-002"
"Convert 6 3/12 into an improper fraction.","25/4","Medium","QL-014","ES-002","CP-002"
"Convert the given fraction 50/6 into mixed form.","8 1/3","Hard","QL-019","ES-002","CP-002"
"Write 8 1/6 in improper fraction form.","49/6","Medium","QL-016","ES-002","CP-002"
"Express 1 3/11 as an improper fraction.","14/11","Easy","QL-015","ES-002","CP-002"
"Express 39/3 as a mixed fraction.","13","Hard","QL-012","ES-002","CP-002"
"Change 46/10 into a mixed number.","4 3/5","Easy","QL-017","ES-002","CP-002"
"Change 4 5/12 into an improper fraction.","53/12","Medium","QL-018","ES-002","CP-002"
"Convert the given fraction 40/8 into mixed form.","5","Easy","QL-019","ES-002","CP-002"
"Convert 6 1/12 into an improper fraction.","73/12","Medium","QL-014","ES-002","CP-002"
"Write 50/6 in mixed fraction form.","8 1/3","Medium","QL-013","ES-002","CP-002"
"Write 50/6 in mixed fraction form.","8 1/3","Easy","QL-013","ES-002","CP-002"
"Write 6 3/8 in improper fraction form.","51/8","Medium","QL-016","ES-002","CP-002"
"Express 1 1/10 as an improper fraction.","11/10","Easy","QL-015","ES-002","CP-002"
"Change 8 4/9 into an improper fraction.","76/9","Medium","QL-018","ES-002","CP-002"
"Write 46/10 in mixed fraction form.","4 3/5","Medium","QL-013","ES-002","CP-002"
"Convert the mixed fraction 2 3/9 into improper form.","7/3","Easy","QL-020","ES-002","CP-002"
"Convert 40/8 into a mixed fraction.","5","Medium","QL-011","ES-002","CP-002"
"Convert 4 5/8 into an improper fraction.","37/8","Medium","QL-014","ES-002","CP-002"
"Change 18/6 into a mixed number.","3","Medium","QL-017","ES-002","CP-002"
"Convert the mixed fraction 6 3/10 into improper form.","63/10","Easy","QL-020","ES-002","CP-002"
"Express 21/5 as a mixed fraction.","4 1/5","Easy","QL-012","ES-002","CP-002"
"Convert 28/4 into a mixed fraction.","7","Hard","QL-011","ES-002","CP-002"
"Write 6 3/10 in improper fraction form.","63/10","Hard","QL-016","ES-002","CP-002"
"Write 50/6 in mixed fraction form.","8 1/3","Easy","QL-013","ES-002","CP-002"
"Write 4 5/12 in improper fraction form.","53/12","Easy","QL-016","ES-002","CP-002"
"Change 56/8 into a mixed number.","7","Easy","QL-017","ES-002","CP-002"
"Express 55/3 as a mixed fraction.","18 1/3","Medium","QL-012","ES-002","CP-002"
"Write 22/10 in mixed fraction form.","2 1/5","Easy","QL-013","ES-002","CP-002"
"Express 53/5 as a mixed fraction.","10 3/5","Medium","QL-012","ES-002","CP-002"
"Convert 28/4 into a mixed fraction.","7","Easy","QL-011","ES-002","CP-002"
"Convert the given fraction 52/4 into mixed form.","13","Easy","QL-019","ES-002","CP-002"
"Write 8 3/10 in improper fraction form.","83/10","Medium","QL-016","ES-002","CP-002"
"Write 50/6 in mixed fraction form.","8 1/3","Easy","QL-013","ES-002","CP-002"
"Convert 6 1/7 into an improper fraction.","43/7","Easy","QL-014","ES-002","CP-002"
"Express 5 4/11 as an improper fraction.","59/11","Medium","QL-015","ES-002","CP-002"
"Express 33/9 as a mixed fraction.","3 2/3","Medium","QL-012","ES-002","CP-002"
"Change 38/10 into a mixed number.","3 4/5","Easy","QL-017","ES-002","CP-002"
"Convert the mixed fraction 2 1/10 into improper form.","21/10","Easy","QL-020","ES-002","CP-002"
"Convert 44/4 into a mixed fraction.","11","Hard","QL-011","ES-002","CP-002"
"Change 8 5/8 into an improper fraction.","69/8","Medium","QL-018","ES-002","CP-002"
"Change 2 3/10 into an improper fraction.","23/10","Medium","QL-018","ES-002","CP-002"
"Convert the given fraction 38/10 into mixed form.","3 4/5","Medium","QL-019","ES-002","CP-002"
"Convert the mixed fraction 4 2/12 into improper form.","25/6","Medium","QL-020","ES-002","CP-002"
"Change 32/8 into a mixed number.","4","Easy","QL-017","ES-002","CP-002"
"Express 27/7 as a mixed fraction.","3 6/7","Medium","QL-012","ES-002","CP-002"
"Convert 50/6 into a mixed fraction.","8 1/3","Easy","QL-011","ES-002","CP-002"
"Convert the mixed fraction 8 1/8 into improper form.","65/8","Medium","QL-020","ES-002","CP-002"
"Convert 20/4 into a mixed fraction.","5","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 2 3/6 into improper form.","5/2","Easy","QL-020","ES-002","CP-002"
"Express 3 3/9 as an improper fraction.","10/3","Medium","QL-015","ES-002","CP-002"
"Express 3 1/10 as an improper fraction.","31/10","Medium","QL-015","ES-002","CP-002"
"Convert 2 4/9 into an improper fraction.","22/9","Medium","QL-014","ES-002","CP-002"
"Convert 24/8 into a mixed fraction.","3","Hard","QL-011","ES-002","CP-002"
"Change 4 1/9 into an improper fraction.","37/9","Easy","QL-018","ES-002","CP-002"
"Convert the given fraction 34/6 into mixed form.","5 2/3","Easy","QL-019","ES-002","CP-002"
"Convert the mixed fraction 6 5/6 into improper form.","41/6","Medium","QL-020","ES-002","CP-002"
"Express 1 4/8 as an improper fraction.","3/2","Easy","QL-015","ES-002","CP-002"
"Express 21/5 as a mixed fraction.","4 1/5","Medium","QL-012","ES-002","CP-002"
"Convert 54/10 into a mixed fraction.","5 2/5","Easy","QL-011","ES-002","CP-002"
"Change 2 2/9 into an improper fraction.","20/9","Easy","QL-018","ES-002","CP-002"
"Convert 4 3/9 into an improper fraction.","13/3","Hard","QL-014","ES-002","CP-002"
"Write 24/8 in mixed fraction form.","3","Easy","QL-013","ES-002","CP-002"
"Convert 2 4/12 into an improper fraction.","7/3","Easy","QL-014","ES-002","CP-002"
"Convert the given fraction 30/10 into mixed form.","3","Hard","QL-019","ES-002","CP-002"
"Change 8 2/10 into an improper fraction.","41/5","Hard","QL-018","ES-002","CP-002"
"Change 36/4 into a mixed number.","9","Easy","QL-017","ES-002","CP-002"
"Change 6 2/7 into an improper fraction.","44/7","Medium","QL-018","ES-002","CP-002"
"Write 26/6 in mixed fraction form.","4 1/3","Medium","QL-013","ES-002","CP-002"
"Convert 4 3/11 into an improper fraction.","47/11","Medium","QL-014","ES-002","CP-002"
"Convert 48/8 into a mixed fraction.","6","Easy","QL-011","ES-002","CP-002"
"Change 8 5/11 into an improper fraction.","93/11","Easy","QL-018","ES-002","CP-002"
"Express 1 5/7 as an improper fraction.","12/7","Easy","QL-015","ES-002","CP-002"
"Change 6 4/10 into an improper fraction.","32/5","Easy","QL-018","ES-002","CP-002"
"Change 34/6 into a mixed number.","5 2/3","Easy","QL-017","ES-002","CP-002"
"Write 4 1/10 in improper fraction form.","41/10","Medium","QL-016","ES-002","CP-002"
"Convert 24/8 into a mixed fraction.","3","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 2 2/6 into improper form.","7/3","Easy","QL-020","ES-002","CP-002"
"Write 22/10 in mixed fraction form.","2 1/5","Easy","QL-013","ES-002","CP-002"
"Convert the mixed fraction 8 5/8 into improper form.","69/8","Easy","QL-020","ES-002","CP-002"
"Convert the given fraction 52/4 into mixed form.","13","Hard","QL-019","ES-002","CP-002"
"Convert 26/6 into a mixed fraction.","4 1/3","Medium","QL-011","ES-002","CP-002"
"Convert 6 2/10 into an improper fraction.","31/5","Hard","QL-014","ES-002","CP-002"
"Convert 44/4 into a mixed fraction.","11","Hard","QL-011","ES-002","CP-002"
"Write 8 2/6 in improper fraction form.","25/3","Easy","QL-016","ES-002","CP-002"
"Change 30/10 into a mixed number.","3","Easy","QL-017","ES-002","CP-002"
"Convert 2 2/10 into an improper fraction.","11/5","Easy","QL-014","ES-002","CP-002"
"Change 32/8 into a mixed number.","4","Medium","QL-017","ES-002","CP-002"
"Express 49/9 as a mixed fraction.","5 4/9","Easy","QL-012","ES-002","CP-002"
"Convert the given fraction 34/6 into mixed form.","5 2/3","Hard","QL-019","ES-002","CP-002"
"Express 51/7 as a mixed fraction.","7 2/7","Hard","QL-012","ES-002","CP-002"
"Write 2 2/12 in improper fraction form.","13/6","Medium","QL-016","ES-002","CP-002"
"Write 46/10 in mixed fraction form.","4 3/5","Medium","QL-013","ES-002","CP-002"
"Change 4 1/6 into an improper fraction.","25/6","Easy","QL-018","ES-002","CP-002"
"Express 5 5/6 as an improper fraction.","35/6","Medium","QL-015","ES-002","CP-002"
"Change 6 2/9 into an improper fraction.","56/9","Medium","QL-018","ES-002","CP-002"
"Convert the given fraction 34/6 into mixed form.","5 2/3","Hard","QL-019","ES-002","CP-002"
"Express 53/5 as a mixed fraction.","10 3/5","Easy","QL-012","ES-002","CP-002"
"Write 28/4 in mixed fraction form.","7","Easy","QL-013","ES-002","CP-002"
"Express 55/3 as a mixed fraction.","18 1/3","Medium","QL-012","ES-002","CP-002"
"Write 22/10 in mixed fraction form.","2 1/5","Hard","QL-013","ES-002","CP-002"
"Change 36/4 into a mixed number.","9","Medium","QL-017","ES-002","CP-002"
"Convert 8 5/7 into an improper fraction.","61/7","Easy","QL-014","ES-002","CP-002"
"Convert 26/6 into a mixed fraction.","4 1/3","Medium","QL-011","ES-002","CP-002"
"Change 6 2/6 into an improper fraction.","19/3","Medium","QL-018","ES-002","CP-002"
"Change 56/8 into a mixed number.","7","Easy","QL-017","ES-002","CP-002"
"Convert the mixed fraction 4 3/8 into improper form.","35/8","Medium","QL-020","ES-002","CP-002"
"Convert the given fraction 54/10 into mixed form.","5 2/5","Medium","QL-019","ES-002","CP-002"
"Write 2 2/9 in improper fraction form.","20/9","Medium","QL-016","ES-002","CP-002"
"Write 36/4 in mixed fraction form.","9","Easy","QL-013","ES-002","CP-002"
"Convert 8 3/11 into an improper fraction.","91/11","Medium","QL-014","ES-002","CP-002"
"Convert 4 1/11 into an improper fraction.","45/11","Hard","QL-014","ES-002","CP-002"
"Change 24/8 into a mixed number.","3","Easy","QL-017","ES-002","CP-002"
"Write 2 5/12 in improper fraction form.","29/12","Medium","QL-016","ES-002","CP-002"
"Write 22/10 in mixed fraction form.","2 1/5","Hard","QL-013","ES-002","CP-002"
"Change 8 3/10 into an improper fraction.","83/10","Easy","QL-018","ES-002","CP-002"
"Change 44/4 into a mixed number.","11","Medium","QL-017","ES-002","CP-002"
"Change 6 5/9 into an improper fraction.","59/9","Hard","QL-018","ES-002","CP-002"
"Express 7 3/8 as an improper fraction.","59/8","Medium","QL-015","ES-002","CP-002"
"Express 17/9 as a mixed fraction.","1 8/9","Medium","QL-012","ES-002","CP-002"
"Write 32/8 in mixed fraction form.","4","Medium","QL-013","ES-002","CP-002"
"Change 46/10 into a mixed number.","4 3/5","Medium","QL-017","ES-002","CP-002"
"Write 2 2/12 in improper fraction form.","13/6","Easy","QL-016","ES-002","CP-002"
"Express 5 3/9 as an improper fraction.","16/3","Easy","QL-015","ES-002","CP-002"
"Convert 4 5/10 into an improper fraction.","9/2","Easy","QL-014","ES-002","CP-002"
"Write 18/6 in mixed fraction form.","3","Easy","QL-013","ES-002","CP-002"
"Write 6 4/7 in improper fraction form.","46/7","Medium","QL-016","ES-002","CP-002"
"Express 1 1/11 as an improper fraction.","12/11","Medium","QL-015","ES-002","CP-002"
"Change 8 2/8 into an improper fraction.","33/4","Medium","QL-018","ES-002","CP-002"
"Convert the given fraction 22/10 into mixed form.","2 1/5","Hard","QL-019","ES-002","CP-002"
"Write 2 4/6 in improper fraction form.","8/3","Medium","QL-016","ES-002","CP-002"
"Change 6 2/7 into an improper fraction.","44/7","Easy","QL-018","ES-002","CP-002"
"Change 26/6 into a mixed number.","4 1/3","Medium","QL-017","ES-002","CP-002"
"Write 8 2/12 in improper fraction form.","49/6","Easy","QL-016","ES-002","CP-002"
"Change 20/4 into a mixed number.","5","Easy","QL-017","ES-002","CP-002"
"Convert 2 4/7 into an improper fraction.","18/7","Easy","QL-014","ES-002","CP-002"
"Express 3 3/11 as an improper fraction.","36/11","Easy","QL-015","ES-002","CP-002"
"Write 4 3/9 in improper fraction form.","13/3","Hard","QL-016","ES-002","CP-002"
"Write 48/8 in mixed fraction form.","6","Medium","QL-013","ES-002","CP-002"
"Convert the mixed fraction 6 2/12 into improper form.","37/6","Hard","QL-020","ES-002","CP-002"
"Express 7 5/11 as an improper fraction.","82/11","Hard","QL-015","ES-002","CP-002"
"Convert 40/8 into a mixed fraction.","5","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 4 1/7 into improper form.","29/7","Easy","QL-020","ES-002","CP-002"
"Write 46/10 in mixed fraction form.","4 3/5","Hard","QL-013","ES-002","CP-002"
"Express 39/3 as a mixed fraction.","13","Medium","QL-012","ES-002","CP-002"
"Convert 44/4 into a mixed fraction.","11","Medium","QL-011","ES-002","CP-002"
"Convert 8 5/8 into an improper fraction.","69/8","Medium","QL-014","ES-002","CP-002"
"Convert the given fraction 34/6 into mixed form.","5 2/3","Easy","QL-019","ES-002","CP-002"
"Convert the mixed fraction 6 3/8 into improper form.","51/8","Medium","QL-020","ES-002","CP-002"
"Express 5 3/11 as an improper fraction.","58/11","Easy","QL-015","ES-002","CP-002"
"Convert 4 4/11 into an improper fraction.","48/11","Medium","QL-014","ES-002","CP-002"
"Express 53/5 as a mixed fraction.","10 3/5","Easy","QL-012","ES-002","CP-002"
"Convert the given fraction 36/4 into mixed form.","9","Hard","QL-019","ES-002","CP-002"
"Convert 6 5/7 into an improper fraction.","47/7","Medium","QL-014","ES-002","CP-002"
"Convert the given fraction 34/6 into mixed form.","5 2/3","Medium","QL-019","ES-002","CP-002"
"Change 4 1/9 into an improper fraction.","37/9","Easy","QL-018","ES-002","CP-002"
"Express 5 3/11 as an improper fraction.","58/11","Hard","QL-015","ES-002","CP-002"
"Convert the mixed fraction 2 5/10 into improper form.","5/2","Medium","QL-020","ES-002","CP-002"
"Write 22/10 in mixed fraction form.","2 1/5","Medium","QL-013","ES-002","CP-002"
"Change 8 3/11 into an improper fraction.","91/11","Easy","QL-018","ES-002","CP-002"
"Change 28/4 into a mixed number.","7","Medium","QL-017","ES-002","CP-002"
"Write 26/6 in mixed fraction form.","4 1/3","Medium","QL-013","ES-002","CP-002"
"Express 51/7 as a mixed fraction.","7 2/7","Medium","QL-012","ES-002","CP-002"
"Convert 44/4 into a mixed fraction.","11","Easy","QL-011","ES-002","CP-002"
"Write 8 5/10 in improper fraction form.","17/2","Medium","QL-016","ES-002","CP-002"
"Convert the given fraction 30/10 into mixed form.","3","Easy","QL-019","ES-002","CP-002"
"Write 2 2/12 in improper fraction form.","13/6","Medium","QL-016","ES-002","CP-002"
"Change 32/8 into a mixed number.","4","Hard","QL-017","ES-002","CP-002"
"Write 4 1/6 in improper fraction form.","25/6","Easy","QL-016","ES-002","CP-002"
"Convert 26/6 into a mixed fraction.","4 1/3","Medium","QL-011","ES-002","CP-002"
"Express 27/7 as a mixed fraction.","3 6/7","Easy","QL-012","ES-002","CP-002"
"Evaluate and find the result:\n    4/5 - 11/6","-31/30","Easy","QL-049","ES-003","CP-003"
"The simplified result of the following expression is:\n    7/4 + 10/9 + 17/2","409/36","Easy","QL-050","ES-003","CP-003"
"Solve 44/9 / 15/16.","704/135","Medium","QL-025","ES-003","CP-003"
"On simplifying 11/9 x 20 x 22/23, we get:","4840/207","Hard","QL-040","ES-003","CP-003"
"Find the result of 6/5 - 2.","-4/5","Medium","QL-035","ES-003","CP-003"
"What is the value of 17/3 x 8/11 x 23/15?","3128/495","Easy","QL-036","ES-003","CP-003"
"The simplified value of 35/3 + 3/5 equals:","184/15","Hard","QL-041","ES-003","CP-003"
"Simplify the expression (2/17 + 31/10) x 13/8 / 7/4.","7111/2380","Medium","QL-026","ES-003","CP-003"
"Evaluate the given expression: 7/5 / 39/22.","154/195","Hard","QL-027","ES-003","CP-003"
"Simplify the expression 5/6 / 17/11 / 41/15.","275/1394","Hard","QL-026","ES-003","CP-003"
"Simplify the expression 7/3 + 24/11 + 31/4.","1619/132","Medium","QL-026","ES-003","CP-003"
"What is obtained after simplifying 16/17 + 17/12?","481/204","Easy","QL-043","ES-003","CP-003"
"Find the value obtained from:\n    5/21 / 17/7 / 4/3","5/68","Easy","QL-048","ES-003","CP-003"
"Evaluate the fraction expression 47/8 / 6/5.","235/48","Easy","QL-033","ES-003","CP-003"
"Find the answer to 33/8 / 5/8 / 22/17.","51/10","Medium","QL-042","ES-003","CP-003"
"Calculate the value of 7/11 x 25/18.","175/198","Medium","QL-029","ES-003","CP-003"
"Evaluate the decimal expression 47/20 x 29/13 x 1.","1363/260","Easy","QL-034","ES-003","CP-003"
"Simplify the following and choose the correct answer:\n    (1/4 + 4/3) x 13/22 / 31/6","247/1364","Easy","QL-047","ES-003","CP-003"
"Simplify and find the value of (1/3 + 18/7) x 43/7 / 25/23.","60329/3675","Medium","QL-032","ES-003","CP-003"
"Determine the result of 4/11 + 13/3.","155/33","Hard","QL-045","ES-003","CP-003"
"Find the result of (3 + 2/9) x 11/10 / 10.","319/900","Easy","QL-035","ES-003","CP-003"
"The value of the following expression is:\n    29/14 / 11/7 / 18/23","667/396","Hard","QL-046","ES-003","CP-003"
"Solve 3/10 - 21/17.","-159/170","Easy","QL-025","ES-003","CP-003"
"On simplifying 22/21 x 2/7 x 11/4, we get:","121/147","Medium","QL-040","ES-003","CP-003"
"Simplify (3/2 + 42/23) x 13/2 / 31/9.","17901/2852","Medium","QL-021","ES-003","CP-003"
"Simplify and find the value of 19/15 + 6 + 1/3.","38/5","Medium","QL-032","ES-003","CP-003"
"The simplified value of 1/2 / 23/17 equals:","17/46","Medium","QL-041","ES-003","CP-003"
"Work out 2 - 41/22 - 23/20.","-223/220","Hard","QL-030","ES-003","CP-003"
"Evaluate the given expression: (19/11 + 3/2) x 27/8 / 3.","639/176","Medium","QL-027","ES-003","CP-003"
"Work out 20/7 / 2/23 / 9/4.","920/63","Hard","QL-030","ES-003","CP-003"
"Evaluate 13/4 x 1/3 x 37/22.","481/264","Hard","QL-022","ES-003","CP-003"
"Find the result of 7/11 x 16/3.","112/33","Hard","QL-035","ES-003","CP-003"
"Work out (13/2 + 7/3) x 2/11 / 31/4.","212/1023","Medium","QL-030","ES-003","CP-003"
"Find the final value of 30/19 x 16.","480/19","Hard","QL-031","ES-003","CP-003"
"Simplify and find the value of (37/16 + 19/9) x 48/7 / 30/23.","2093/90","Medium","QL-032","ES-003","CP-003"
"Evaluate and find the result:\n    23/5 + 41/12","481/60","Easy","QL-049","ES-003","CP-003"
"Compute the value of (7/23 + 9/4) x 43/9 / 25/2.","2021/2070","Hard","QL-044","ES-003","CP-003"
"Determine the result of (7/2 + 46/15) x 1 / 35/24.","788/175","Medium","QL-045","ES-003","CP-003"
"The value of the following expression is:\n    47/23 x 29/16 x 11/14","14993/5152","Easy","QL-046","ES-003","CP-003"
"Find the final value of 22/17 / 5/3.","66/85","Easy","QL-031","ES-003","CP-003"
"Simplify the following and choose the correct answer:\n    1/3 - 13/4","-35/12","Easy","QL-047","ES-003","CP-003"
"What is the value of 8/5 - 14/13 - 43/11?","-2421/715","Medium","QL-036","ES-003","CP-003"
"Find the final value of 38/5 x 3/4.","57/10","Easy","QL-031","ES-003","CP-003"
"The simplified result of the following expression is:\n    (5 + 44/19) x 1/3 / 33/5","695/1881","Hard","QL-050","ES-003","CP-003"
"Evaluate the fraction expression 27/14 - 15/7.","-3/14","Easy","QL-033","ES-003","CP-003"
"The simplified result of the following expression is:\n    14 x 24/19 x 6/17","2016/323","Hard","QL-050","ES-003","CP-003"
"Determine the result of (1 + 20/9) x 38/11 / 1/2.","2204/99","Hard","QL-045","ES-003","CP-003"
"Simplify and find the value of 25/13 x 7/6 x 7/11.","1225/858","Easy","QL-032","ES-003","CP-003"
