export,id,family,correct,distractors,ugly_decimal,large_scale,suggestion
profit-loss-phase1-60,pl_cp_sp_percent|1000|1400|40,profit_loss_discount,40% profit,"[45.0, 35.0, 80.0]",False,False,ok
profit-loss-phase1-60,pl_cp_percent_to_sp|1000|25|-1,profit_loss_discount,₹750,[],False,False,ok
profit-loss-phase1-60,pl_sp_percent_to_cp|1200|10|1,profit_loss_discount,₹1090.91,[],False,False,ok
profit-loss-phase1-60,pl_mp_discount_to_sp|500|30,profit_loss_discount,₹350,[],False,False,ok
profit-loss-phase1-60,pl_mp_sp_discount_percent|1000|750|25,profit_loss_discount,25%,"[25.0, 30.0, 20.0, 50.0]",False,False,ok
profit-loss-phase1-60,pl_cp_mp_discount_to_percent|500|800|25,profit_loss_discount,20% profit,"[25.0, 15.0, 40.0]",False,False,ok
profit-loss-phase1-60,pl_successive_discounts|500|20|25,profit_loss_discount,₹300,[],False,False,ok
profit-loss-phase1-60,pl_mp_for_target_profit|600|12.5|20,profit_loss_discount,₹843.75,[],False,False,ok
profit-loss-phase1-60,pl_equal_sp_profit_loss|600|20|30|500|857.14,profit_loss_discount,11.58% loss,"[16.58, 6.58, 23.16]",False,False,ok
profit-loss-phase1-60,pl_two_article_overall|800|15|300|5|920|285,profit_loss_discount,9.55% profit,"[14.55, 4.55, 19.1]",False,False,ok
profit-loss-polish-50,pl_dual_item_mixed_baseline|5000|10|20|3333.33|1666.67,profit_loss_discount,₹3333.33,[],False,False,ok
profit-loss-polish-50,pl_gst_after_discount|2000|10|12,profit_loss_discount,₹2016,[],False,False,ok
profit-loss-polish-50,pl_mp_for_target_profit|360|15|20,profit_loss_discount,₹517.5,[],False,False,ok
profit-loss-polish-50,pl_partial_inventory_allocation|1|4|25|18,profit_loss_discount,15.67% profit,"[21.5, 43.0, 20.67]",False,False,ok
profit-loss-polish-50,pl_hybrid_promotion_scaling|2|1|10,profit_loss_discount,40%,"[40.0, 43.33, 50.0, 45.0]",False,False,ok
profit-loss-polish-50,pl_sp_difference_two_rates|10|40|450,profit_loss_discount,₹1500,[],False,False,ok
profit-loss-polish-50,pl_cp_mp_discount_to_percent|1500|1875|12.5,profit_loss_discount,9.38% profit,"[14.38, 4.38, 18.76]",False,False,ok
profit-loss-polish-50,pl_same_profit_amount_different_rates|20|40|2|1,profit_loss_discount,2,"[2.0, 1.0, 3.0, 1.6]",False,False,ok
profit-loss-polish-50,pl_target_profit_discount_calibration|40|12,profit_loss_discount,20%,"[20.0, 28.0, 25.0, 15.0]",False,False,ok
profit-loss-polish-50,pl_fractional_value_shift|10|10|400,profit_loss_discount,₹2000,[],False,False,ok
profit-loss-polish-50,pl_cp_percent_to_sp|1000|20|1,profit_loss_discount,₹1200,[],False,False,ok
profit-loss-polish-50,pl_asymmetric_item_equivalence|20|25,profit_loss_discount,20% loss,"[25.0, 5.0, 15.0]",False,False,ok
profit-loss-polish-50,pl_repair_overhead_cost|8000|1500|10450,profit_loss_discount,10% profit,"[30.63, 18.75, 15.0]",False,False,ok
profit-loss-polish-50,pl_required_sp_after_overhead|15000|2000|10,profit_loss_discount,₹18700,[],False,False,ok
profit-loss-polish-50,pl_compound_error_baseline_shift|25|25|937.5,profit_loss_discount,₹3000,[],False,False,ok
profit-loss-polish-50,pl_successive_discounts|900|10|20,profit_loss_discount,₹648,[],False,False,ok
profit-loss-polish-50,pl_markup_discount_triangle|40|20,profit_loss_discount,12% profit,"[20.0, 60.0, 17.0]",False,False,ok
profit-loss-polish-50,pl_multi_condition_inverse_absolute|25|975|10|1350,profit_loss_discount,₹2500,[],False,False,ok
profit-loss-polish-50,pl_sp_percent_to_cp|675|25|-1,profit_loss_discount,₹900,[],False,False,ok
profit-loss-polish-50,pl_sequential_supply_chain|1200|15|10|20,profit_loss_discount,₹1821.6,[],False,False,ok
profit-loss-polish-50,pl_dual_item_identical_sp|800|25|25,profit_loss_discount,6.25% loss,"[25.0, 11.25, 1.25]",False,False,ok
profit-loss-polish-50,pl_mp_sp_discount_percent|1200|720|40,profit_loss_discount,40%,"[40.0, 45.0, 35.0, 80.0]",False,False,ok
profit-loss-polish-50,pl_buy_get_free_discount|4|1,profit_loss_discount,20%,"[20.0, 25.0, 10.0, 15.0]",False,False,ok
profit-loss-polish-50,pl_supply_chain_mixed_profit_loss|20|-10|25,profit_loss_discount,35% profit,"[10.0, 40.0, 30.0]",False,False,ok
profit-loss-polish-50,pl_cashback_coupon_discount|3000|10|400,profit_loss_discount,23.33%,"[23.33, 24.81, 10.0, 28.33]",False,False,ok
profit-loss-polish-50,pl_equal_sp_profit_loss|900|10|10|818.18|1000,profit_loss_discount,1% loss,"[6.0, 4.0, 2.0]",False,False,ok
profit-loss-polish-50,pl_equal_profit_loss_amount|800|900|200|200,profit_loss_discount,"No profit, no loss","[25.0, 22.22, 5.0]",False,False,ok
profit-loss-polish-50,pl_mp_discount_to_sp|900|40,profit_loss_discount,₹540,[],False,False,ok
profit-loss-polish-50,pl_required_sp_after_loss|900|25|10,profit_loss_discount,₹1320,[],False,False,ok
profit-loss-polish-50,pl_loss_recovery_cp_from_difference|15|5|600,profit_loss_discount,₹3000,[],False,False,ok
profit-loss-polish-50,pl_manufacturing_breakdown|1000|3|2|10|15,profit_loss_discount,₹1120,[],False,False,ok
profit-loss-polish-50,pl_dishonest_dealer_dual_fraud|5|5,profit_loss_discount,10.53% profit,"[10.0, 10.25, 15.53]",False,False,ok
profit-loss-polish-50,pl_two_article_overall|800|25|400|10|1000|360,profit_loss_discount,13.33% profit,"[18.33, 8.33, 26.66]",False,False,ok
profit-loss-polish-50,pl_no_profit_no_loss|240|240,profit_loss_discount,"No profit, no loss","[5.0, 10.0, 2.5]",False,False,ok
profit-loss-polish-50,pl_tax_inclusive_back_calc|2800|12,profit_loss_discount,₹2500,[],False,False,ok
profit-loss-polish-50,pl_profit_after_commission_tax|1500|1875|12.5,profit_loss_discount,9.38% profit,"[25.0, 15.63, 14.38]",False,False,ok
profit-loss-polish-50,pl_dishonest_dealer_absolute_hybrid|25|5|1000|800,profit_loss_discount,48.44% profit,"[18.75, 50.0, 53.44]",False,False,ok
profit-loss-polish-50,pl_cp_sp_percent|1000|1200|20,profit_loss_discount,20% profit,"[25.0, 15.0, 40.0]",False,False,ok
profit-loss-polish-50,pl_target_profit_mp_calibration|800|10|10,profit_loss_discount,₹977.78,[],False,False,ok
profit-loss-polish-50,pl_inverse_markup_from_cp_discount_profit|500|10|25,profit_loss_discount,38.89% markup,"[35.0, 33.89, 43.89]",False,False,ok
profit-loss-polish-50,pl_dishonest_dealer_weight_fraud|1000|900|20,profit_loss_discount,33.33% profit,"[10.0, 11.11, 38.33]",False,False,ok
profit-loss-polish-50,pl_inverse_discount_from_cp_mp_profit|1000|1400|10,profit_loss_discount,21.43%,"[21.43, 30.0, 26.43, 16.43]",False,False,ok
profit-loss-polish-50,pl_successive_discount_equivalent|10|10|10,profit_loss_discount,27.1%,"[27.1, 30.0, 10.0, 32.1]",False,False,ok
profit-loss-polish-50,pl_inverse_cp_from_mp_discount_profit|977.78|10|10,profit_loss_discount,₹800,[],False,False,ok
profit-loss-polish-50,pl_mp_sp_discount_percent|720|504|30,profit_loss_discount,30%,"[30.0, 35.0, 25.0, 60.0]",False,False,ok
profit-loss-polish-50,pl_mp_discount_to_sp|720|25,profit_loss_discount,₹540,[],False,False,ok
profit-loss-polish-50,pl_cp_sp_percent|900|810|10,profit_loss_discount,10% loss,"[15.0, 5.0, 20.0]",False,False,ok
profit-loss-polish-50,pl_cp_mp_discount_to_percent|300|420|5,profit_loss_discount,33% profit,"[38.0, 28.0, 66.0]",False,False,ok
profit-loss-polish-50,pl_cp_percent_to_sp|500|15|-1,profit_loss_discount,₹425,[],False,False,ok
profit-loss-polish-50,pl_sp_percent_to_cp|1800|20|1,profit_loss_discount,₹1500,[],False,False,ok
profit-loss-polish-50-visible,pl_dual_item_mixed_baseline|5000|10|20|3333.33|1666.67,profit_loss_discount,₹3333.33,[],False,False,ok
profit-loss-polish-50-visible,pl_gst_after_discount|2000|10|12,profit_loss_discount,₹2016,[],False,False,ok
profit-loss-polish-50-visible,pl_mp_for_target_profit|360|15|20,profit_loss_discount,₹517.5,[],False,False,ok
profit-loss-polish-50-visible,pl_partial_inventory_allocation|1|4|25|18,profit_loss_discount,15.67% profit,"[21.5, 43.0, 20.67]",False,False,ok
profit-loss-polish-50-visible,pl_hybrid_promotion_scaling|2|1|10,profit_loss_discount,40%,"[40.0, 43.33, 50.0, 45.0]",False,False,ok
profit-loss-polish-50-visible,pl_sp_difference_two_rates|10|40|450,profit_loss_discount,₹1500,[],False,False,ok
profit-loss-polish-50-visible,pl_cp_mp_discount_to_percent|1500|1875|12.5,profit_loss_discount,9.38% profit,"[14.38, 4.38, 18.76]",False,False,ok
profit-loss-polish-50-visible,pl_same_profit_amount_different_rates|20|40|2|1,profit_loss_discount,2,"[2.0, 1.0, 3.0, 1.6]",False,False,ok
profit-loss-polish-50-visible,pl_target_profit_discount_calibration|40|12,profit_loss_discount,20%,"[20.0, 28.0, 25.0, 15.0]",False,False,ok
profit-loss-polish-50-visible,pl_fractional_value_shift|10|10|400,profit_loss_discount,₹2000,[],False,False,ok
profit-loss-polish-50-visible,pl_cp_percent_to_sp|1000|20|1,profit_loss_discount,₹1200,[],False,False,ok
profit-loss-polish-50-visible,pl_asymmetric_item_equivalence|20|25,profit_loss_discount,20% loss,"[25.0, 5.0, 15.0]",False,False,ok
profit-loss-polish-50-visible,pl_repair_overhead_cost|8000|1500|10450,profit_loss_discount,10% profit,"[30.63, 18.75, 15.0]",False,False,ok
profit-loss-polish-50-visible,pl_required_sp_after_overhead|15000|2000|10,profit_loss_discount,₹18700,[],False,False,ok
profit-loss-polish-50-visible,pl_compound_error_baseline_shift|25|25|937.5,profit_loss_discount,₹3000,[],False,False,ok
profit-loss-polish-50-visible,pl_successive_discounts|900|10|20,profit_loss_discount,₹648,[],False,False,ok
profit-loss-polish-50-visible,pl_markup_discount_triangle|40|20,profit_loss_discount,12% profit,"[20.0, 60.0, 17.0]",False,False,ok
profit-loss-polish-50-visible,pl_multi_condition_inverse_absolute|25|975|10|1350,profit_loss_discount,₹2500,[],False,False,ok
profit-loss-polish-50-visible,pl_sp_percent_to_cp|675|25|-1,profit_loss_discount,₹900,[],False,False,ok
profit-loss-polish-50-visible,pl_sequential_supply_chain|1200|15|10|20,profit_loss_discount,₹1821.6,[],False,False,ok
profit-loss-polish-50-visible,pl_dual_item_identical_sp|800|25|25,profit_loss_discount,6.25% loss,"[25.0, 11.25, 1.25]",False,False,ok
profit-loss-polish-50-visible,pl_mp_sp_discount_percent|1200|720|40,profit_loss_discount,40%,"[40.0, 45.0, 35.0, 80.0]",False,False,ok
profit-loss-polish-50-visible,pl_buy_get_free_discount|4|1,profit_loss_discount,20%,"[20.0, 25.0, 10.0, 15.0]",False,False,ok
profit-loss-polish-50-visible,pl_supply_chain_mixed_profit_loss|20|-10|25,profit_loss_discount,35% profit,"[10.0, 40.0, 30.0]",False,False,ok
profit-loss-polish-50-visible,pl_cashback_coupon_discount|3000|10|400,profit_loss_discount,23.33%,"[23.33, 24.81, 10.0, 28.33]",False,False,ok
profit-loss-polish-50-visible,pl_equal_sp_profit_loss|900|10|10|818.18|1000,profit_loss_discount,1% loss,"[6.0, 4.0, 2.0]",False,False,ok
profit-loss-polish-50-visible,pl_equal_profit_loss_amount|800|900|200|200,profit_loss_discount,"No profit, no loss","[25.0, 22.22, 5.0]",False,False,ok
profit-loss-polish-50-visible,pl_mp_discount_to_sp|900|40,profit_loss_discount,₹540,[],False,False,ok
profit-loss-polish-50-visible,pl_required_sp_after_loss|900|25|10,profit_loss_discount,₹1320,[],False,False,ok
profit-loss-polish-50-visible,pl_loss_recovery_cp_from_difference|15|5|600,profit_loss_discount,₹3000,[],False,False,ok
profit-loss-polish-50-visible,pl_manufacturing_breakdown|1000|3|2|10|15,profit_loss_discount,₹1120,[],False,False,ok
profit-loss-polish-50-visible,pl_dishonest_dealer_dual_fraud|5|5,profit_loss_discount,10.53% profit,"[10.0, 10.25, 15.53]",False,False,ok
profit-loss-polish-50-visible,pl_two_article_overall|800|25|400|10|1000|360,profit_loss_discount,13.33% profit,"[18.33, 8.33, 26.66]",False,False,ok
profit-loss-polish-50-visible,pl_no_profit_no_loss|240|240,profit_loss_discount,"No profit, no loss","[5.0, 10.0, 2.5]",False,False,ok
profit-loss-polish-50-visible,pl_tax_inclusive_back_calc|2800|12,profit_loss_discount,₹2500,[],False,False,ok
profit-loss-polish-50-visible,pl_profit_after_commission_tax|1500|1875|12.5,profit_loss_discount,9.38% profit,"[25.0, 15.63, 14.38]",False,False,ok
profit-loss-polish-50-visible,pl_dishonest_dealer_absolute_hybrid|25|5|1000|800,profit_loss_discount,48.44% profit,"[18.75, 50.0, 53.44]",False,False,ok
profit-loss-polish-50-visible,pl_cp_sp_percent|1000|1200|20,profit_loss_discount,20% profit,"[25.0, 15.0, 40.0]",False,False,ok
profit-loss-polish-50-visible,pl_target_profit_mp_calibration|800|10|10,profit_loss_discount,₹977.78,[],False,False,ok
profit-loss-polish-50-visible,pl_inverse_markup_from_cp_discount_profit|500|10|25,profit_loss_discount,38.89% markup,"[35.0, 33.89, 43.89]",False,False,ok
profit-loss-polish-50-visible,pl_dishonest_dealer_weight_fraud|1000|900|20,profit_loss_discount,33.33% profit,"[10.0, 11.11, 38.33]",False,False,ok
profit-loss-polish-50-visible,pl_inverse_discount_from_cp_mp_profit|1000|1400|10,profit_loss_discount,21.43%,"[21.43, 30.0, 26.43, 16.43]",False,False,ok
profit-loss-polish-50-visible,pl_successive_discount_equivalent|10|10|10,profit_loss_discount,27.1%,"[27.1, 30.0, 10.0, 32.1]",False,False,ok
profit-loss-polish-50-visible,pl_inverse_cp_from_mp_discount_profit|977.78|10|10,profit_loss_discount,₹800,[],False,False,ok
profit-loss-polish-50-visible,pl_mp_sp_discount_percent|720|504|30,profit_loss_discount,30%,"[30.0, 35.0, 25.0, 60.0]",False,False,ok
profit-loss-polish-50-visible,pl_mp_discount_to_sp|720|25,profit_loss_discount,₹540,[],False,False,ok
profit-loss-polish-50-visible,pl_cp_sp_percent|900|810|10,profit_loss_discount,10% loss,"[15.0, 5.0, 20.0]",False,False,ok
profit-loss-polish-50-visible,pl_cp_mp_discount_to_percent|300|420|5,profit_loss_discount,33% profit,"[38.0, 28.0, 66.0]",False,False,ok
profit-loss-polish-50-visible,pl_cp_percent_to_sp|500|15|-1,profit_loss_discount,₹425,[],False,False,ok
profit-loss-polish-50-visible,pl_sp_percent_to_cp|1800|20|1,profit_loss_discount,₹1500,[],False,False,ok
