packageId,examProfile,cpId,qlId,seed,difficulty,solveMode,stem,optionA,optionB,optionC,optionD,optionE,correctOption,answer,explanation,explanationWordCount,validationValid,mathematicalStatus,editorialStatus,reviewer,notes
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-801,PRB-002:exam-review-v3:PRB-CP-009:5:PRB-QL-801:0,Medium,findUnionProbability,"In a group of 100 candidates, 25 candidates qualified in Quantitative Aptitude, 29 candidates qualified in Reasoning, and 6 candidates meet both conditions. What is the probability that a randomly selected candidate meets at least one condition?",27/50,11/25,12/25,13/25,6/13,C,12/25,"Use n(A ∪ B) = n(A) + n(B) - n(A ∩ B), because the 6 people in both groups would otherwise be counted twice. Required people = 25 + 29 - 6 = 48. Therefore, the required probability is 48/100 = 12/25.",42,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-802,PRB-002:exam-review-v3:PRB-CP-009:6:PRB-QL-802:0,Medium,findIntersectionProbability,"In a group of 90 students, 11 students play both games. What is the probability that a randomly selected student satisfies both conditions?",1/9,2/15,11/90,79/90,11/91,C,11/90,"The intersection means the people who satisfy both cricket and football. The question gives this overlap directly as 11 out of 90. Therefore, the required probability is 11/90.",28,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-803,PRB-002:exam-review-v3:PRB-CP-009:7:PRB-QL-803:0,Medium,findExactlyOneOfTwoEvents,"In a group of 81 candidates, 38 candidates cleared Section A, 33 candidates cleared Section B, and 3 candidates meet both conditions. What is the probability that a randomly selected candidate satisfies exactly one condition?",68/81,16/81,22/27,71/81,65/81,E,65/81,"For exactly one condition, remove the overlap once from each group. Required people = 38 + 33 - 2 × 3 = 65. Therefore, the required probability is 65/81.",29,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-804,PRB-002:exam-review-v3:PRB-CP-009:8:PRB-QL-804:0,Medium,findNeitherEventProbability,"In a group of 51 students, 29 students passed Mathematics, 38 students passed English, and 16 students meet both conditions. What is the probability that a randomly selected student satisfies neither condition?",1,2/3,3/4,1/51,0,E,0,"First find those satisfying at least one condition: 29 + 38 - 16 = 51. People satisfying neither condition = 51 - 51 = 0. Therefore, the required probability is 0/51 = 0.",33,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-809,PRB-002:exam-review-v3:PRB-CP-009:9:PRB-QL-809:0,Medium,findUnionProbability,"In a group of 64 candidates, 30 candidates qualified in Quantitative Aptitude, 27 candidates qualified in Reasoning, and 10 candidates meet both conditions. What is the probability that a randomly selected candidate meets at least one condition?",23/32,3/4,17/64,47/64,57/64,D,47/64,"Use n(A ∪ B) = n(A) + n(B) - n(A ∩ B), because the 10 people in both groups would otherwise be counted twice. Required people = 30 + 27 - 10 = 47. Therefore, the required probability is 47/64.",40,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-807,PRB-002:exam-review-v3:PRB-CP-009:10:PRB-QL-807:0,Hard,findMissingIntersectionOrUnionProbability,"For a group of 70 candidates, P(Section A) = 18/35, P(Section B) = 23/70, and P(Section A or Section B) = 27/35. Find P(Section A and Section B).",0,1/7,1/14,13/14,1/15,C,1/14,"Apply P(A ∪ B) = P(A) + P(B) - P(A ∩ B). In counts, the overlap is 36 + 23 - 54 = 5. Therefore, the required probability is 5/70 = 1/14.",32,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-808,PRB-002:exam-review-v3:PRB-CP-009:11:PRB-QL-808:0,Hard,findMixedEventExpressionProbability,"In a group of 59 students, 37 students passed Mathematics, 21 students passed English, and 10 students meet both conditions. What is the probability that a randomly selected student satisfies exactly one condition?",38/59,21/59,39/59,48/59,37/59,A,38/59,"For exactly one condition, remove the overlap once from each group. Required people = 37 + 21 - 2 × 10 = 38. Therefore, the required probability is 38/59.",29,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-815,PRB-002:exam-review-v3:PRB-CP-009:12:PRB-QL-815:0,Hard,findMissingIntersectionOrUnionProbability,"For a group of 76 candidates, P(Section A) = 23/76, P(Section B) = 6/19, and P(Section A or Section B) = 1/2. Find P(Section A and Section B).",9/77,2/19,5/38,9/76,67/76,D,9/76,"Apply P(A ∪ B) = P(A) + P(B) - P(A ∩ B). In counts, the overlap is 23 + 24 - 38 = 9. Therefore, the required probability is 9/76.",30,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-816,PRB-002:exam-review-v3:PRB-CP-009:13:PRB-QL-816:0,Hard,findMixedEventExpressionProbability,"In a group of 82 students, 19 students passed Mathematics, 19 students passed English, and 6 students meet both conditions. What is the probability that a randomly selected student satisfies exactly one condition?",12/41,16/41,14/41,13/41,28/41,D,13/41,"For exactly one condition, remove the overlap once from each group. Required people = 19 + 19 - 2 × 6 = 26. Therefore, the required probability is 26/82 = 13/41.",31,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
PRB-002,BANKING_MAINS,PRB-CP-009,PRB-QL-823,PRB-002:exam-review-v3:PRB-CP-009:14:PRB-QL-823:0,Hard,findMissingIntersectionOrUnionProbability,"For a group of 99 candidates, P(Section A) = 25/99, P(Section B) = 28/99, and P(Section A or Section B) = 43/99. Find P(Section A and Section B).",1/9,89/99,10/99,1/11,1/10,C,10/99,"Apply P(A ∪ B) = P(A) + P(B) - P(A ∩ B). In counts, the overlap is 25 + 28 - 43 = 10. Therefore, the required probability is 10/99.",30,true,AUTOMATED_PASS,PENDING_HUMAN_REVIEW,,
