Chapter,Question ID,CP,QL ID,Natural Language,Exam Realism,Mathematical Clarity,Context Quality,Diversity,MCQ Readiness,Explanation Alignment,Overall Rating,Editorial Comments
PCT-002,PCT-CP-002:PCT-QL-003:PCT-002:en:461,PCT-CP-002,PCT-QL-003,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:364,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-003:PCT-QL-006:PCT-002:en:132,PCT-CP-003,PCT-QL-006,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-006:PCT-002:en:192,PCT-CP-003,PCT-QL-006,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-020:PCT-002:en:499,PCT-CP-010,PCT-QL-020,4,5,4,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-020:PCT-002:en:419,PCT-CP-010,PCT-QL-020,4,5,4,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-010:PCT-002:en:14,PCT-CP-005,PCT-QL-010,5,5,5,5,4,3,4,PASS,"Reads naturally and feels close to an exam-book stem. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-010:PCT-QL-019:PCT-002:en:429,PCT-CP-010,PCT-QL-019,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-015:PCT-002:en:307,PCT-CP-008,PCT-QL-015,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-010:PCT-002:en:174,PCT-CP-005,PCT-QL-010,5,5,5,5,4,3,4,PASS,"Reads naturally and feels close to an exam-book stem. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-007:PCT-QL-014:PCT-002:en:136,PCT-CP-007,PCT-QL-014,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-001:PCT-QL-001:PCT-002:en:60,PCT-CP-001,PCT-QL-001,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-008:PCT-002:en:53,PCT-CP-004,PCT-QL-008,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-020:PCT-002:en:439,PCT-CP-010,PCT-QL-020,4,5,4,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-019:PCT-002:en:449,PCT-CP-010,PCT-QL-019,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-005:PCT-002:en:442,PCT-CP-003,PCT-QL-005,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-007:PCT-QL-014:PCT-002:en:16,PCT-CP-007,PCT-QL-014,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-019:PCT-002:en:269,PCT-CP-010,PCT-QL-019,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:344,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:284,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-006:PCT-QL-012:PCT-002:en:495,PCT-CP-006,PCT-QL-012,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-008:PCT-002:en:13,PCT-CP-004,PCT-QL-008,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-005:PCT-002:en:322,PCT-CP-003,PCT-QL-005,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-016:PCT-002:en:77,PCT-CP-008,PCT-QL-016,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-016:PCT-002:en:17,PCT-CP-008,PCT-QL-016,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-006:PCT-002:en:492,PCT-CP-003,PCT-QL-006,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-019:PCT-002:en:249,PCT-CP-010,PCT-QL-019,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:324,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-003:PCT-QL-005:PCT-002:en:482,PCT-CP-003,PCT-QL-005,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-005:PCT-002:en:462,PCT-CP-003,PCT-QL-005,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-001:PCT-QL-001:PCT-002:en:40,PCT-CP-001,PCT-QL-001,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-006:PCT-QL-011:PCT-002:en:105,PCT-CP-006,PCT-QL-011,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-008:PCT-002:en:453,PCT-CP-004,PCT-QL-008,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-006:PCT-QL-011:PCT-002:en:245,PCT-CP-006,PCT-QL-011,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-009:PCT-QL-017:PCT-002:en:288,PCT-CP-009,PCT-QL-017,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-009:PCT-QL-017:PCT-002:en:208,PCT-CP-009,PCT-QL-017,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-015:PCT-002:en:387,PCT-CP-008,PCT-QL-015,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-002:PCT-QL-004:PCT-002:en:151,PCT-CP-002,PCT-QL-004,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-007:PCT-QL-014:PCT-002:en:156,PCT-CP-007,PCT-QL-014,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-007:PCT-QL-014:PCT-002:en:196,PCT-CP-007,PCT-QL-014,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-008:PCT-002:en:73,PCT-CP-004,PCT-QL-008,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-015:PCT-002:en:247,PCT-CP-008,PCT-QL-015,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-009:PCT-QL-017:PCT-002:en:268,PCT-CP-009,PCT-QL-017,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:64,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-001:PCT-QL-001:PCT-002:en:460,PCT-CP-001,PCT-QL-001,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-019:PCT-002:en:289,PCT-CP-010,PCT-QL-019,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-008:PCT-002:en:433,PCT-CP-004,PCT-QL-008,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-009:PCT-QL-017:PCT-002:en:248,PCT-CP-009,PCT-QL-017,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-007:PCT-QL-014:PCT-002:en:96,PCT-CP-007,PCT-QL-014,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:204,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-002:PCT-QL-004:PCT-002:en:191,PCT-CP-002,PCT-QL-004,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-001:PCT-QL-002:PCT-002:en:110,PCT-CP-001,PCT-QL-002,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-007:PCT-002:en:183,PCT-CP-004,PCT-QL-007,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-007:PCT-002:en:163,PCT-CP-004,PCT-QL-007,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-009:PCT-QL-017:PCT-002:en:368,PCT-CP-009,PCT-QL-017,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:484,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-003:PCT-QL-005:PCT-002:en:302,PCT-CP-003,PCT-QL-005,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-006:PCT-002:en:472,PCT-CP-003,PCT-QL-006,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-003:PCT-QL-006:PCT-002:en:412,PCT-CP-003,PCT-QL-006,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:224,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:264,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-002:PCT-QL-004:PCT-002:en:171,PCT-CP-002,PCT-QL-004,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-006:PCT-QL-011:PCT-002:en:185,PCT-CP-006,PCT-QL-011,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-004:PCT-QL-008:PCT-002:en:473,PCT-CP-004,PCT-QL-008,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-002:PCT-QL-003:PCT-002:en:21,PCT-CP-002,PCT-QL-003,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-006:PCT-QL-012:PCT-002:en:235,PCT-CP-006,PCT-QL-012,5,5,5,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-009:PCT-QL-017:PCT-002:en:388,PCT-CP-009,PCT-QL-017,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-001:PCT-QL-001:PCT-002:en:440,PCT-CP-001,PCT-QL-001,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-020:PCT-002:en:299,PCT-CP-010,PCT-QL-020,4,5,4,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-020:PCT-002:en:219,PCT-CP-010,PCT-QL-020,4,5,4,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-015:PCT-002:en:467,PCT-CP-008,PCT-QL-015,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-002:PCT-QL-004:PCT-002:en:51,PCT-CP-002,PCT-QL-004,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-016:PCT-002:en:117,PCT-CP-008,PCT-QL-016,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-008:PCT-QL-016:PCT-002:en:177,PCT-CP-008,PCT-QL-016,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-001:PCT-QL-002:PCT-002:en:230,PCT-CP-001,PCT-QL-002,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-005:PCT-QL-009:PCT-002:en:24,PCT-CP-005,PCT-QL-009,3,2,5,2,3,2,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. The stem is usable, but distractor design would be fairly predictable."
PCT-002,PCT-CP-004:PCT-QL-007:PCT-002:en:43,PCT-CP-004,PCT-QL-007,5,5,5,5,5,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-002,PCT-CP-010:PCT-QL-020:PCT-002:en:279,PCT-CP-010,PCT-QL-020,4,5,4,5,5,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-016:PCT-003:en:57,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-003,PCT-CP-008:PCT-QL-016:PCT-003:en:37,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-003,PCT-CP-008:PCT-QL-016:PCT-003:en:97,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-003,PCT-CP-009:PCT-QL-018:PCT-003:en:278,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-007:PCT-003:en:443,PCT-CP-004,PCT-QL-007,5,5,5,5,3,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-015:PCT-003:en:267,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-015:PCT-003:en:207,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:165,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:415,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:446,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:426,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-019:PCT-003:en:309,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-007:PCT-003:en:43,PCT-CP-004,PCT-QL-007,5,5,5,5,3,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-001:PCT-003:en:480,PCT-CP-001,PCT-QL-001,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-002:PCT-QL-004:PCT-003:en:351,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-009:PCT-QL-017:PCT-003:en:208,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-009:PCT-QL-017:PCT-003:en:288,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:55,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-002:PCT-003:en:450,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:145,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:105,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:475,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:386,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:379,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-014:PCT-003:en:136,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-014:PCT-003:en:196,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:35,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:162,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-002:PCT-003:en:50,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:319,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:399,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-002:PCT-QL-004:PCT-003:en:391,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-009:PCT-QL-018:PCT-003:en:258,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-007:PCT-003:en:243,PCT-CP-004,PCT-QL-007,5,5,5,5,3,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:202,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-019:PCT-003:en:369,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-005:PCT-QL-010:PCT-003:en:94,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-001:PCT-003:en:460,PCT-CP-001,PCT-QL-001,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:233,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:253,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-002:PCT-003:en:470,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:142,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-015:PCT-003:en:287,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:455,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:495,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:359,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:245,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-001:PCT-003:en:400,PCT-CP-001,PCT-QL-001,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-015:PCT-003:en:367,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:133,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-009:PCT-QL-018:PCT-003:en:378,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:185,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-019:PCT-003:en:289,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:306,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:366,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-005:PCT-QL-009:PCT-003:en:404,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:225,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-014:PCT-003:en:116,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:246,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-006:PCT-003:en:192,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-006:PCT-003:en:172,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-007:PCT-003:en:463,PCT-CP-004,PCT-QL-007,5,5,5,5,3,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:279,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:73,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:93,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-009:PCT-QL-018:PCT-003:en:358,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-019:PCT-003:en:269,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-005:PCT-QL-009:PCT-003:en:464,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-007:PCT-003:en:63,PCT-CP-004,PCT-QL-007,5,5,5,5,3,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-005:PCT-QL-010:PCT-003:en:34,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:462,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-002:PCT-QL-004:PCT-003:en:71,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
