"questionId","qlId","difficulty","context","explanationText","explanationLines","approval","reviewerNotes","status"
"PCT-CP-002:PCT-QL-117:79677","PCT-QL-117","Easy","income","We can use the known percentage of the income to find the required one. | We know that 10% of the income is 400 income. | Because 10% of the income has 10 equal 1% parts, divide 400 income by 10. | $$1\% = 400\text{ income} \div 10 = 40\text{ income}$$ | The required share is 40% of the income. | Use the 1% value 40 times to get 40% of the income. | $$40\% = 40\text{ income} \times 40 = 1,600\text{ income}$$ | This means the required income count is 1,600 income.","[""We can use the known percentage of the income to find the required one."",""We know that 10% of the income is 400 income."",""Because 10% of the income has 10 equal 1% parts, divide 400 income by 10. | $$1\\% = 400\\text{ income} \\div 10 = 40\\text{ income}$$"",""The required share is 40% of the income."",""Use the 1% value 40 times to get 40% of the income. | $$40\\% = 40\\text{ income} \\times 40 = 1,600\\text{ income}$$"",""This means the required income count is 1,600 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79678","PCT-QL-117","Medium","expenditure","We will first connect the known percentage of the expenditure with the required percentage. | In this question, 40% of the expenditure stands for 300 expenditure. | Because 40% of the expenditure has 40 equal 1% parts, divide 300 expenditure by 40. | $$1\% = 300\text{ expenditure} \div 40 = 7.5\text{ expenditure}$$ | The percentage we still need is 50%. | Because 1% is known, multiply its value by 50 to get 50% of the expenditure. | $$50\% = 7.5\text{ expenditure} \times 50 = 375\text{ expenditure}$$ | So 50% of the expenditure is 375 expenditure.","[""We will first connect the known percentage of the expenditure with the required percentage."",""In this question, 40% of the expenditure stands for 300 expenditure."",""Because 40% of the expenditure has 40 equal 1% parts, divide 300 expenditure by 40. | $$1\\% = 300\\text{ expenditure} \\div 40 = 7.5\\text{ expenditure}$$"",""The percentage we still need is 50%."",""Because 1% is known, multiply its value by 50 to get 50% of the expenditure. | $$50\\% = 7.5\\text{ expenditure} \\times 50 = 375\\text{ expenditure}$$"",""So 50% of the expenditure is 375 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79700","PCT-QL-117","Hard","income","We will first connect the known percentage of the income with the required percentage. | 25% of the income equals 500 income. | Because 25% has 25 equal parts, dividing 500 income by 25 gives 1% of the income. | $$1\% = 500\text{ income} \div 25 = 20\text{ income}$$ | Our target is 30% of the income. | Since 1% is one part, multiply its value by 30 to get 30% of the income. | $$30\% = 20\text{ income} \times 30 = 600\text{ income}$$ | To verify it, use the 1% value 25 times and get 500 income. | $$20\text{ income} \times 25 = 500\text{ income}$$ | So 30% of the income is 600 income.","[""We will first connect the known percentage of the income with the required percentage."",""25% of the income equals 500 income."",""Because 25% has 25 equal parts, dividing 500 income by 25 gives 1% of the income. | $$1\\% = 500\\text{ income} \\div 25 = 20\\text{ income}$$"",""Our target is 30% of the income."",""Since 1% is one part, multiply its value by 30 to get 30% of the income. | $$30\\% = 20\\text{ income} \\times 30 = 600\\text{ income}$$"",""To verify it, use the 1% value 25 times and get 500 income. | $$20\\text{ income} \\times 25 = 500\\text{ income}$$"",""So 30% of the income is 600 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79702","PCT-QL-117","Medium","income","We need to move from one percentage of the income to another. | 40% of the income equals 300 income. | Because 40% of the income has 40 equal 1% parts, divide 300 income by 40. | $$1\% = 300\text{ income} \div 40 = 7.5\text{ income}$$ | Now we need 50% of the income. | Because 1% is known, multiply its value by 50 to get 50% of the income. | $$50\% = 7.5\text{ income} \times 50 = 375\text{ income}$$ | Therefore, 50% of the income represents 375 income.","[""We need to move from one percentage of the income to another."",""40% of the income equals 300 income."",""Because 40% of the income has 40 equal 1% parts, divide 300 income by 40. | $$1\\% = 300\\text{ income} \\div 40 = 7.5\\text{ income}$$"",""Now we need 50% of the income."",""Because 1% is known, multiply its value by 50 to get 50% of the income. | $$50\\% = 7.5\\text{ income} \\times 50 = 375\\text{ income}$$"",""Therefore, 50% of the income represents 375 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79703","PCT-QL-117","Hard","saving","We are working with two percentages of the saving. | Start with the given relation: 10% of the saving is 250 saving. | Because 10% has 10 equal parts, dividing 250 saving by 10 gives 1% of the saving. | $$1\% = 250\text{ saving} \div 10 = 25\text{ saving}$$ | Now turn the 1% value into 60% of the saving. | Since 1% is one part, multiply its value by 60 to get 60% of the saving. | $$60\% = 25\text{ saving} \times 60 = 1,500\text{ saving}$$ | A quick check gives the original 10% value, 250 saving. | $$25\text{ saving} \times 10 = 250\text{ saving}$$ | This means the required saving count is 1,500 saving.","[""We are working with two percentages of the saving."",""Start with the given relation: 10% of the saving is 250 saving."",""Because 10% has 10 equal parts, dividing 250 saving by 10 gives 1% of the saving. | $$1\\% = 250\\text{ saving} \\div 10 = 25\\text{ saving}$$"",""Now turn the 1% value into 60% of the saving."",""Since 1% is one part, multiply its value by 60 to get 60% of the saving. | $$60\\% = 25\\text{ saving} \\times 60 = 1,500\\text{ saving}$$"",""A quick check gives the original 10% value, 250 saving. | $$25\\text{ saving} \\times 10 = 250\\text{ saving}$$"",""This means the required saving count is 1,500 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79706","PCT-QL-117","Hard","salary","We are finding a new percentage of the salary. | In this question, 25% of the salary stands for 100 salary. | Because 25% has 25 equal parts, dividing 100 salary by 25 gives 1% of the salary. | $$1\% = 100\text{ salary} \div 25 = 4\text{ salary}$$ | Next, use the 1% value to find 20% of the salary. | Since 1% is one part, multiply its value by 20 to get 20% of the salary. | $$20\% = 4\text{ salary} \times 20 = 80\text{ salary}$$ | The given relation is recovered when the 1% value is multiplied by 25. | $$4\text{ salary} \times 25 = 100\text{ salary}$$ | Therefore, 20% of the salary represents 80 salary.","[""We are finding a new percentage of the salary."",""In this question, 25% of the salary stands for 100 salary."",""Because 25% has 25 equal parts, dividing 100 salary by 25 gives 1% of the salary. | $$1\\% = 100\\text{ salary} \\div 25 = 4\\text{ salary}$$"",""Next, use the 1% value to find 20% of the salary."",""Since 1% is one part, multiply its value by 20 to get 20% of the salary. | $$20\\% = 4\\text{ salary} \\times 20 = 80\\text{ salary}$$"",""The given relation is recovered when the 1% value is multiplied by 25. | $$4\\text{ salary} \\times 25 = 100\\text{ salary}$$"",""Therefore, 20% of the salary represents 80 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79707","PCT-QL-117","Easy","expenditure","We need to move from one percentage of the expenditure to another. | In this question, 30% of the expenditure stands for 600 expenditure. | Because 30% of the expenditure has 30 equal 1% parts, divide 600 expenditure by 30. | $$1\% = 600\text{ expenditure} \div 30 = 20\text{ expenditure}$$ | The percentage we still need is 25%. | Use the 1% value 25 times to get 25% of the expenditure. | $$25\% = 20\text{ expenditure} \times 25 = 500\text{ expenditure}$$ | So 25% of the expenditure is 500 expenditure.","[""We need to move from one percentage of the expenditure to another."",""In this question, 30% of the expenditure stands for 600 expenditure."",""Because 30% of the expenditure has 30 equal 1% parts, divide 600 expenditure by 30. | $$1\\% = 600\\text{ expenditure} \\div 30 = 20\\text{ expenditure}$$"",""The percentage we still need is 25%."",""Use the 1% value 25 times to get 25% of the expenditure. | $$25\\% = 20\\text{ expenditure} \\times 25 = 500\\text{ expenditure}$$"",""So 25% of the expenditure is 500 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79709","PCT-QL-117","Hard","income","We are working with two percentages of the income. | Start with the given relation: 10% of the income is 400 income. | Because 10% has 10 equal parts, dividing 400 income by 10 gives 1% of the income. | $$1\% = 400\text{ income} \div 10 = 40\text{ income}$$ | Now turn the 1% value into 40% of the income. | Since 1% is one part, multiply its value by 40 to get 40% of the income. | $$40\% = 40\text{ income} \times 40 = 1,600\text{ income}$$ | A quick check gives the original 10% value, 400 income. | $$40\text{ income} \times 10 = 400\text{ income}$$ | This means the required income count is 1,600 income.","[""We are working with two percentages of the income."",""Start with the given relation: 10% of the income is 400 income."",""Because 10% has 10 equal parts, dividing 400 income by 10 gives 1% of the income. | $$1\\% = 400\\text{ income} \\div 10 = 40\\text{ income}$$"",""Now turn the 1% value into 40% of the income."",""Since 1% is one part, multiply its value by 40 to get 40% of the income. | $$40\\% = 40\\text{ income} \\times 40 = 1,600\\text{ income}$$"",""A quick check gives the original 10% value, 400 income. | $$40\\text{ income} \\times 10 = 400\\text{ income}$$"",""This means the required income count is 1,600 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79731","PCT-QL-117","Easy","salary","We know one percentage of the salary and need another. | 600 salary is the value of 60% of the salary. | Because 60% of the salary has 60 equal 1% parts, divide 600 salary by 60. | $$1\% = 600\text{ salary} \div 60 = 10\text{ salary}$$ | The question asks for 25% of the salary. | Use the 1% value 25 times to get 25% of the salary. | $$25\% = 10\text{ salary} \times 25 = 250\text{ salary}$$ | This means the required salary count is 250 salary.","[""We know one percentage of the salary and need another."",""600 salary is the value of 60% of the salary."",""Because 60% of the salary has 60 equal 1% parts, divide 600 salary by 60. | $$1\\% = 600\\text{ salary} \\div 60 = 10\\text{ salary}$$"",""The question asks for 25% of the salary."",""Use the 1% value 25 times to get 25% of the salary. | $$25\\% = 10\\text{ salary} \\times 25 = 250\\text{ salary}$$"",""This means the required salary count is 250 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79732","PCT-QL-117","Medium","expenditure","We are comparing two percentages of the expenditure. | The given information is 25% of the expenditure = 500 expenditure. | Because 25% of the expenditure has 25 equal 1% parts, divide 500 expenditure by 25. | $$1\% = 500\text{ expenditure} \div 25 = 20\text{ expenditure}$$ | Now we need 30% of the expenditure. | Because 1% is known, multiply its value by 30 to get 30% of the expenditure. | $$30\% = 20\text{ expenditure} \times 30 = 600\text{ expenditure}$$ | So 30% of the expenditure is 600 expenditure.","[""We are comparing two percentages of the expenditure."",""The given information is 25% of the expenditure = 500 expenditure."",""Because 25% of the expenditure has 25 equal 1% parts, divide 500 expenditure by 25. | $$1\\% = 500\\text{ expenditure} \\div 25 = 20\\text{ expenditure}$$"",""Now we need 30% of the expenditure."",""Because 1% is known, multiply its value by 30 to get 30% of the expenditure. | $$30\\% = 20\\text{ expenditure} \\times 30 = 600\\text{ expenditure}$$"",""So 30% of the expenditure is 600 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79734","PCT-QL-117","Easy","income","We need to move from one percentage of the income to another. | 40% of the income equals 300 income. | Because 40% of the income has 40 equal 1% parts, divide 300 income by 40. | $$1\% = 300\text{ income} \div 40 = 7.5\text{ income}$$ | Now we need 50% of the income. | Use the 1% value 50 times to get 50% of the income. | $$50\% = 7.5\text{ income} \times 50 = 375\text{ income}$$ | Therefore, 50% of the income represents 375 income.","[""We need to move from one percentage of the income to another."",""40% of the income equals 300 income."",""Because 40% of the income has 40 equal 1% parts, divide 300 income by 40. | $$1\\% = 300\\text{ income} \\div 40 = 7.5\\text{ income}$$"",""Now we need 50% of the income."",""Use the 1% value 50 times to get 50% of the income. | $$50\\% = 7.5\\text{ income} \\times 50 = 375\\text{ income}$$"",""Therefore, 50% of the income represents 375 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79736","PCT-QL-117","Hard","income","We are finding a new percentage of the income. | In this question, 50% of the income stands for 200 income. | Because 50% has 50 equal parts, dividing 200 income by 50 gives 1% of the income. | $$1\% = 200\text{ income} \div 50 = 4\text{ income}$$ | The percentage we still need is 10%. | Since 1% is one part, multiply its value by 10 to get 10% of the income. | $$10\% = 4\text{ income} \times 10 = 40\text{ income}$$ | The given relation is recovered when the 1% value is multiplied by 50. | $$4\text{ income} \times 50 = 200\text{ income}$$ | So 10% of the income is 40 income.","[""We are finding a new percentage of the income."",""In this question, 50% of the income stands for 200 income."",""Because 50% has 50 equal parts, dividing 200 income by 50 gives 1% of the income. | $$1\\% = 200\\text{ income} \\div 50 = 4\\text{ income}$$"",""The percentage we still need is 10%."",""Since 1% is one part, multiply its value by 10 to get 10% of the income. | $$10\\% = 4\\text{ income} \\times 10 = 40\\text{ income}$$"",""The given relation is recovered when the 1% value is multiplied by 50. | $$4\\text{ income} \\times 50 = 200\\text{ income}$$"",""So 10% of the income is 40 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79738","PCT-QL-117","Medium","salary","We will first connect the known percentage of the salary with the required percentage. | 25% of the salary equals 100 salary. | Because 25% of the salary has 25 equal 1% parts, divide 100 salary by 25. | $$1\% = 100\text{ salary} \div 25 = 4\text{ salary}$$ | Our target is 20% of the salary. | Because 1% is known, multiply its value by 20 to get 20% of the salary. | $$20\% = 4\text{ salary} \times 20 = 80\text{ salary}$$ | So 20% of the salary is 80 salary.","[""We will first connect the known percentage of the salary with the required percentage."",""25% of the salary equals 100 salary."",""Because 25% of the salary has 25 equal 1% parts, divide 100 salary by 25. | $$1\\% = 100\\text{ salary} \\div 25 = 4\\text{ salary}$$"",""Our target is 20% of the salary."",""Because 1% is known, multiply its value by 20 to get 20% of the salary. | $$20\\% = 4\\text{ salary} \\times 20 = 80\\text{ salary}$$"",""So 20% of the salary is 80 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79739","PCT-QL-117","Hard","expenditure","We are working with two percentages of the expenditure. | 600 expenditure is the value of 30% of the expenditure. | Because 30% has 30 equal parts, dividing 600 expenditure by 30 gives 1% of the expenditure. | $$1\% = 600\text{ expenditure} \div 30 = 20\text{ expenditure}$$ | The question asks for 25% of the expenditure. | Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\% = 20\text{ expenditure} \times 25 = 500\text{ expenditure}$$ | Check: multiplying the 1% value by 30 returns 600 expenditure. | $$20\text{ expenditure} \times 30 = 600\text{ expenditure}$$ | This means the required expenditure count is 500 expenditure.","[""We are working with two percentages of the expenditure."",""600 expenditure is the value of 30% of the expenditure."",""Because 30% has 30 equal parts, dividing 600 expenditure by 30 gives 1% of the expenditure. | $$1\\% = 600\\text{ expenditure} \\div 30 = 20\\text{ expenditure}$$"",""The question asks for 25% of the expenditure."",""Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\\% = 20\\text{ expenditure} \\times 25 = 500\\text{ expenditure}$$"",""Check: multiplying the 1% value by 30 returns 600 expenditure. | $$20\\text{ expenditure} \\times 30 = 600\\text{ expenditure}$$"",""This means the required expenditure count is 500 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79740","PCT-QL-117","Easy","saving","We are comparing two percentages of the saving. | In this question, 40% of the saving stands for 500 saving. | Because 40% of the saving has 40 equal 1% parts, divide 500 saving by 40. | $$1\% = 500\text{ saving} \div 40 = 12.5\text{ saving}$$ | Next, use the 1% value to find 30% of the saving. | Use the 1% value 30 times to get 30% of the saving. | $$30\% = 12.5\text{ saving} \times 30 = 375\text{ saving}$$ | Therefore, 30% of the saving represents 375 saving.","[""We are comparing two percentages of the saving."",""In this question, 40% of the saving stands for 500 saving."",""Because 40% of the saving has 40 equal 1% parts, divide 500 saving by 40. | $$1\\% = 500\\text{ saving} \\div 40 = 12.5\\text{ saving}$$"",""Next, use the 1% value to find 30% of the saving."",""Use the 1% value 30 times to get 30% of the saving. | $$30\\% = 12.5\\text{ saving} \\times 30 = 375\\text{ saving}$$"",""Therefore, 30% of the saving represents 375 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79762","PCT-QL-117","Medium","expenditure","We are comparing two percentages of the expenditure. | The given information is 50% of the expenditure = 100 expenditure. | Because 50% of the expenditure has 50 equal 1% parts, divide 100 expenditure by 50. | $$1\% = 100\text{ expenditure} \div 50 = 2\text{ expenditure}$$ | Our target is 20% of the expenditure. | Because 1% is known, multiply its value by 20 to get 20% of the expenditure. | $$20\% = 2\text{ expenditure} \times 20 = 40\text{ expenditure}$$ | Therefore, 20% of the expenditure represents 40 expenditure.","[""We are comparing two percentages of the expenditure."",""The given information is 50% of the expenditure = 100 expenditure."",""Because 50% of the expenditure has 50 equal 1% parts, divide 100 expenditure by 50. | $$1\\% = 100\\text{ expenditure} \\div 50 = 2\\text{ expenditure}$$"",""Our target is 20% of the expenditure."",""Because 1% is known, multiply its value by 20 to get 20% of the expenditure. | $$20\\% = 2\\text{ expenditure} \\times 20 = 40\\text{ expenditure}$$"",""Therefore, 20% of the expenditure represents 40 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79763","PCT-QL-117","Hard","income","We can see that both percentage values belong to the income. | 600 income is the value of 60% of the income. | Because 60% has 60 equal parts, dividing 600 income by 60 gives 1% of the income. | $$1\% = 600\text{ income} \div 60 = 10\text{ income}$$ | We can now move from 1% to 25% of the income. | Since 1% is one part, multiply its value by 25 to get 25% of the income. | $$25\% = 10\text{ income} \times 25 = 250\text{ income}$$ | Check: multiplying the 1% value by 60 returns 600 income. | $$10\text{ income} \times 60 = 600\text{ income}$$ | So the share of the income represented by 25% is 250 income.","[""We can see that both percentage values belong to the income."",""600 income is the value of 60% of the income."",""Because 60% has 60 equal parts, dividing 600 income by 60 gives 1% of the income. | $$1\\% = 600\\text{ income} \\div 60 = 10\\text{ income}$$"",""We can now move from 1% to 25% of the income."",""Since 1% is one part, multiply its value by 25 to get 25% of the income. | $$25\\% = 10\\text{ income} \\times 25 = 250\\text{ income}$$"",""Check: multiplying the 1% value by 60 returns 600 income. | $$10\\text{ income} \\times 60 = 600\\text{ income}$$"",""So the share of the income represented by 25% is 250 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79765","PCT-QL-117","Medium","salary","We can see that both percentage values belong to the salary. | Here, 400 salary represents 10% of the salary. | Because 10% of the salary has 10 equal 1% parts, divide 400 salary by 10. | $$1\% = 400\text{ salary} \div 10 = 40\text{ salary}$$ | We can now move from 1% to 40% of the salary. | Because 1% is known, multiply its value by 40 to get 40% of the salary. | $$40\% = 40\text{ salary} \times 40 = 1,600\text{ salary}$$ | This means the required salary count is 1,600 salary.","[""We can see that both percentage values belong to the salary."",""Here, 400 salary represents 10% of the salary."",""Because 10% of the salary has 10 equal 1% parts, divide 400 salary by 10. | $$1\\% = 400\\text{ salary} \\div 10 = 40\\text{ salary}$$"",""We can now move from 1% to 40% of the salary."",""Because 1% is known, multiply its value by 40 to get 40% of the salary. | $$40\\% = 40\\text{ salary} \\times 40 = 1,600\\text{ salary}$$"",""This means the required salary count is 1,600 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79766","PCT-QL-117","Hard","income","We are working with two percentages of the income. | We know that 40% of the income is 300 income. | Because 40% has 40 equal parts, dividing 300 income by 40 gives 1% of the income. | $$1\% = 300\text{ income} \div 40 = 7.5\text{ income}$$ | Now turn the 1% value into 50% of the income. | Since 1% is one part, multiply its value by 50 to get 50% of the income. | $$50\% = 7.5\text{ income} \times 50 = 375\text{ income}$$ | This is consistent because 40 copies of the 1% value make 300 income. | $$7.5\text{ income} \times 40 = 300\text{ income}$$ | So the share of the income represented by 50% is 375 income.","[""We are working with two percentages of the income."",""We know that 40% of the income is 300 income."",""Because 40% has 40 equal parts, dividing 300 income by 40 gives 1% of the income. | $$1\\% = 300\\text{ income} \\div 40 = 7.5\\text{ income}$$"",""Now turn the 1% value into 50% of the income."",""Since 1% is one part, multiply its value by 50 to get 50% of the income. | $$50\\% = 7.5\\text{ income} \\times 50 = 375\\text{ income}$$"",""This is consistent because 40 copies of the 1% value make 300 income. | $$7.5\\text{ income} \\times 40 = 300\\text{ income}$$"",""So the share of the income represented by 50% is 375 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79768","PCT-QL-117","Medium","expenditure","We need to move from one percentage of the expenditure to another. | In this question, 50% of the expenditure stands for 200 expenditure. | Because 50% of the expenditure has 50 equal 1% parts, divide 200 expenditure by 50. | $$1\% = 200\text{ expenditure} \div 50 = 4\text{ expenditure}$$ | The percentage we still need is 10%. | Because 1% is known, multiply its value by 10 to get 10% of the expenditure. | $$10\% = 4\text{ expenditure} \times 10 = 40\text{ expenditure}$$ | So 10% of the expenditure is 40 expenditure.","[""We need to move from one percentage of the expenditure to another."",""In this question, 50% of the expenditure stands for 200 expenditure."",""Because 50% of the expenditure has 50 equal 1% parts, divide 200 expenditure by 50. | $$1\\% = 200\\text{ expenditure} \\div 50 = 4\\text{ expenditure}$$"",""The percentage we still need is 10%."",""Because 1% is known, multiply its value by 10 to get 10% of the expenditure. | $$10\\% = 4\\text{ expenditure} \\times 10 = 40\\text{ expenditure}$$"",""So 10% of the expenditure is 40 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79770","PCT-QL-117","Easy","income","We are finding a new percentage of the income. | The question gives 25% of the income as 100 income. | Because 25% of the income has 25 equal 1% parts, divide 100 income by 25. | $$1\% = 100\text{ income} \div 25 = 4\text{ income}$$ | Next, use the 1% value to find 20% of the income. | Use the 1% value 20 times to get 20% of the income. | $$20\% = 4\text{ income} \times 20 = 80\text{ income}$$ | So 20% of the income is 80 income.","[""We are finding a new percentage of the income."",""The question gives 25% of the income as 100 income."",""Because 25% of the income has 25 equal 1% parts, divide 100 income by 25. | $$1\\% = 100\\text{ income} \\div 25 = 4\\text{ income}$$"",""Next, use the 1% value to find 20% of the income."",""Use the 1% value 20 times to get 20% of the income. | $$20\\% = 4\\text{ income} \\times 20 = 80\\text{ income}$$"",""So 20% of the income is 80 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79771","PCT-QL-117","Medium","expenditure","We will first connect the known percentage of the expenditure with the required percentage. | The question gives 30% of the expenditure as 600 expenditure. | Because 30% of the expenditure has 30 equal 1% parts, divide 600 expenditure by 30. | $$1\% = 600\text{ expenditure} \div 30 = 20\text{ expenditure}$$ | Next, use the 1% value to find 25% of the expenditure. | Because 1% is known, multiply its value by 25 to get 25% of the expenditure. | $$25\% = 20\text{ expenditure} \times 25 = 500\text{ expenditure}$$ | So 25% of the expenditure is 500 expenditure.","[""We will first connect the known percentage of the expenditure with the required percentage."",""The question gives 30% of the expenditure as 600 expenditure."",""Because 30% of the expenditure has 30 equal 1% parts, divide 600 expenditure by 30. | $$1\\% = 600\\text{ expenditure} \\div 30 = 20\\text{ expenditure}$$"",""Next, use the 1% value to find 25% of the expenditure."",""Because 1% is known, multiply its value by 25 to get 25% of the expenditure. | $$25\\% = 20\\text{ expenditure} \\times 25 = 500\\text{ expenditure}$$"",""So 25% of the expenditure is 500 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79794","PCT-QL-117","Easy","saving","We know one percentage of the saving and need another. | 100 saving is the value of 25% of the saving. | Because 25% of the saving has 25 equal 1% parts, divide 100 saving by 25. | $$1\% = 100\text{ saving} \div 25 = 4\text{ saving}$$ | We can now move from 1% to 20% of the saving. | Use the 1% value 20 times to get 20% of the saving. | $$20\% = 4\text{ saving} \times 20 = 80\text{ saving}$$ | So the share of the saving represented by 20% is 80 saving.","[""We know one percentage of the saving and need another."",""100 saving is the value of 25% of the saving."",""Because 25% of the saving has 25 equal 1% parts, divide 100 saving by 25. | $$1\\% = 100\\text{ saving} \\div 25 = 4\\text{ saving}$$"",""We can now move from 1% to 20% of the saving."",""Use the 1% value 20 times to get 20% of the saving. | $$20\\% = 4\\text{ saving} \\times 20 = 80\\text{ saving}$$"",""So the share of the saving represented by 20% is 80 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79795","PCT-QL-117","Medium","salary","We are finding a new percentage of the salary. | The question gives 60% of the salary as 600 salary. | Because 60% of the salary has 60 equal 1% parts, divide 600 salary by 60. | $$1\% = 600\text{ salary} \div 60 = 10\text{ salary}$$ | Next, use the 1% value to find 25% of the salary. | Because 1% is known, multiply its value by 25 to get 25% of the salary. | $$25\% = 10\text{ salary} \times 25 = 250\text{ salary}$$ | So 25% of the salary is 250 salary.","[""We are finding a new percentage of the salary."",""The question gives 60% of the salary as 600 salary."",""Because 60% of the salary has 60 equal 1% parts, divide 600 salary by 60. | $$1\\% = 600\\text{ salary} \\div 60 = 10\\text{ salary}$$"",""Next, use the 1% value to find 25% of the salary."",""Because 1% is known, multiply its value by 25 to get 25% of the salary. | $$25\\% = 10\\text{ salary} \\times 25 = 250\\text{ salary}$$"",""So 25% of the salary is 250 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79797","PCT-QL-117","Easy","salary","We are working with two percentages of the salary. | We know that 10% of the salary is 400 salary. | Because 10% of the salary has 10 equal 1% parts, divide 400 salary by 10. | $$1\% = 400\text{ salary} \div 10 = 40\text{ salary}$$ | Now turn the 1% value into 40% of the salary. | Use the 1% value 40 times to get 40% of the salary. | $$40\% = 40\text{ salary} \times 40 = 1,600\text{ salary}$$ | So the share of the salary represented by 40% is 1,600 salary.","[""We are working with two percentages of the salary."",""We know that 10% of the salary is 400 salary."",""Because 10% of the salary has 10 equal 1% parts, divide 400 salary by 10. | $$1\\% = 400\\text{ salary} \\div 10 = 40\\text{ salary}$$"",""Now turn the 1% value into 40% of the salary."",""Use the 1% value 40 times to get 40% of the salary. | $$40\\% = 40\\text{ salary} \\times 40 = 1,600\\text{ salary}$$"",""So the share of the salary represented by 40% is 1,600 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79798","PCT-QL-117","Medium","expenditure","We are working with two percentages of the expenditure. | 300 expenditure is the value of 15% of the expenditure. | Because 15% of the expenditure has 15 equal 1% parts, divide 300 expenditure by 15. | $$1\% = 300\text{ expenditure} \div 15 = 20\text{ expenditure}$$ | The question asks for 50% of the expenditure. | Because 1% is known, multiply its value by 50 to get 50% of the expenditure. | $$50\% = 20\text{ expenditure} \times 50 = 1,000\text{ expenditure}$$ | This means the required expenditure count is 1,000 expenditure.","[""We are working with two percentages of the expenditure."",""300 expenditure is the value of 15% of the expenditure."",""Because 15% of the expenditure has 15 equal 1% parts, divide 300 expenditure by 15. | $$1\\% = 300\\text{ expenditure} \\div 15 = 20\\text{ expenditure}$$"",""The question asks for 50% of the expenditure."",""Because 1% is known, multiply its value by 50 to get 50% of the expenditure. | $$50\\% = 20\\text{ expenditure} \\times 50 = 1,000\\text{ expenditure}$$"",""This means the required expenditure count is 1,000 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-117:79800","PCT-QL-117","Easy","income","We need to move from one percentage of the income to another. | The given information is 50% of the income = 200 income. | Because 50% of the income has 50 equal 1% parts, divide 200 income by 50. | $$1\% = 200\text{ income} \div 50 = 4\text{ income}$$ | Our target is 10% of the income. | Use the 1% value 10 times to get 10% of the income. | $$10\% = 4\text{ income} \times 10 = 40\text{ income}$$ | Therefore, 10% of the income represents 40 income.","[""We need to move from one percentage of the income to another."",""The given information is 50% of the income = 200 income."",""Because 50% of the income has 50 equal 1% parts, divide 200 income by 50. | $$1\\% = 200\\text{ income} \\div 50 = 4\\text{ income}$$"",""Our target is 10% of the income."",""Use the 1% value 10 times to get 10% of the income. | $$10\\% = 4\\text{ income} \\times 10 = 40\\text{ income}$$"",""Therefore, 10% of the income represents 40 income.""]","","","PENDING_REVIEW"
