"questionId","canonicalProblem","taskKind","qlId","language","stemFamilyId","stemId","sourceFile","libraryFile","archetypeId","selectionPath","renderedQuestion","fallbackUsage","provenanceStatus"
"PCT-CP-002:PCT-QL-117:79675","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 60% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79677","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79678","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79700","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 500, find 30% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79702","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79703","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 250, find 60% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79706","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79707","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 30% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79709","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79731","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 60% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79732","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 500, find 30% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79734","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79736","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 50% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79738","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79739","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 30% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79740","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 500, find 30% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79762","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 50% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79763","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 60% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79765","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79766","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 40% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79768","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 50% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79770","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79771","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 30% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79794","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79795","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 60% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79797","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79798","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 15% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79800","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 50% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79802","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 80% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79826","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 25% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79827","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 30% of a number is 600, find 25% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-117:79829","PCT-CP-002","percentOfKnownNumber","PCT-QL-117","en","PCT-CP-002:families:PCT-QL-117","PCT-QL-117","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-117 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","In a competitive exam setup, if 10% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25175","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 250, find 60% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25176","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 25% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25177","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25178","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25181","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25182","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 25% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25184","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25206","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 50% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25208","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 200, find 10% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25209","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 30% of a number is 150, find 15% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25210","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 40% of a number is 100, find 20% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25212","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 50% of a number is 500, find 30% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25214","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 25% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25237","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 20% of a number is 400, find 40% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25238","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 50% of a number is 300, find 50% of that number.","NO","APPROVED"
"PCT-CP-002:PCT-QL-217:25240","PCT-CP-002","percentOfKnownNumber","PCT-QL-217","en","PCT-CP-002:families:PCT-QL-217","PCT-QL-217","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/question-language.en.json","artifacts/api-server/src/quant-v4/topics/Arithmetic/subtopics/Percentage/PCT-001/library.ts","PCT-001","generatePct001Parameters -> PCT-CP-002 -> PCT-QL-217 -> getQuestionEntry(question-language.en.json) -> renderTemplate -> CSV","If 80% of a number is 200, find 10% of that number.","NO","APPROVED"
