archetypeId,canonicalProblemId,questionId,difficultyBand,questionLanguageId,stem,answer,explanationStyleId,n,expression,zeroCount,base,exponent,numberA,numberB
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:180,Easy,QL-011,Calculate the trailing zeros in 255! / (105! x 76!).,20,ES-002,,255! / (105! x 76!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:181,Easy,QL-008,How many trailing zeros are present in 156! / 148!?,3,ES-002,,156! / 148!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:182,Medium,QL-032,"When simplified, how many zeros will appear at the end of 212! / (55! x 56!)?",25,ES-002,,212! / (55! x 56!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:183,Easy,QL-010,Find the number of terminal zeros in 67!.,15,ES-002,,67!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:184,Hard,QL-007,Find the number of trailing zeros in 359! / (209! x 98!).,15,ES-002,,359! / (209! x 98!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:185,Easy,QL-031,Evaluate the number of trailing zeros in the expression 65!.,15,ES-002,,65!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:186,Hard,QL-009,Determine the trailing-zero count of 409! / (339! x 120!).,-10,ES-002,,409! / (339! x 120!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:187,Medium,QL-033,Find the terminal-zero count of 93!.,21,ES-002,,93!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:188,Easy,QL-011,Calculate the trailing zeros in 265! / (149! x 102!).,6,ES-002,,265! / (149! x 102!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:189,Medium,QL-008,How many trailing zeros are present in 140! / 132!?,2,ES-002,,140! / 132!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:190,Medium,QL-010,Find the number of terminal zeros in 96! / 90!.,1,ES-002,,96! / 90!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:191,Easy,QL-032,"When simplified, how many zeros will appear at the end of 242! / 70!?",42,ES-002,,242! / 70!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:192,Hard,QL-008,How many trailing zeros are present in 67!?,15,ES-002,,67!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:193,Hard,QL-011,Calculate the trailing zeros in 208! / (49! x 30!).,33,ES-002,,208! / (49! x 30!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:194,Medium,QL-033,Find the terminal-zero count of 123!.,28,ES-002,,123!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:195,Medium,QL-009,Determine the trailing-zero count of 222! / 82!.,34,ES-002,,222! / 82!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:196,Easy,QL-031,Evaluate the number of trailing zeros in the expression 92! / 88!.,1,ES-002,,92! / 88!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:197,Easy,QL-007,Find the number of trailing zeros in 276! / (45! x 56!).,45,ES-002,,276! / (45! x 56!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:198,Medium,QL-010,Find the number of terminal zeros in 408! / 301!.,26,ES-002,,408! / 301!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:199,Easy,QL-032,"When simplified, how many zeros will appear at the end of 198! / 62!?",33,ES-002,,198! / 62!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:200,Medium,QL-010,Find the number of terminal zeros in 332! / 251!.,19,ES-002,,332! / 251!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:201,Easy,QL-032,"When simplified, how many zeros will appear at the end of 282! / 142!?",35,ES-002,,282! / 142!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:202,Easy,QL-008,How many trailing zeros are present in 172! / 164!?,2,ES-002,,172! / 164!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:203,Hard,QL-011,Calculate the trailing zeros in 125! / (53! x 84!).,0,ES-002,,125! / (53! x 84!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:204,Medium,QL-033,Find the terminal-zero count of 73!.,16,ES-002,,73!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:205,Easy,QL-009,Determine the trailing-zero count of 137! / (85! x 86!).,-7,ES-002,,137! / (85! x 86!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:206,Easy,QL-031,Evaluate the number of trailing zeros in the expression 386! / 281!.,26,ES-002,,386! / 281!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:207,Easy,QL-007,Find the number of trailing zeros in 138! / 56!.,20,ES-002,,138! / 56!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:208,Hard,QL-010,Find the number of terminal zeros in 53!.,12,ES-002,,53!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:209,Medium,QL-032,"When simplified, how many zeros will appear at the end of 273! / (45! x 76!)?",38,ES-002,,273! / (45! x 76!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:210,Medium,QL-011,Calculate the trailing zeros in 285! / (53! x 74!).,42,ES-002,,285! / (53! x 74!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:211,Easy,QL-008,How many trailing zeros are present in 276! / 268!?,3,ES-002,,276! / 268!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:212,Medium,QL-032,"When simplified, how many zeros will appear at the end of 266! / 118!?",38,ES-002,,266! / 118!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:213,Medium,QL-010,Find the number of terminal zeros in 392! / 371!.,6,ES-002,,392! / 371!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:214,Easy,QL-007,Find the number of trailing zeros in 277! / (99! x 66!).,31,ES-002,,277! / (99! x 66!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:215,Easy,QL-031,Evaluate the number of trailing zeros in the expression 202! / 141!.,15,ES-002,,202! / 141!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:216,Medium,QL-009,Determine the trailing-zero count of 171! / (109! x 50!).,4,ES-002,,171! / (109! x 50!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:217,Easy,QL-033,Find the terminal-zero count of 264! / 262!.,0,ES-002,,264! / 262!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:218,Easy,QL-011,Calculate the trailing zeros in 479! / (429! x 66!).,-3,ES-002,,479! / (429! x 66!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:219,Medium,QL-008,How many trailing zeros are present in 156! / 148!?,3,ES-002,,156! / 148!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:220,Easy,QL-031,Evaluate the number of trailing zeros in the expression 202! / 121!.,21,ES-002,,202! / 121!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:221,Hard,QL-007,Find the number of trailing zeros in 204! / (75! x 56!).,18,ES-002,,204! / (75! x 56!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:222,Medium,QL-033,Find the terminal-zero count of 392! / 341!.,13,ES-002,,392! / 341!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:223,Hard,QL-009,Determine the trailing-zero count of 299! / (89! x 70!).,36,ES-002,,299! / (89! x 70!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:224,Hard,QL-008,How many trailing zeros are present in 282! / 231!?,13,ES-002,,282! / 231!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:225,Easy,QL-011,Calculate the trailing zeros in 144! / (113! x 54!).,-4,ES-002,,144! / (113! x 54!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:226,Easy,QL-010,Find the number of terminal zeros in 136! / 130!.,1,ES-002,,136! / 130!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:227,Hard,QL-032,"When simplified, how many zeros will appear at the end of 357! / (189! x 120!)?",14,ES-002,,357! / (189! x 120!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:228,Medium,QL-031,Evaluate the number of trailing zeros in the expression 92! / 88!.,1,ES-002,,92! / 88!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:229,Easy,QL-007,Find the number of trailing zeros in 142! / 96!.,12,ES-002,,142! / 96!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:230,Easy,QL-032,"When simplified, how many zeros will appear at the end of 389! / (279! x 48!)?",17,ES-002,,389! / (279! x 48!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:231,Medium,QL-010,Find the number of terminal zeros in 280! / 274!.,3,ES-002,,280! / 274!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:232,Easy,QL-011,Calculate the trailing zeros in 290! / 124!.,43,ES-002,,290! / 124!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:233,Hard,QL-008,How many trailing zeros are present in 252! / 244!?,4,ES-002,,252! / 244!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:234,Easy,QL-009,Determine the trailing-zero count of 131! / (43! x 34!).,16,ES-002,,131! / (43! x 34!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:235,Hard,QL-033,Find the terminal-zero count of 212! / 151!.,14,ES-002,,212! / 151!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:236,Easy,QL-007,Find the number of trailing zeros in 151! / (83! x 24!).,14,ES-002,,151! / (83! x 24!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:237,Medium,QL-031,Evaluate the number of trailing zeros in the expression 334! / 241!.,23,ES-002,,334! / 241!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:238,Easy,QL-032,"When simplified, how many zeros will appear at the end of 381! / (259! x 44!)?",22,ES-002,,381! / (259! x 44!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:239,Medium,QL-010,Find the number of terminal zeros in 55!.,13,ES-002,,55!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:240,Easy,QL-033,Find the terminal-zero count of 89!.,20,ES-002,,89!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:241,Hard,QL-009,Determine the trailing-zero count of 290! / (97! x 88!).,29,ES-002,,290! / (97! x 88!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:242,Medium,QL-031,Evaluate the number of trailing zeros in the expression 99!.,22,ES-002,,99!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:243,Easy,QL-007,Find the number of trailing zeros in 286! / (123! x 24!).,38,ES-002,,286! / (123! x 24!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:244,Hard,QL-010,Find the number of terminal zeros in 136! / 130!.,1,ES-002,,136! / 130!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:245,Hard,QL-032,"When simplified, how many zeros will appear at the end of 234! / 110!?",30,ES-002,,234! / 110!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:246,Medium,QL-008,How many trailing zeros are present in 61!?,14,ES-002,,61!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:247,Easy,QL-011,Calculate the trailing zeros in 152! / (115! x 86!).,-10,ES-002,,152! / (115! x 86!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:248,Medium,QL-033,Find the terminal-zero count of 300! / 221!.,21,ES-002,,300! / 221!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:249,Hard,QL-009,Determine the trailing-zero count of 208! / (129! x 60!).,5,ES-002,,208! / (129! x 60!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:250,Easy,QL-007,Find the number of trailing zeros in 194! / (57! x 78!).,15,ES-002,,194! / (57! x 78!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:251,Medium,QL-031,Evaluate the number of trailing zeros in the expression 276! / 272!.,2,ES-002,,276! / 272!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:252,Easy,QL-009,Determine the trailing-zero count of 481! / (309! x 96!).,21,ES-002,,481! / (309! x 96!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:253,Medium,QL-033,Find the terminal-zero count of 404! / 361!.,11,ES-002,,404! / 361!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:254,Easy,QL-011,Calculate the trailing zeros in 282! / 140!.,35,ES-002,,282! / 140!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:255,Easy,QL-008,How many trailing zeros are present in 99!?,22,ES-002,,99!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:256,Medium,QL-032,"When simplified, how many zeros will appear at the end of 232! / (123! x 24!)?",24,ES-002,,232! / (123! x 24!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:257,Easy,QL-010,Find the number of terminal zeros in 264! / 258!.,1,ES-002,,264! / 258!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:258,Medium,QL-007,Find the number of trailing zeros in 363! / (229! x 102!).,9,ES-002,,363! / (229! x 102!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:259,Hard,QL-031,Evaluate the number of trailing zeros in the expression 121!.,28,ES-002,,121!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:260,Medium,QL-008,How many trailing zeros are present in 342! / 311!?,7,ES-002,,342! / 311!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:261,Medium,QL-011,Calculate the trailing zeros in 487! / (429! x 78!).,-4,ES-002,,487! / (429! x 78!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:262,Easy,QL-010,Find the number of terminal zeros in 152! / 146!.,2,ES-002,,152! / 146!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:263,Hard,QL-032,"When simplified, how many zeros will appear at the end of 192! / (127! x 68!)?",0,ES-002,,192! / (127! x 68!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:264,Medium,QL-031,Evaluate the number of trailing zeros in the expression 63!.,14,ES-002,,63!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:265,Easy,QL-007,Find the number of trailing zeros in 158! / 40!.,29,ES-002,,158! / 40!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:266,Medium,QL-033,Find the terminal-zero count of 117!.,27,ES-002,,117!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:267,Medium,QL-009,Determine the trailing-zero count of 82! / 34!.,12,ES-002,,82! / 34!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:268,Easy,QL-008,How many trailing zeros are present in 101!?,24,ES-002,,101!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:269,Medium,QL-011,Calculate the trailing zeros in 417! / (289! x 54!).,20,ES-002,,417! / (289! x 54!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:270,Easy,QL-009,Determine the trailing-zero count of 286! / 130!.,38,ES-002,,286! / 130!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:271,Medium,QL-033,Find the terminal-zero count of 280! / 211!.,18,ES-002,,280! / 211!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:272,Easy,QL-007,Find the number of trailing zeros in 415! / (259! x 54!).,27,ES-002,,415! / (259! x 54!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:273,Easy,QL-031,Evaluate the number of trailing zeros in the expression 244! / 240!.,0,ES-002,,244! / 240!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:274,Easy,QL-032,"When simplified, how many zeros will appear at the end of 315! / (229! x 28!)?",16,ES-002,,315! / (229! x 28!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:275,Easy,QL-010,Find the number of terminal zeros in 216! / 210!.,1,ES-002,,216! / 210!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:276,Hard,QL-011,Calculate the trailing zeros in 246! / 116!.,32,ES-002,,246! / 116!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:277,Easy,QL-008,How many trailing zeros are present in 95!?,22,ES-002,,95!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:278,Hard,QL-009,Determine the trailing-zero count of 178! / 98!.,21,ES-002,,178! / 98!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:279,Medium,QL-033,Find the terminal-zero count of 236! / 171!.,16,ES-002,,236! / 171!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:280,Hard,QL-010,Find the number of terminal zeros in 55!.,13,ES-002,,55!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:281,Easy,QL-032,"When simplified, how many zeros will appear at the end of 205! / (49! x 60!)?",26,ES-002,,205! / (49! x 60!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:282,Easy,QL-008,How many trailing zeros are present in 105!?,25,ES-002,,105!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:283,Medium,QL-011,Calculate the trailing zeros in 425! / (339! x 62!).,9,ES-002,,425! / (339! x 62!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:284,Hard,QL-033,Find the terminal-zero count of 144! / 142!.,0,ES-002,,144! / 142!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:285,Hard,QL-009,Determine the trailing-zero count of 186! / 122!.,17,ES-002,,186! / 122!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:286,Medium,QL-031,Evaluate the number of trailing zeros in the expression 100! / 96!.,2,ES-002,,100! / 96!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:287,Medium,QL-007,Find the number of trailing zeros in 254! / (109! x 70!).,21,ES-002,,254! / (109! x 70!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:288,Medium,QL-010,Find the number of terminal zeros in 248! / 242!.,1,ES-002,,248! / 242!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:289,Easy,QL-032,"When simplified, how many zeros will appear at the end of 271! / (51! x 22!)?",50,ES-002,,271! / (51! x 22!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:290,Easy,QL-011,Calculate the trailing zeros in 178! / 52!.,31,ES-002,,178! / 52!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:291,Medium,QL-008,How many trailing zeros are present in 236! / 228!?,2,ES-002,,236! / 228!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:292,Medium,QL-032,"When simplified, how many zeros will appear at the end of 413! / (279! x 72!)?",17,ES-002,,413! / (279! x 72!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:293,Easy,QL-010,Find the number of terminal zeros in 112! / 106!.,1,ES-002,,112! / 106!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:294,Easy,QL-007,Find the number of trailing zeros in 475! / (339! x 106!).,10,ES-002,,475! / (339! x 106!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:295,Medium,QL-031,Evaluate the number of trailing zeros in the expression 99!.,22,ES-002,,99!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:296,Hard,QL-009,Determine the trailing-zero count of 302! / 122!.,46,ES-002,,302! / 122!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:297,Medium,QL-033,Find the terminal-zero count of 264! / 171!.,23,ES-002,,264! / 171!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:298,Easy,QL-011,Calculate the trailing zeros in 190! / 36!.,38,ES-002,,190! / 36!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:299,Easy,QL-008,How many trailing zeros are present in 410! / 341!?,18,ES-002,,410! / 341!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:300,Medium,QL-032,"When simplified, how many zeros will appear at the end of 190! / 110!?",20,ES-002,,190! / 110!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:301,Easy,QL-010,Find the number of terminal zeros in 376! / 331!.,12,ES-002,,376! / 331!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:302,Hard,QL-011,Calculate the trailing zeros in 391! / (299! x 78!).,6,ES-002,,391! / (299! x 78!),,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:303,Easy,QL-008,How many trailing zeros are present in 260! / 252!?,2,ES-002,,260! / 252!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:304,Medium,QL-009,Determine the trailing-zero count of 366! / 146!.,54,ES-002,,366! / 146!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:305,Medium,QL-033,Find the terminal-zero count of 280! / 278!.,1,ES-002,,280! / 278!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:306,Hard,QL-007,Find the number of trailing zeros in 346! / 128!.,53,ES-002,,346! / 128!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:307,Medium,QL-031,Evaluate the number of trailing zeros in the expression 89!.,20,ES-002,,89!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:308,Easy,QL-032,"When simplified, how many zeros will appear at the end of 174! / 102!?",17,ES-002,,174! / 102!,,,,,
NS-TRAIL-001,CP-002,NS-TRAIL-001:CP-002:ns-trail-001-human-review-repair:CP-002:309,Easy,QL-010,Find the number of terminal zeros in 224! / 141!.,19,ES-002,,224! / 141!,,,,,
