question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Easy,QL-035,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Hard,QL-008,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Easy,QL-034,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Hard,QL-008,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Easy,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
"Find the number of values in 5, 6, 7 that are co-prime with 12.",2,Hard,QL-010,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Easy,QL-008,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Hard,QL-007,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Easy,QL-010,ES-002,CP-002
"Find the number of values in 5, 6, 7 that are co-prime with 12.",2,Medium,QL-010,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Easy,QL-007,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-033,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Medium,QL-008,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Medium,QL-007,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Medium,QL-035,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Hard,QL-008,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Easy,QL-035,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Hard,QL-007,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-009,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Easy,QL-007,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Medium,QL-034,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Medium,QL-034,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Medium,QL-010,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Hard,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Medium,QL-034,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-033,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-033,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-033,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Medium,QL-010,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Medium,QL-007,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Easy,QL-033,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Medium,QL-008,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Medium,QL-008,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Easy,QL-007,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Medium,QL-035,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-009,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Medium,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Hard,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Hard,QL-009,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Medium,QL-007,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Hard,QL-035,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Easy,QL-007,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Medium,QL-008,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Hard,QL-009,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Medium,QL-007,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Hard,QL-008,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Hard,QL-008,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-033,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-033,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Medium,QL-008,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Medium,QL-010,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-009,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Easy,QL-035,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Easy,QL-009,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Easy,QL-007,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Easy,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Easy,QL-034,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Easy,QL-007,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Medium,QL-034,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Easy,QL-035,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Easy,QL-033,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Medium,QL-008,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-009,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-033,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Easy,QL-034,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Medium,QL-010,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Medium,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Hard,QL-035,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Easy,QL-007,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Medium,QL-035,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Medium,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Easy,QL-034,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Medium,QL-034,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Hard,QL-010,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Medium,QL-008,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-033,ES-002,CP-002
"Find the number of values in 5, 6, 7 that are co-prime with 12.",2,Easy,QL-010,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Hard,QL-033,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Easy,QL-034,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Easy,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Hard,QL-034,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Hard,QL-010,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Medium,QL-008,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Medium,QL-035,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Easy,QL-007,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Hard,QL-009,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Easy,QL-007,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Easy,QL-035,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Medium,QL-034,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Hard,QL-034,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Medium,QL-035,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Easy,QL-007,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Hard,QL-035,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Medium,QL-034,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Easy,QL-007,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Medium,QL-035,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Easy,QL-008,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Medium,QL-007,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-009,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Hard,QL-010,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-009,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-009,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Easy,QL-010,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Medium,QL-008,ES-002,CP-002
"How many elements of 5, 6, 7 have HCF 1 with 12?",2,Hard,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Hard,QL-034,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Medium,QL-007,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Medium,QL-034,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Medium,QL-034,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Easy,QL-034,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Hard,QL-009,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Easy,QL-008,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Hard,QL-034,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Easy,QL-007,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-033,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-009,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Medium,QL-008,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Medium,QL-035,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-033,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-009,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Easy,QL-007,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Hard,QL-034,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Hard,QL-034,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Easy,QL-008,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Medium,QL-007,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Hard,QL-034,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Medium,QL-034,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Hard,QL-034,ES-002,CP-002
Count the values that share no common factor other than 1 with 18.,3,Hard,QL-034,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Easy,QL-007,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Hard,QL-008,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Medium,QL-035,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Medium,QL-007,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Easy,QL-008,ES-002,CP-002
"Find the number of values in 5, 6, 7 that are co-prime with 12.",2,Easy,QL-010,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Medium,QL-035,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Hard,QL-007,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Hard,QL-008,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Easy,QL-034,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Easy,QL-035,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Easy,QL-007,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Easy,QL-007,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Medium,QL-007,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Hard,QL-033,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-009,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Medium,QL-034,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Medium,QL-007,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Hard,QL-007,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Easy,QL-007,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Hard,QL-007,ES-002,CP-002
"Count the numbers that are relatively prime to 18 in the list 5, 6, 7, 12, 25.",3,Medium,QL-008,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Medium,QL-035,ES-002,CP-002
"How many numbers in the list 7, 8, 9, 11, 12, 13, 14, 25 are co-prime with 30?",3,Medium,QL-007,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Easy,QL-034,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Easy,QL-034,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Hard,QL-008,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Easy,QL-010,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-033,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Easy,QL-010,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-033,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Medium,QL-033,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-009,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Hard,QL-035,ES-002,CP-002
"Find the number of values in 5, 6, 7 that are co-prime with 12.",2,Medium,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 30.,3,Medium,QL-034,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Medium,QL-010,ES-002,CP-002
"Count the numbers that are relatively prime to 12 in the list 5, 6, 7.",2,Easy,QL-008,ES-002,CP-002
"Find the number of values in 7, 8, 9, 11, 12, 13, 14, 25 that are co-prime with 30.",3,Easy,QL-010,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Easy,QL-035,ES-002,CP-002
"How many numbers in 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Hard,QL-033,ES-002,CP-002
"Count the numbers that are relatively prime to 30 in the list 7, 8, 9, 11, 12, 13, 14, 25.",3,Hard,QL-008,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
"How many elements of 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Easy,QL-009,ES-002,CP-002
"How many numbers in 7, 8, 9, 11, 12, 13, 14, 25 have HCF 1 with 30?",3,Medium,QL-033,ES-002,CP-002
Find the number of elements relatively prime to 12.,2,Easy,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 30.,3,Medium,QL-035,ES-002,CP-002
Find the number of elements relatively prime to 18.,3,Hard,QL-035,ES-002,CP-002
"How many numbers in 5, 6, 7 have HCF 1 with 12?",2,Easy,QL-033,ES-002,CP-002
"Find the number of values in 5, 6, 7, 12, 25 that are co-prime with 18.",3,Medium,QL-010,ES-002,CP-002
Count the values that share no common factor other than 1 with 12.,2,Medium,QL-034,ES-002,CP-002
"How many elements of 5, 6, 7, 12, 25 have HCF 1 with 18?",3,Easy,QL-009,ES-002,CP-002
"How many numbers in the list 5, 6, 7 are co-prime with 12?",2,Easy,QL-007,ES-002,CP-002
"How many numbers in the list 5, 6, 7, 12, 25 are co-prime with 18?",3,Medium,QL-007,ES-002,CP-002
Find the missing number so that it is co-prime with 17.,20,Easy,QL-015,ES-003,CP-003
Which of the following forms a co-prime pair with 45?,28,Hard,QL-014,ES-003,CP-003
Find the missing number so that it is co-prime with 45.,28,Medium,QL-015,ES-003,CP-003
Which number is co-prime with 45?,28,Hard,QL-011,ES-003,CP-003
Find the value that is relatively prime to 12.,25,Medium,QL-012,ES-003,CP-003
Find the value that is relatively prime to 17.,20,Easy,QL-012,ES-003,CP-003
Which of the following forms a co-prime pair with 17?,20,Medium,QL-014,ES-003,CP-003
Select the number whose HCF with 12 is 1.,25,Medium,QL-013,ES-003,CP-003
Select the number whose HCF with 17 is 1.,20,Hard,QL-013,ES-003,CP-003
Which of the following forms a co-prime pair with 17?,20,Hard,QL-014,ES-003,CP-003
Select the number whose HCF with 12 is 1.,25,Easy,QL-013,ES-003,CP-003
Select the number whose HCF with 17 is 1.,20,Easy,QL-013,ES-003,CP-003
Which number is co-prime with 45?,28,Hard,QL-011,ES-003,CP-003
Which of the following forms a co-prime pair with 17?,20,Hard,QL-014,ES-003,CP-003
Find the value that is relatively prime to 12.,25,Medium,QL-012,ES-003,CP-003
Find the missing number so that it is co-prime with 17.,20,Medium,QL-015,ES-003,CP-003
Which number is co-prime with 12?,25,Medium,QL-011,ES-003,CP-003
Select the number whose HCF with 45 is 1.,28,Easy,QL-013,ES-003,CP-003
Which of the following forms a co-prime pair with 12?,25,Hard,QL-014,ES-003,CP-003
Find the value that is relatively prime to 45.,28,Hard,QL-012,ES-003,CP-003
Find the value that is relatively prime to 45.,28,Medium,QL-012,ES-003,CP-003
Select the number whose HCF with 45 is 1.,28,Hard,QL-013,ES-003,CP-003
Which number is co-prime with 17?,20,Medium,QL-011,ES-003,CP-003
Select the number whose HCF with 12 is 1.,25,Medium,QL-013,ES-003,CP-003
Select the number whose HCF with 12 is 1.,25,Medium,QL-013,ES-003,CP-003
Which number is co-prime with 12?,25,Hard,QL-011,ES-003,CP-003
Find the value that is relatively prime to 12.,25,Easy,QL-012,ES-003,CP-003
Which number is co-prime with 17?,20,Easy,QL-011,ES-003,CP-003
Which of the following forms a co-prime pair with 45?,28,Easy,QL-014,ES-003,CP-003
Which of the following forms a co-prime pair with 12?,25,Medium,QL-014,ES-003,CP-003
Which of the following forms a co-prime pair with 12?,25,Easy,QL-014,ES-003,CP-003
Which number is co-prime with 17?,20,Easy,QL-011,ES-003,CP-003
Which number is co-prime with 12?,25,Easy,QL-011,ES-003,CP-003
Which of the following forms a co-prime pair with 17?,20,Medium,QL-014,ES-003,CP-003
Find the missing number so that it is co-prime with 45.,28,Hard,QL-015,ES-003,CP-003
Which number is co-prime with 12?,25,Easy,QL-011,ES-003,CP-003
Select the number whose HCF with 17 is 1.,20,Easy,QL-013,ES-003,CP-003
Which of the following forms a co-prime pair with 17?,20,Medium,QL-014,ES-003,CP-003
Which of the following forms a co-prime pair with 12?,25,Medium,QL-014,ES-003,CP-003
Which of the following forms a co-prime pair with 12?,25,Easy,QL-014,ES-003,CP-003
Which number is co-prime with 17?,20,Easy,QL-011,ES-003,CP-003
