canonicalProblemId,questionId,difficulty,questionLanguageId,explanationStyleId,stem,answer,explanation
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:173,Easy,QL-002,ES-001,"Find the least common multiple of 6, 10 and 15.",30,"Write the prime factorization of the given numbers.

6 = 2 \times 3\\10 = 2 \times 5\\15 = 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(6, 10, 15) = 30

Hence the LCM is 30."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:174,Easy,QL-003,ES-001,What is the least number that is exactly divisible by 9 and 12?,36,"Write the prime factorization of the given numbers.

9 = 3^{2}\\12 = 2^{2} \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{2}

Therefore,

\operatorname{LCM}(9, 12) = 36

Hence the LCM is 36."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:175,Medium,QL-001,ES-001,"Find the LCM of 12, 18 and 30.",180,"Write the prime factorization of the given numbers.

12 = 2^{2} \times 3\\18 = 2 \times 3^{2}\\30 = 2 \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{2} \times 3^{2} \times 5^{1}

Therefore,

\operatorname{LCM}(12, 18, 30) = 180

Hence the LCM is 180."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:176,Easy,QL-002,ES-001,Find the least common multiple of 5 and 7.,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:177,Hard,QL-005,ES-001,"Calculate the LCM of 128, 192 and 320.",1920,"Write the prime factorization of the given numbers.

128 = 2^{7}\\192 = 2^{6} \times 3\\320 = 2^{6} \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{7} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(128, 192, 320) = 1920

Hence the LCM is 1920."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:178,Easy,QL-004,ES-001,Determine the smallest positive number divisible by 4 and 6.,12,"Write the prime factorization of the given numbers.

4 = 2^{2}\\6 = 2 \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{1}

Therefore,

\operatorname{LCM}(4, 6) = 12

Hence the LCM is 12."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:179,Easy,QL-001,ES-001,Find the LCM of 9 and 12.,36,"Write the prime factorization of the given numbers.

9 = 3^{2}\\12 = 2^{2} \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{2}

Therefore,

\operatorname{LCM}(9, 12) = 36

Hence the LCM is 36."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:180,Medium,QL-004,ES-001,"Determine the smallest positive number divisible by 21, 28, 36 and 42.",252,"Write the prime factorization of the given numbers.

21 = 3 \times 7\\28 = 2^{2} \times 7\\36 = 2^{2} \times 3^{2}\\42 = 2 \times 3 \times 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 7

2^{2} \times 3^{2} \times 7^{1}

Therefore,

\operatorname{LCM}(21, 28, 36, 42) = 252

Hence the LCM is 252."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:181,Easy,QL-003,ES-001,What is the least number that is exactly divisible by 9 and 12?,36,"Write the prime factorization of the given numbers.

9 = 3^{2}\\12 = 2^{2} \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{2}

Therefore,

\operatorname{LCM}(9, 12) = 36

Hence the LCM is 36."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:182,Medium,QL-001,ES-001,Find the LCM of 35 and 64.,2240,"Write the prime factorization of the given numbers.

35 = 5 \times 7\\64 = 2^{6}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 5, 7

2^{6} \times 5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(35, 64) = 2240

Hence the LCM is 2240."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:183,Easy,QL-004,ES-001,"Determine the smallest positive number divisible by 6, 10 and 15.",30,"Write the prime factorization of the given numbers.

6 = 2 \times 3\\10 = 2 \times 5\\15 = 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(6, 10, 15) = 30

Hence the LCM is 30."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:184,Medium,QL-004,ES-001,Determine the smallest positive number divisible by 35 and 64.,2240,"Write the prime factorization of the given numbers.

35 = 5 \times 7\\64 = 2^{6}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 5, 7

2^{6} \times 5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(35, 64) = 2240

Hence the LCM is 2240."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:185,Medium,QL-005,ES-001,"Calculate the LCM of 21, 28, 36 and 42.",252,"Write the prime factorization of the given numbers.

21 = 3 \times 7\\28 = 2^{2} \times 7\\36 = 2^{2} \times 3^{2}\\42 = 2 \times 3 \times 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 7

2^{2} \times 3^{2} \times 7^{1}

Therefore,

\operatorname{LCM}(21, 28, 36, 42) = 252

Hence the LCM is 252."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:186,Easy,QL-002,ES-001,Find the least common multiple of 5 and 7.,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:187,Medium,QL-001,ES-001,"Find the LCM of 25, 40 and 60.",600,"Write the prime factorization of the given numbers.

25 = 5^{2}\\40 = 2^{3} \times 5\\60 = 2^{2} \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{3} \times 3^{1} \times 5^{2}

Therefore,

\operatorname{LCM}(25, 40, 60) = 600

Hence the LCM is 600."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:188,Easy,QL-002,ES-001,"Find the least common multiple of 8, 12 and 18.",72,"Write the prime factorization of the given numbers.

8 = 2^{3}\\12 = 2^{2} \times 3\\18 = 2 \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{3} \times 3^{2}

Therefore,

\operatorname{LCM}(8, 12, 18) = 72

Hence the LCM is 72."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:189,Easy,QL-002,ES-001,Find the least common multiple of 9 and 12.,36,"Write the prime factorization of the given numbers.

9 = 3^{2}\\12 = 2^{2} \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{2}

Therefore,

\operatorname{LCM}(9, 12) = 36

Hence the LCM is 36."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:190,Medium,QL-005,ES-001,"Calculate the LCM of 25, 40 and 60.",600,"Write the prime factorization of the given numbers.

25 = 5^{2}\\40 = 2^{3} \times 5\\60 = 2^{2} \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{3} \times 3^{1} \times 5^{2}

Therefore,

\operatorname{LCM}(25, 40, 60) = 600

Hence the LCM is 600."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:191,Medium,QL-004,ES-001,"Determine the smallest positive number divisible by 12, 18 and 30.",180,"Write the prime factorization of the given numbers.

12 = 2^{2} \times 3\\18 = 2 \times 3^{2}\\30 = 2 \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{2} \times 3^{2} \times 5^{1}

Therefore,

\operatorname{LCM}(12, 18, 30) = 180

Hence the LCM is 180."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:192,Hard,QL-002,ES-001,"Find the least common multiple of 125, 150 and 225.",2250,"Write the prime factorization of the given numbers.

125 = 5^{3}\\150 = 2 \times 3 \times 5^{2}\\225 = 3^{2} \times 5^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{2} \times 5^{3}

Therefore,

\operatorname{LCM}(125, 150, 225) = 2250

Hence the LCM is 2250."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:193,Easy,QL-004,ES-001,Determine the smallest positive number divisible by 9 and 12.,36,"Write the prime factorization of the given numbers.

9 = 3^{2}\\12 = 2^{2} \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{2}

Therefore,

\operatorname{LCM}(9, 12) = 36

Hence the LCM is 36."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:194,Medium,QL-004,ES-001,"Determine the smallest positive number divisible by 25, 40 and 60.",600,"Write the prime factorization of the given numbers.

25 = 5^{2}\\40 = 2^{3} \times 5\\60 = 2^{2} \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{3} \times 3^{1} \times 5^{2}

Therefore,

\operatorname{LCM}(25, 40, 60) = 600

Hence the LCM is 600."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:195,Easy,QL-003,ES-001,What is the least number that is exactly divisible by 5 and 7?,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:196,Easy,QL-005,ES-001,"Calculate the LCM of 8, 12 and 18.",72,"Write the prime factorization of the given numbers.

8 = 2^{3}\\12 = 2^{2} \times 3\\18 = 2 \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{3} \times 3^{2}

Therefore,

\operatorname{LCM}(8, 12, 18) = 72

Hence the LCM is 72."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:197,Easy,QL-005,ES-001,Calculate the LCM of 5 and 7.,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:198,Hard,QL-001,ES-001,"Find the LCM of 128, 192 and 320.",1920,"Write the prime factorization of the given numbers.

128 = 2^{7}\\192 = 2^{6} \times 3\\320 = 2^{6} \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{7} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(128, 192, 320) = 1920

Hence the LCM is 1920."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:199,Medium,QL-005,ES-001,"Calculate the LCM of 12, 18 and 30.",180,"Write the prime factorization of the given numbers.

12 = 2^{2} \times 3\\18 = 2 \times 3^{2}\\30 = 2 \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{2} \times 3^{2} \times 5^{1}

Therefore,

\operatorname{LCM}(12, 18, 30) = 180

Hence the LCM is 180."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:200,Medium,QL-005,ES-001,"Calculate the LCM of 12, 18 and 30.",180,"Write the prime factorization of the given numbers.

12 = 2^{2} \times 3\\18 = 2 \times 3^{2}\\30 = 2 \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{2} \times 3^{2} \times 5^{1}

Therefore,

\operatorname{LCM}(12, 18, 30) = 180

Hence the LCM is 180."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:201,Medium,QL-003,ES-001,"What is the least number that is exactly divisible by 12, 18 and 30?",180,"Write the prime factorization of the given numbers.

12 = 2^{2} \times 3\\18 = 2 \times 3^{2}\\30 = 2 \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{2} \times 3^{2} \times 5^{1}

Therefore,

\operatorname{LCM}(12, 18, 30) = 180

Hence the LCM is 180."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:202,Hard,QL-003,ES-001,"What is the least number that is exactly divisible by 84, 126, 210 and 315?",1260,"Write the prime factorization of the given numbers.

84 = 2^{2} \times 3 \times 7\\126 = 2 \times 3^{2} \times 7\\210 = 2 \times 3 \times 5 \times 7\\315 = 3^{2} \times 5 \times 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5, 7

2^{2} \times 3^{2} \times 5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(84, 126, 210, 315) = 1260

Hence the LCM is 1260."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:203,Medium,QL-004,ES-001,"Determine the smallest positive number divisible by 16, 24 and 36.",144,"Write the prime factorization of the given numbers.

16 = 2^{4}\\24 = 2^{3} \times 3\\36 = 2^{2} \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{4} \times 3^{2}

Therefore,

\operatorname{LCM}(16, 24, 36) = 144

Hence the LCM is 144."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:204,Medium,QL-005,ES-001,"Calculate the LCM of 16, 24 and 36.",144,"Write the prime factorization of the given numbers.

16 = 2^{4}\\24 = 2^{3} \times 3\\36 = 2^{2} \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{4} \times 3^{2}

Therefore,

\operatorname{LCM}(16, 24, 36) = 144

Hence the LCM is 144."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:205,Easy,QL-004,ES-001,Determine the smallest positive number divisible by 9 and 12.,36,"Write the prime factorization of the given numbers.

9 = 3^{2}\\12 = 2^{2} \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{2}

Therefore,

\operatorname{LCM}(9, 12) = 36

Hence the LCM is 36."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:206,Hard,QL-002,ES-001,"Find the least common multiple of 125, 150 and 225.",2250,"Write the prime factorization of the given numbers.

125 = 5^{3}\\150 = 2 \times 3 \times 5^{2}\\225 = 3^{2} \times 5^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{2} \times 5^{3}

Therefore,

\operatorname{LCM}(125, 150, 225) = 2250

Hence the LCM is 2250."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:207,Medium,QL-001,ES-001,"Find the LCM of 16, 24 and 36.",144,"Write the prime factorization of the given numbers.

16 = 2^{4}\\24 = 2^{3} \times 3\\36 = 2^{2} \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{4} \times 3^{2}

Therefore,

\operatorname{LCM}(16, 24, 36) = 144

Hence the LCM is 144."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:208,Easy,QL-003,ES-001,What is the least number that is exactly divisible by 4 and 6?,12,"Write the prime factorization of the given numbers.

4 = 2^{2}\\6 = 2 \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{1}

Therefore,

\operatorname{LCM}(4, 6) = 12

Hence the LCM is 12."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:209,Medium,QL-002,ES-001,"Find the least common multiple of 16, 24 and 36.",144,"Write the prime factorization of the given numbers.

16 = 2^{4}\\24 = 2^{3} \times 3\\36 = 2^{2} \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{4} \times 3^{2}

Therefore,

\operatorname{LCM}(16, 24, 36) = 144

Hence the LCM is 144."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:210,Easy,QL-003,ES-001,"What is the least number that is exactly divisible by 6, 10 and 15?",30,"Write the prime factorization of the given numbers.

6 = 2 \times 3\\10 = 2 \times 5\\15 = 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(6, 10, 15) = 30

Hence the LCM is 30."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:211,Easy,QL-004,ES-001,Determine the smallest positive number divisible by 5 and 7.,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:212,Medium,QL-001,ES-001,"Find the LCM of 16, 24 and 36.",144,"Write the prime factorization of the given numbers.

16 = 2^{4}\\24 = 2^{3} \times 3\\36 = 2^{2} \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{4} \times 3^{2}

Therefore,

\operatorname{LCM}(16, 24, 36) = 144

Hence the LCM is 144."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:213,Easy,QL-005,ES-001,"Calculate the LCM of 8, 12 and 18.",72,"Write the prime factorization of the given numbers.

8 = 2^{3}\\12 = 2^{2} \times 3\\18 = 2 \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{3} \times 3^{2}

Therefore,

\operatorname{LCM}(8, 12, 18) = 72

Hence the LCM is 72."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:214,Easy,QL-003,ES-001,What is the least number that is exactly divisible by 5 and 7?,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:215,Hard,QL-002,ES-001,"Find the least common multiple of 128, 192 and 320.",1920,"Write the prime factorization of the given numbers.

128 = 2^{7}\\192 = 2^{6} \times 3\\320 = 2^{6} \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{7} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(128, 192, 320) = 1920

Hence the LCM is 1920."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:216,Easy,QL-005,ES-001,"Calculate the LCM of 6, 10 and 15.",30,"Write the prime factorization of the given numbers.

6 = 2 \times 3\\10 = 2 \times 5\\15 = 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(6, 10, 15) = 30

Hence the LCM is 30."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:217,Medium,QL-003,ES-001,"What is the least number that is exactly divisible by 25, 40 and 60?",600,"Write the prime factorization of the given numbers.

25 = 5^{2}\\40 = 2^{3} \times 5\\60 = 2^{2} \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{3} \times 3^{1} \times 5^{2}

Therefore,

\operatorname{LCM}(25, 40, 60) = 600

Hence the LCM is 600."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:218,Hard,QL-002,ES-001,"Find the least common multiple of 128, 192 and 320.",1920,"Write the prime factorization of the given numbers.

128 = 2^{7}\\192 = 2^{6} \times 3\\320 = 2^{6} \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{7} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(128, 192, 320) = 1920

Hence the LCM is 1920."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:219,Medium,QL-005,ES-001,"Calculate the LCM of 25, 40 and 60.",600,"Write the prime factorization of the given numbers.

25 = 5^{2}\\40 = 2^{3} \times 5\\60 = 2^{2} \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{3} \times 3^{1} \times 5^{2}

Therefore,

\operatorname{LCM}(25, 40, 60) = 600

Hence the LCM is 600."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:220,Hard,QL-002,ES-001,"Find the least common multiple of 84, 126, 210 and 315.",1260,"Write the prime factorization of the given numbers.

84 = 2^{2} \times 3 \times 7\\126 = 2 \times 3^{2} \times 7\\210 = 2 \times 3 \times 5 \times 7\\315 = 3^{2} \times 5 \times 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5, 7

2^{2} \times 3^{2} \times 5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(84, 126, 210, 315) = 1260

Hence the LCM is 1260."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:221,Easy,QL-005,ES-001,"Calculate the LCM of 6, 10 and 15.",30,"Write the prime factorization of the given numbers.

6 = 2 \times 3\\10 = 2 \times 5\\15 = 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{1} \times 5^{1}

Therefore,

\operatorname{LCM}(6, 10, 15) = 30

Hence the LCM is 30."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:222,Medium,QL-004,ES-001,"Determine the smallest positive number divisible by 12, 18 and 30.",180,"Write the prime factorization of the given numbers.

12 = 2^{2} \times 3\\18 = 2 \times 3^{2}\\30 = 2 \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{2} \times 3^{2} \times 5^{1}

Therefore,

\operatorname{LCM}(12, 18, 30) = 180

Hence the LCM is 180."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:223,Easy,QL-002,ES-001,Find the least common multiple of 4 and 6.,12,"Write the prime factorization of the given numbers.

4 = 2^{2}\\6 = 2 \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{1}

Therefore,

\operatorname{LCM}(4, 6) = 12

Hence the LCM is 12."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:224,Easy,QL-001,ES-001,Find the LCM of 5 and 7.,35,"Write the prime factorization of the given numbers.

5 = 5\\7 = 7

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 5, 7

5^{1} \times 7^{1}

Therefore,

\operatorname{LCM}(5, 7) = 35

Hence the LCM is 35."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:225,Easy,QL-005,ES-001,Calculate the LCM of 4 and 6.,12,"Write the prime factorization of the given numbers.

4 = 2^{2}\\6 = 2 \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{1}

Therefore,

\operatorname{LCM}(4, 6) = 12

Hence the LCM is 12."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:226,Easy,QL-004,ES-001,"Determine the smallest positive number divisible by 8, 12 and 18.",72,"Write the prime factorization of the given numbers.

8 = 2^{3}\\12 = 2^{2} \times 3\\18 = 2 \times 3^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{3} \times 3^{2}

Therefore,

\operatorname{LCM}(8, 12, 18) = 72

Hence the LCM is 72."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:227,Hard,QL-003,ES-001,"What is the least number that is exactly divisible by 125, 150 and 225?",2250,"Write the prime factorization of the given numbers.

125 = 5^{3}\\150 = 2 \times 3 \times 5^{2}\\225 = 3^{2} \times 5^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{2} \times 5^{3}

Therefore,

\operatorname{LCM}(125, 150, 225) = 2250

Hence the LCM is 2250."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:228,Medium,QL-003,ES-001,"What is the least number that is exactly divisible by 25, 40 and 60?",600,"Write the prime factorization of the given numbers.

25 = 5^{2}\\40 = 2^{3} \times 5\\60 = 2^{2} \times 3 \times 5

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{3} \times 3^{1} \times 5^{2}

Therefore,

\operatorname{LCM}(25, 40, 60) = 600

Hence the LCM is 600."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:229,Hard,QL-001,ES-001,"Find the LCM of 125, 150 and 225.",2250,"Write the prime factorization of the given numbers.

125 = 5^{3}\\150 = 2 \times 3 \times 5^{2}\\225 = 3^{2} \times 5^{2}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3, 5

2^{1} \times 3^{2} \times 5^{3}

Therefore,

\operatorname{LCM}(125, 150, 225) = 2250

Hence the LCM is 2250."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:230,Hard,QL-002,ES-001,"Find the least common multiple of 48, 72 and 108.",432,"Write the prime factorization of the given numbers.

48 = 2^{4} \times 3\\72 = 2^{3} \times 3^{2}\\108 = 2^{2} \times 3^{3}

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{4} \times 3^{3}

Therefore,

\operatorname{LCM}(48, 72, 108) = 432

Hence the LCM is 432."
CP-001,NS-LCM-001:CP-001:ns-lcm-001-human-review:CP-001:231,Easy,QL-005,ES-001,Calculate the LCM of 4 and 6.,12,"Write the prime factorization of the given numbers.

4 = 2^{2}\\6 = 2 \times 3

Take every prime factor that appears in any number and keep the highest exponent.

\text{Prime factors used: } 2, 3

2^{2} \times 3^{1}

Therefore,

\operatorname{LCM}(4, 6) = 12

Hence the LCM is 12."
