"questionId","qlId","difficulty","context","detailMode","methodFamily","engineVersion","explanationText","explanationLinesJson","approval","reviewerNotes","status"
"CSV-001-0044","PCT-QL-317","Hard","volume","short","UNIT_VALUE","eev2-v1","The required percentage is the same 0.5% already given for the volume. | 0.5% of the volume is about 3 litres. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 0.5% of the volume. | No multiplication or scaling is needed. | So 0.5% of the volume remains about 3 litres.","[""The required percentage is the same 0.5% already given for the volume."",""0.5% of the volume is about 3 litres."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 0.5% of the volume."",""No multiplication or scaling is needed."",""So 0.5% of the volume remains about 3 litres.""]","","","PENDING_REVIEW"
"CSV-001-0045","PCT-QL-417","Hard","production","short","UNIT_VALUE","eev2-v1","Here, the given and required percentages are both 99%. | 99% of the production is 990 units. | We can skip the 1% step because both percentages are equal. | The question asks for that same 99% of the production. | There is no change from the given percentage. | So 99% of the production remains 990 units.","[""Here, the given and required percentages are both 99%."",""99% of the production is 990 units."",""We can skip the 1% step because both percentages are equal."",""The question asks for that same 99% of the production."",""There is no change from the given percentage."",""So 99% of the production remains 990 units.""]","","","PENDING_REVIEW"
"CSV-001-0046","PCT-QL-017","Easy","population","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the population. | Here, 400 people represents 20% of the population. | Because 20% of the population has 20 equal 1% parts, divide 400 people by 20. | $$1\% = 400\text{ people} \div 20 = 20\text{ people}$$ | The question asks for 25% of the population. | Use the 1% value 25 times to get 25% of the population. | $$25\% = 20\text{ people} \times 25 = 500\text{ people}$$ | So the share of the population represented by 25% is 500 people.","[""We can see that both percentage values belong to the population."",""Here, 400 people represents 20% of the population."",""Because 20% of the population has 20 equal 1% parts, divide 400 people by 20. | $$1\\% = 400\\text{ people} \\div 20 = 20\\text{ people}$$"",""The question asks for 25% of the population."",""Use the 1% value 25 times to get 25% of the population. | $$25\\% = 20\\text{ people} \\times 25 = 500\\text{ people}$$"",""So the share of the population represented by 25% is 500 people.""]","","","PENDING_REVIEW"
"CSV-001-0047","PCT-QL-117","Easy","marks","short","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the marks with the required percentage. | The question gives 20% of the marks as 100 marks. | Because 20% of the marks has 20 equal 1% parts, divide 100 marks by 20. | $$1\% = 100\text{ marks} \div 20 = 5\text{ marks}$$ | The percentage we still need is 25%. | Use the 1% value 25 times to get 25% of the marks. | $$25\% = 5\text{ marks} \times 25 = 125\text{ marks}$$ | Therefore, 25% of the marks represents 125 marks.","[""We will first connect the known percentage of the marks with the required percentage."",""The question gives 20% of the marks as 100 marks."",""Because 20% of the marks has 20 equal 1% parts, divide 100 marks by 20. | $$1\\% = 100\\text{ marks} \\div 20 = 5\\text{ marks}$$"",""The percentage we still need is 25%."",""Use the 1% value 25 times to get 25% of the marks. | $$25\\% = 5\\text{ marks} \\times 25 = 125\\text{ marks}$$"",""Therefore, 25% of the marks represents 125 marks.""]","","","PENDING_REVIEW"
"CSV-001-0048","PCT-QL-217","Easy","number","short","UNIT_VALUE","eev2-v1","We can use the known percentage of the number to find the required one. | Start with the given relation: 20% of the number is 200. | Because 20% of the number has 20 equal 1% parts, divide 200 by 20. | $$1\% = 200 \div 20 = 10$$ | Now turn the 1% value into 25% of the number. | Use the 1% value 25 times to get 25% of the number. | $$25\% = 10 \times 25 = 250$$ | This means the required value is 250.","[""We can use the known percentage of the number to find the required one."",""Start with the given relation: 20% of the number is 200."",""Because 20% of the number has 20 equal 1% parts, divide 200 by 20. | $$1\\% = 200 \\div 20 = 10$$"",""Now turn the 1% value into 25% of the number."",""Use the 1% value 25 times to get 25% of the number. | $$25\\% = 10 \\times 25 = 250$$"",""This means the required value is 250.""]","","","PENDING_REVIEW"
"CSV-001-0049","PCT-QL-317","Easy","monthly salary","short","UNIT_VALUE","eev2-v1","We know one percentage of the monthly salary and need another. | ₹25,000 is the value of 25% of the monthly salary. | Because 25% of the monthly salary has 25 equal 1% parts, divide ₹25,000 by 25. | $$1\% = \text{₹}25,000 \div 25 = \text{₹}1,000$$ | The question asks for 20% of the monthly salary. | Use the 1% value 20 times to get 20% of the monthly salary. | $$20\% = \text{₹}1,000 \times 20 = \text{₹}20,000$$ | This means 20% of the monthly salary comes to ₹20,000.","[""We know one percentage of the monthly salary and need another."",""₹25,000 is the value of 25% of the monthly salary."",""Because 25% of the monthly salary has 25 equal 1% parts, divide ₹25,000 by 25. | $$1\\% = \\text{₹}25,000 \\div 25 = \\text{₹}1,000$$"",""The question asks for 20% of the monthly salary."",""Use the 1% value 20 times to get 20% of the monthly salary. | $$20\\% = \\text{₹}1,000 \\times 20 = \\text{₹}20,000$$"",""This means 20% of the monthly salary comes to ₹20,000.""]","","","PENDING_REVIEW"
"CSV-001-0050","PCT-QL-417","Easy","annual income","standard","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the annual income. | Start with the given relation: 25% of the annual income is ₹62,500. | Because 25% of the annual income has 25 equal 1% parts, divide ₹62,500 by 25. | $$1\% = \text{₹}62,500 \div 25 = \text{₹}2,500$$ | Now turn the 1% value into 20% of the annual income. | Because 1% is known, multiply its value by 20 to get 20% of the annual income. | $$20\% = \text{₹}2,500 \times 20 = \text{₹}50,000$$ | This means 20% of the annual income comes to ₹50,000.","[""We can see that both percentage values belong to the annual income."",""Start with the given relation: 25% of the annual income is ₹62,500."",""Because 25% of the annual income has 25 equal 1% parts, divide ₹62,500 by 25. | $$1\\% = \\text{₹}62,500 \\div 25 = \\text{₹}2,500$$"",""Now turn the 1% value into 20% of the annual income."",""Because 1% is known, multiply its value by 20 to get 20% of the annual income. | $$20\\% = \\text{₹}2,500 \\times 20 = \\text{₹}50,000$$"",""This means 20% of the annual income comes to ₹50,000.""]","","","PENDING_REVIEW"
"CSV-001-0051","PCT-QL-017","Medium","annual profit","standard","UNIT_VALUE","eev2-v1","We need to move from one percentage of the annual profit to another. | 37.5% of the annual profit equals ₹18,768.75. | Because 37.5% of the annual profit has 37.5 equal 1% parts, divide ₹18,768.75 by 37.5. | $$1\% = \text{₹}18,768.75 \div 37.5 = \text{₹}500.5$$ | Our target is 12.5% of the annual profit. | Because 1% is known, multiply its value by 12.5 to get 12.5% of the annual profit. | $$12.5\% = \text{₹}500.5 \times 12.5 = \text{₹}6,256.25$$ | So the amount corresponding to 12.5% of the annual profit is ₹6,256.25.","[""We need to move from one percentage of the annual profit to another."",""37.5% of the annual profit equals ₹18,768.75."",""Because 37.5% of the annual profit has 37.5 equal 1% parts, divide ₹18,768.75 by 37.5. | $$1\\% = \\text{₹}18,768.75 \\div 37.5 = \\text{₹}500.5$$"",""Our target is 12.5% of the annual profit."",""Because 1% is known, multiply its value by 12.5 to get 12.5% of the annual profit. | $$12.5\\% = \\text{₹}500.5 \\times 12.5 = \\text{₹}6,256.25$$"",""So the amount corresponding to 12.5% of the annual profit is ₹6,256.25.""]","","","PENDING_REVIEW"
"CSV-001-0052","PCT-QL-117","Medium","expenses","standard","UNIT_VALUE","eev2-v1","We can use the known percentage of the expenses to find the required one. | We know that 12.5% of the expenses is ₹6,256.25. | Because 12.5% of the expenses has 12.5 equal 1% parts, divide ₹6,256.25 by 12.5. | $$1\% = \text{₹}6,256.25 \div 12.5 = \text{₹}500.5$$ | The required share is 37.5% of the expenses. | Because 1% is known, multiply its value by 37.5 to get 37.5% of the expenses. | $$37.5\% = \text{₹}500.5 \times 37.5 = \text{₹}18,768.75$$ | This means 37.5% of the expenses comes to ₹18,768.75.","[""We can use the known percentage of the expenses to find the required one."",""We know that 12.5% of the expenses is ₹6,256.25."",""Because 12.5% of the expenses has 12.5 equal 1% parts, divide ₹6,256.25 by 12.5. | $$1\\% = \\text{₹}6,256.25 \\div 12.5 = \\text{₹}500.5$$"",""The required share is 37.5% of the expenses."",""Because 1% is known, multiply its value by 37.5 to get 37.5% of the expenses. | $$37.5\\% = \\text{₹}500.5 \\times 37.5 = \\text{₹}18,768.75$$"",""This means 37.5% of the expenses comes to ₹18,768.75.""]","","","PENDING_REVIEW"
"CSV-001-0053","PCT-QL-217","Medium","bonus","standard","UNIT_VALUE","eev2-v1","We are finding a new percentage of the bonus. | 12.5% of the bonus equals ₹12,500. | Because 12.5% of the bonus has 12.5 equal 1% parts, divide ₹12,500 by 12.5. | $$1\% = \text{₹}12,500 \div 12.5 = \text{₹}1,000$$ | Our target is 37.5% of the bonus. | Because 1% is known, multiply its value by 37.5 to get 37.5% of the bonus. | $$37.5\% = \text{₹}1,000 \times 37.5 = \text{₹}37,500$$ | So the amount corresponding to 37.5% of the bonus is ₹37,500.","[""We are finding a new percentage of the bonus."",""12.5% of the bonus equals ₹12,500."",""Because 12.5% of the bonus has 12.5 equal 1% parts, divide ₹12,500 by 12.5. | $$1\\% = \\text{₹}12,500 \\div 12.5 = \\text{₹}1,000$$"",""Our target is 37.5% of the bonus."",""Because 1% is known, multiply its value by 37.5 to get 37.5% of the bonus. | $$37.5\\% = \\text{₹}1,000 \\times 37.5 = \\text{₹}37,500$$"",""So the amount corresponding to 37.5% of the bonus is ₹37,500.""]","","","PENDING_REVIEW"
"CSV-001-0054","PCT-QL-317","Medium","commission","standard","UNIT_VALUE","eev2-v1","We are comparing two percentages of the commission. | The question gives 12.5% of the commission as ₹18,750. | Because 12.5% of the commission has 12.5 equal 1% parts, divide ₹18,750 by 12.5. | $$1\% = \text{₹}18,750 \div 12.5 = \text{₹}1,500$$ | Next, use the 1% value to find 37.5% of the commission. | Because 1% is known, multiply its value by 37.5 to get 37.5% of the commission. | $$37.5\% = \text{₹}1,500 \times 37.5 = \text{₹}56,250$$ | So the amount corresponding to 37.5% of the commission is ₹56,250.","[""We are comparing two percentages of the commission."",""The question gives 12.5% of the commission as ₹18,750."",""Because 12.5% of the commission has 12.5 equal 1% parts, divide ₹18,750 by 12.5. | $$1\\% = \\text{₹}18,750 \\div 12.5 = \\text{₹}1,500$$"",""Next, use the 1% value to find 37.5% of the commission."",""Because 1% is known, multiply its value by 37.5 to get 37.5% of the commission. | $$37.5\\% = \\text{₹}1,500 \\times 37.5 = \\text{₹}56,250$$"",""So the amount corresponding to 37.5% of the commission is ₹56,250.""]","","","PENDING_REVIEW"
"CSV-001-0055","PCT-QL-417","Medium","savings","standard","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the savings. | We know that 37.5% of the savings is ₹18,750. | Because 37.5% of the savings has 37.5 equal 1% parts, divide ₹18,750 by 37.5. | $$1\% = \text{₹}18,750 \div 37.5 = \text{₹}500$$ | Now turn the 1% value into 12.5% of the savings. | Because 1% is known, multiply its value by 12.5 to get 12.5% of the savings. | $$12.5\% = \text{₹}500 \times 12.5 = \text{₹}6,250$$ | The amount represented by 12.5% of the savings is ₹6,250.","[""We can see that both percentage values belong to the savings."",""We know that 37.5% of the savings is ₹18,750."",""Because 37.5% of the savings has 37.5 equal 1% parts, divide ₹18,750 by 37.5. | $$1\\% = \\text{₹}18,750 \\div 37.5 = \\text{₹}500$$"",""Now turn the 1% value into 12.5% of the savings."",""Because 1% is known, multiply its value by 12.5 to get 12.5% of the savings. | $$12.5\\% = \\text{₹}500 \\times 12.5 = \\text{₹}6,250$$"",""The amount represented by 12.5% of the savings is ₹6,250.""]","","","PENDING_REVIEW"
"CSV-001-0056","PCT-QL-017","Hard","revenue","standard","UNIT_VALUE","eev2-v1","We can use the known percentage of the revenue to find the required one. | ₹50,050 is the value of 100% of the revenue. | Because 100% of the revenue has 100 equal 1% parts, divide ₹50,050 by 100. | $$1\% = \text{₹}50,050 \div 100 = \text{₹}500.5$$ | We can now move from 1% to 1% of the revenue. | Because 1% is known, multiply its value by 1 to get 1% of the revenue. | $$1\% = \text{₹}500.5 \times 1 = \text{₹}500.5$$ | The amount represented by 1% of the revenue is ₹500.5.","[""We can use the known percentage of the revenue to find the required one."",""₹50,050 is the value of 100% of the revenue."",""Because 100% of the revenue has 100 equal 1% parts, divide ₹50,050 by 100. | $$1\\% = \\text{₹}50,050 \\div 100 = \\text{₹}500.5$$"",""We can now move from 1% to 1% of the revenue."",""Because 1% is known, multiply its value by 1 to get 1% of the revenue. | $$1\\% = \\text{₹}500.5 \\times 1 = \\text{₹}500.5$$"",""The amount represented by 1% of the revenue is ₹500.5.""]","","","PENDING_REVIEW"
"CSV-001-0057","PCT-QL-117","Hard","students","detailed","UNIT_VALUE","eev2-v1","We are finding a new percentage of the students. | The given information is 100% of the students = 1,000 students. | Because 100% has 100 equal parts, dividing 1,000 students by 100 gives 1% of the students. | $$1\% = 1,000\text{ students} \div 100 = 10\text{ students}$$ | Our target is 1% of the students. | Since 1% is one part, multiply its value by 1 to get 1% of the students. | $$1\% = 10\text{ students} \times 1 = 10\text{ students}$$ | As a check, the 1% value used 100 times gives 1,000 students. | $$10\text{ students} \times 100 = 1,000\text{ students}$$ | Therefore, 1% of the students represents 10 students.","[""We are finding a new percentage of the students."",""The given information is 100% of the students = 1,000 students."",""Because 100% has 100 equal parts, dividing 1,000 students by 100 gives 1% of the students. | $$1\\% = 1,000\\text{ students} \\div 100 = 10\\text{ students}$$"",""Our target is 1% of the students."",""Since 1% is one part, multiply its value by 1 to get 1% of the students. | $$1\\% = 10\\text{ students} \\times 1 = 10\\text{ students}$$"",""As a check, the 1% value used 100 times gives 1,000 students. | $$10\\text{ students} \\times 100 = 1,000\\text{ students}$$"",""Therefore, 1% of the students represents 10 students.""]","","","PENDING_REVIEW"
"CSV-001-0058","PCT-QL-217","Hard","workers","detailed","UNIT_VALUE","eev2-v1","The required percentage is the same 100% already given for the workers. | 100% of the workers is 2,000 workers. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 100% of the workers. | No multiplication or scaling is needed. | The requested percentage and the given percentage are identical. | So 100% of the workers remains 2,000 workers.","[""The required percentage is the same 100% already given for the workers."",""100% of the workers is 2,000 workers."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 100% of the workers."",""No multiplication or scaling is needed."",""The requested percentage and the given percentage are identical."",""So 100% of the workers remains 2,000 workers.""]","","","PENDING_REVIEW"
"CSV-001-0059","PCT-QL-317","Hard","employees","detailed","UNIT_VALUE","eev2-v1","The required percentage is the same 100% already given for the employees. | 100% of the employees is 5,000 employees. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 100% of the employees. | No multiplication or scaling is needed. | The requested percentage and the given percentage are identical. | So 100% of the employees remains 5,000 employees.","[""The required percentage is the same 100% already given for the employees."",""100% of the employees is 5,000 employees."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 100% of the employees."",""No multiplication or scaling is needed."",""The requested percentage and the given percentage are identical."",""So 100% of the employees remains 5,000 employees.""]","","","PENDING_REVIEW"
"CSV-001-0060","PCT-QL-417","Hard","books","detailed","UNIT_VALUE","eev2-v1","The required percentage is the same 100% already given for the books. | 100% of the books is 10,000 books. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 100% of the books. | No multiplication or scaling is needed. | The requested percentage and the given percentage are identical. | So 100% of the books remains 10,000 books.","[""The required percentage is the same 100% already given for the books."",""100% of the books is 10,000 books."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 100% of the books."",""No multiplication or scaling is needed."",""The requested percentage and the given percentage are identical."",""So 100% of the books remains 10,000 books.""]","","","PENDING_REVIEW"
"CSV-001-0061","PCT-QL-017","Easy","trees","detailed","UNIT_VALUE","eev2-v1","We are comparing two percentages of the trees. | In this question, 25% of the trees stands for 50 trees. | Because 25% has 25 equal parts, dividing 50 trees by 25 gives 1% of the trees. | $$1\% = 50\text{ trees} \div 25 = 2\text{ trees}$$ | Next, use the 1% value to find 50% of the trees. | Since 1% is one part, multiply its value by 50 to get 50% of the trees. | $$50\% = 2\text{ trees} \times 50 = 100\text{ trees}$$ | The given relation is recovered when the 1% value is multiplied by 25. | $$2\text{ trees} \times 25 = 50\text{ trees}$$ | Therefore, 50% of the trees represents 100 trees.","[""We are comparing two percentages of the trees."",""In this question, 25% of the trees stands for 50 trees."",""Because 25% has 25 equal parts, dividing 50 trees by 25 gives 1% of the trees. | $$1\\% = 50\\text{ trees} \\div 25 = 2\\text{ trees}$$"",""Next, use the 1% value to find 50% of the trees."",""Since 1% is one part, multiply its value by 50 to get 50% of the trees. | $$50\\% = 2\\text{ trees} \\times 50 = 100\\text{ trees}$$"",""The given relation is recovered when the 1% value is multiplied by 25. | $$2\\text{ trees} \\times 25 = 50\\text{ trees}$$"",""Therefore, 50% of the trees represents 100 trees.""]","","","PENDING_REVIEW"
"CSV-001-0062","PCT-QL-117","Easy","families","detailed","UNIT_VALUE","eev2-v1","We are comparing two percentages of the families. | The question gives 25% of the families as 100 families. | Because 25% has 25 equal parts, dividing 100 families by 25 gives 1% of the families. | $$1\% = 100\text{ families} \div 25 = 4\text{ families}$$ | Next, use the 1% value to find 50% of the families. | Since 1% is one part, multiply its value by 50 to get 50% of the families. | $$50\% = 4\text{ families} \times 50 = 200\text{ families}$$ | Going back to 25% reproduces the given 100 families. | $$4\text{ families} \times 25 = 100\text{ families}$$ | So 50% of the families is 200 families.","[""We are comparing two percentages of the families."",""The question gives 25% of the families as 100 families."",""Because 25% has 25 equal parts, dividing 100 families by 25 gives 1% of the families. | $$1\\% = 100\\text{ families} \\div 25 = 4\\text{ families}$$"",""Next, use the 1% value to find 50% of the families."",""Since 1% is one part, multiply its value by 50 to get 50% of the families. | $$50\\% = 4\\text{ families} \\times 50 = 200\\text{ families}$$"",""Going back to 25% reproduces the given 100 families. | $$4\\text{ families} \\times 25 = 100\\text{ families}$$"",""So 50% of the families is 200 families.""]","","","PENDING_REVIEW"
"CSV-001-0063","PCT-QL-217","Easy","animals","detailed","UNIT_VALUE","eev2-v1","We need to move from one percentage of the animals to another. | The question gives 25% of the animals as 250 animals. | Because 25% has 25 equal parts, dividing 250 animals by 25 gives 1% of the animals. | $$1\% = 250\text{ animals} \div 25 = 10\text{ animals}$$ | The percentage we still need is 50%. | Since 1% is one part, multiply its value by 50 to get 50% of the animals. | $$50\% = 10\text{ animals} \times 50 = 500\text{ animals}$$ | Going back to 25% reproduces the given 250 animals. | $$10\text{ animals} \times 25 = 250\text{ animals}$$ | Therefore, 50% of the animals represents 500 animals.","[""We need to move from one percentage of the animals to another."",""The question gives 25% of the animals as 250 animals."",""Because 25% has 25 equal parts, dividing 250 animals by 25 gives 1% of the animals. | $$1\\% = 250\\text{ animals} \\div 25 = 10\\text{ animals}$$"",""The percentage we still need is 50%."",""Since 1% is one part, multiply its value by 50 to get 50% of the animals. | $$50\\% = 10\\text{ animals} \\times 50 = 500\\text{ animals}$$"",""Going back to 25% reproduces the given 250 animals. | $$10\\text{ animals} \\times 25 = 250\\text{ animals}$$"",""Therefore, 50% of the animals represents 500 animals.""]","","","PENDING_REVIEW"
"CSV-001-0064","PCT-QL-317","Easy","inventory","short","UNIT_VALUE","eev2-v1","We are finding a new percentage of the inventory. | In this question, 50% of the inventory stands for 1,000 inventory. | Because 50% of the inventory has 50 equal 1% parts, divide 1,000 inventory by 50. | $$1\% = 1,000\text{ inventory} \div 50 = 20\text{ inventory}$$ | The percentage we still need is 25%. | Use the 1% value 25 times to get 25% of the inventory. | $$25\% = 20\text{ inventory} \times 25 = 500\text{ inventory}$$ | So 25% of the inventory is 500 inventory.","[""We are finding a new percentage of the inventory."",""In this question, 50% of the inventory stands for 1,000 inventory."",""Because 50% of the inventory has 50 equal 1% parts, divide 1,000 inventory by 50. | $$1\\% = 1,000\\text{ inventory} \\div 50 = 20\\text{ inventory}$$"",""The percentage we still need is 25%."",""Use the 1% value 25 times to get 25% of the inventory. | $$25\\% = 20\\text{ inventory} \\times 25 = 500\\text{ inventory}$$"",""So 25% of the inventory is 500 inventory.""]","","","PENDING_REVIEW"
"CSV-001-0065","PCT-QL-417","Easy","distance","short","UNIT_VALUE","eev2-v1","We are comparing two percentages of the distance. | 50% of the distance equals 2,500 kilometres. | Because 50% of the distance has 50 equal 1% parts, divide 2,500 kilometres by 50. | $$1\% = 2,500\text{ kilometres} \div 50 = 50\text{ kilometres}$$ | Our target is 25% of the distance. | Use the 1% value 25 times to get 25% of the distance. | $$25\% = 50\text{ kilometres} \times 25 = 1,250\text{ kilometres}$$ | So 25% of the distance is 1,250 kilometres.","[""We are comparing two percentages of the distance."",""50% of the distance equals 2,500 kilometres."",""Because 50% of the distance has 50 equal 1% parts, divide 2,500 kilometres by 50. | $$1\\% = 2,500\\text{ kilometres} \\div 50 = 50\\text{ kilometres}$$"",""Our target is 25% of the distance."",""Use the 1% value 25 times to get 25% of the distance. | $$25\\% = 50\\text{ kilometres} \\times 25 = 1,250\\text{ kilometres}$$"",""So 25% of the distance is 1,250 kilometres.""]","","","PENDING_REVIEW"
"CSV-001-0066","PCT-QL-017","Medium","area","short","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the area with the required percentage. | The question gives 45% of the area as 4,500 square metres. | Because 45% of the area has 45 equal 1% parts, divide 4,500 square metres by 45. | $$1\% = 4,500\text{ square metres} \div 45 = 100\text{ square metres}$$ | Next, use the 1% value to find 15% of the area. | Use the 1% value 15 times to get 15% of the area. | $$15\% = 100\text{ square metres} \times 15 = 1,500\text{ square metres}$$ | So 15% of the area is 1,500 square metres.","[""We will first connect the known percentage of the area with the required percentage."",""The question gives 45% of the area as 4,500 square metres."",""Because 45% of the area has 45 equal 1% parts, divide 4,500 square metres by 45. | $$1\\% = 4,500\\text{ square metres} \\div 45 = 100\\text{ square metres}$$"",""Next, use the 1% value to find 15% of the area."",""Use the 1% value 15 times to get 15% of the area. | $$15\\% = 100\\text{ square metres} \\times 15 = 1,500\\text{ square metres}$$"",""So 15% of the area is 1,500 square metres.""]","","","PENDING_REVIEW"
"CSV-001-0067","PCT-QL-117","Medium","weight","short","UNIT_VALUE","eev2-v1","We know one percentage of the weight and need another. | We know that 25% of the weight is 50 kilograms. | Because 25% of the weight has 25 equal 1% parts, divide 50 kilograms by 25. | $$1\% = 50\text{ kilograms} \div 25 = 2\text{ kilograms}$$ | Now turn the 1% value into 62.5% of the weight. | Use the 1% value 62.5 times to get 62.5% of the weight. | $$62.5\% = 2\text{ kilograms} \times 62.5 = 125\text{ kilograms}$$ | So the share of the weight represented by 62.5% is 125 kilograms.","[""We know one percentage of the weight and need another."",""We know that 25% of the weight is 50 kilograms."",""Because 25% of the weight has 25 equal 1% parts, divide 50 kilograms by 25. | $$1\\% = 50\\text{ kilograms} \\div 25 = 2\\text{ kilograms}$$"",""Now turn the 1% value into 62.5% of the weight."",""Use the 1% value 62.5 times to get 62.5% of the weight. | $$62.5\\% = 2\\text{ kilograms} \\times 62.5 = 125\\text{ kilograms}$$"",""So the share of the weight represented by 62.5% is 125 kilograms.""]","","","PENDING_REVIEW"
"CSV-001-0069","PCT-QL-317","Medium","production","short","UNIT_VALUE","eev2-v1","We are comparing two percentages of the production. | In this question, 25% of the production stands for 250 units. | Because 25% of the production has 25 equal 1% parts, divide 250 units by 25. | $$1\% = 250\text{ units} \div 25 = 10\text{ units}$$ | Next, use the 1% value to find 62.5% of the production. | Use the 1% value 62.5 times to get 62.5% of the production. | $$62.5\% = 10\text{ units} \times 62.5 = 625\text{ units}$$ | Therefore, 62.5% of the production represents 625 units.","[""We are comparing two percentages of the production."",""In this question, 25% of the production stands for 250 units."",""Because 25% of the production has 25 equal 1% parts, divide 250 units by 25. | $$1\\% = 250\\text{ units} \\div 25 = 10\\text{ units}$$"",""Next, use the 1% value to find 62.5% of the production."",""Use the 1% value 62.5 times to get 62.5% of the production. | $$62.5\\% = 10\\text{ units} \\times 62.5 = 625\\text{ units}$$"",""Therefore, 62.5% of the production represents 625 units.""]","","","PENDING_REVIEW"
"CSV-001-0070","PCT-QL-417","Medium","population","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the population. | Start with the given relation: 62.5% of the population is 1,250 people. | Because 62.5% of the population has 62.5 equal 1% parts, divide 1,250 people by 62.5. | $$1\% = 1,250\text{ people} \div 62.5 = 20\text{ people}$$ | The required share is 25% of the population. | Use the 1% value 25 times to get 25% of the population. | $$25\% = 20\text{ people} \times 25 = 500\text{ people}$$ | So the share of the population represented by 25% is 500 people.","[""We can see that both percentage values belong to the population."",""Start with the given relation: 62.5% of the population is 1,250 people."",""Because 62.5% of the population has 62.5 equal 1% parts, divide 1,250 people by 62.5. | $$1\\% = 1,250\\text{ people} \\div 62.5 = 20\\text{ people}$$"",""The required share is 25% of the population."",""Use the 1% value 25 times to get 25% of the population. | $$25\\% = 20\\text{ people} \\times 25 = 500\\text{ people}$$"",""So the share of the population represented by 25% is 500 people.""]","","","PENDING_REVIEW"
"CSV-001-0071","PCT-QL-017","Hard","marks","standard","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the marks with the required percentage. | The question gives 82.5% of the marks as 1,031.25 marks. | Because 82.5% of the marks has 82.5 equal 1% parts, divide 1,031.25 marks by 82.5. | $$1\% = 1,031.25\text{ marks} \div 82.5 = 12.5\text{ marks}$$ | The percentage we still need is 17.5%. | Because 1% is known, multiply its value by 17.5 to get 17.5% of the marks. | $$17.5\% = 12.5\text{ marks} \times 17.5 = 218.75\text{ marks}$$ | Therefore, 17.5% of the marks represents 218.75 marks.","[""We will first connect the known percentage of the marks with the required percentage."",""The question gives 82.5% of the marks as 1,031.25 marks."",""Because 82.5% of the marks has 82.5 equal 1% parts, divide 1,031.25 marks by 82.5. | $$1\\% = 1,031.25\\text{ marks} \\div 82.5 = 12.5\\text{ marks}$$"",""The percentage we still need is 17.5%."",""Because 1% is known, multiply its value by 17.5 to get 17.5% of the marks. | $$17.5\\% = 12.5\\text{ marks} \\times 17.5 = 218.75\\text{ marks}$$"",""Therefore, 17.5% of the marks represents 218.75 marks.""]","","","PENDING_REVIEW"
"CSV-001-0072","PCT-QL-117","Hard","number","standard","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the number with the required percentage. | 82.5% of the number equals 2,103.75. | Because 82.5% of the number has 82.5 equal 1% parts, divide 2,103.75 by 82.5. | $$1\% = 2,103.75 \div 82.5 = 25.5$$ | Now we need 17.5% of the number. | Because 1% is known, multiply its value by 17.5 to get 17.5% of the number. | $$17.5\% = 25.5 \times 17.5 = 446.25$$ | The value represented by 17.5% is 446.25.","[""We will first connect the known percentage of the number with the required percentage."",""82.5% of the number equals 2,103.75."",""Because 82.5% of the number has 82.5 equal 1% parts, divide 2,103.75 by 82.5. | $$1\\% = 2,103.75 \\div 82.5 = 25.5$$"",""Now we need 17.5% of the number."",""Because 1% is known, multiply its value by 17.5 to get 17.5% of the number. | $$17.5\\% = 25.5 \\times 17.5 = 446.25$$"",""The value represented by 17.5% is 446.25.""]","","","PENDING_REVIEW"
"CSV-001-0073","PCT-QL-217","Hard","monthly salary","standard","UNIT_VALUE","eev2-v1","Here, the given and required percentages are both 0.5%. | 0.5% of the monthly salary is ₹500. | We can skip the 1% step because both percentages are equal. | The question asks for that same 0.5% of the monthly salary. | There is no change from the given percentage. | So 0.5% of the monthly salary remains ₹500.","[""Here, the given and required percentages are both 0.5%."",""0.5% of the monthly salary is ₹500."",""We can skip the 1% step because both percentages are equal."",""The question asks for that same 0.5% of the monthly salary."",""There is no change from the given percentage."",""So 0.5% of the monthly salary remains ₹500.""]","","","PENDING_REVIEW"
