"questionId","qlId","difficulty","contextKind","context","semanticUnit","direction","numericProfile","knownRate","knownValue","targetRate","singleUnitValue","targetValue","parityStatus","determinismStatus","validatorsStatus","shadowStatus","realismStatus","presentationStatus","entityPolicyStatus","moneyPolicyStatus","contextPolicyStatus","validationFailureCodes","approval","reviewerNotes","status"
"CSV-001-0113","PCT-QL-217","Medium","continuous","distance","kilometres","TARGET_GREATER","INTEGER_UNIT_VALUE","25","1250","62.5","50","3125","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0114","PCT-QL-317","Medium","continuous","area","square metres","TARGET_GREATER","INTEGER_UNIT_VALUE","25","2500","62.5","100","6250","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0115","PCT-QL-417","Medium","continuous","weight","kilograms","TARGET_SMALLER","INTEGER_UNIT_VALUE","62.5","125","25","2","50","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0117","PCT-QL-117","Hard","continuous","production","units","TARGET_SMALLER","INTEGER_UNIT_VALUE","82.5","825","17.5","10","175","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0118","PCT-QL-217","Hard","continuous","population","people","EQUAL_RATES","INTEGER_UNIT_VALUE","99","1980","99","20","1980","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0120","PCT-QL-417","Hard","abstract","number","abstract-number","EQUAL_RATES","INTEGER_UNIT_VALUE","99","4950","99","50","4950","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0121","PCT-QL-017","Easy","money","monthly salary","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","40","40000","60","1000","60000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0122","PCT-QL-117","Easy","money","annual income","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","50","125000","75","2500","187500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0123","PCT-QL-217","Easy","money","annual profit","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","50","75000","75","1500","112500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0124","PCT-QL-317","Easy","money","expenses","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","75","37500","50","500","25000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0125","PCT-QL-417","Easy","money","bonus","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","75","75000","50","1000","50000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0126","PCT-QL-017","Medium","money","commission","rupees","TARGET_SMALLER","DECIMAL_UNIT_VALUE","80","40040","30","500.5","15015","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0127","PCT-QL-117","Medium","money","savings","rupees","TARGET_GREATER","DECIMAL_UNIT_VALUE","30","15015","80","500.5","40040","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0128","PCT-QL-217","Medium","money","revenue","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","30","30000","80","1000","80000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0129","PCT-QL-317","Medium","count","students","students","TARGET_GREATER","INTEGER_UNIT_VALUE","30","300","80","10","800","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0130","PCT-QL-417","Medium","count","workers","workers","TARGET_SMALLER","INTEGER_UNIT_VALUE","80","1600","30","20","600","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0131","PCT-QL-017","Hard","count","employees","employees","TARGET_SMALLER","INTEGER_UNIT_VALUE","99","4950","75","50","3750","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0132","PCT-QL-117","Hard","count","books","books","TARGET_SMALLER","INTEGER_UNIT_VALUE","99","9900","75","100","7500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0134","PCT-QL-317","Hard","count","families","families","EQUAL_RATES","INTEGER_UNIT_VALUE","0.5","2","0.5","4","2","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0136","PCT-QL-017","Easy","count","inventory","inventory","TARGET_GREATER","INTEGER_UNIT_VALUE","20","400","25","20","500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0137","PCT-QL-117","Easy","continuous","distance","kilometres","TARGET_GREATER","INTEGER_UNIT_VALUE","20","1000","25","50","1250","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0138","PCT-QL-217","Easy","continuous","area","square metres","TARGET_GREATER","INTEGER_UNIT_VALUE","20","2000","25","100","2500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0139","PCT-QL-317","Easy","continuous","weight","kilograms","TARGET_SMALLER","INTEGER_UNIT_VALUE","25","50","20","2","40","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0140","PCT-QL-417","Easy","continuous","volume","litres","TARGET_SMALLER","INTEGER_UNIT_VALUE","25","125","20","5","100","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0141","PCT-QL-017","Medium","continuous","production","units","TARGET_SMALLER","INTEGER_UNIT_VALUE","37.5","375","12.5","10","125","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0142","PCT-QL-117","Medium","continuous","population","people","TARGET_GREATER","INTEGER_UNIT_VALUE","12.5","250","37.5","20","750","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0143","PCT-QL-217","Medium","continuous","marks","marks","TARGET_GREATER","INTEGER_UNIT_VALUE","12.5","125","37.5","10","375","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0144","PCT-QL-317","Medium","abstract","number","abstract-number","TARGET_GREATER","INTEGER_UNIT_VALUE","15","375","45","25","1125","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0145","PCT-QL-417","Medium","money","monthly salary","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","45","45000","15","1000","15000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0146","PCT-QL-017","Hard","money","annual income","rupees","TARGET_SMALLER","DECIMAL_UNIT_VALUE","100","200050","1","2000.5","2000.5","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0147","PCT-QL-117","Hard","money","annual profit","rupees","TARGET_SMALLER","DECIMAL_UNIT_VALUE","100","50050","1","500.5","500.5","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0148","PCT-QL-217","Hard","money","expenses","rupees","EQUAL_RATES","INTEGER_UNIT_VALUE","99","49500","99","500","49500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0149","PCT-QL-317","Hard","money","bonus","rupees","EQUAL_RATES","INTEGER_UNIT_VALUE","99","99000","99","1000","99000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0150","PCT-QL-417","Hard","money","commission","rupees","EQUAL_RATES","INTEGER_UNIT_VALUE","99","148500","99","1500","148500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0151","PCT-QL-017","Easy","money","savings","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","25","12500","50","500","25000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0152","PCT-QL-117","Easy","money","revenue","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","25","25000","50","1000","50000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0153","PCT-QL-217","Easy","count","students","students","TARGET_GREATER","INTEGER_UNIT_VALUE","25","250","50","10","500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0154","PCT-QL-317","Easy","count","workers","workers","TARGET_SMALLER","INTEGER_UNIT_VALUE","50","1000","25","20","500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0155","PCT-QL-417","Easy","count","employees","employees","TARGET_SMALLER","INTEGER_UNIT_VALUE","60","3000","40","50","2000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0156","PCT-QL-017","Medium","count","books","books","TARGET_SMALLER","INTEGER_UNIT_VALUE","62.5","6250","25","100","2500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0157","PCT-QL-117","Medium","count","trees","trees","TARGET_GREATER","INTEGER_UNIT_VALUE","25","50","62.5","2","125","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0158","PCT-QL-217","Medium","count","families","families","TARGET_GREATER","INTEGER_UNIT_VALUE","25","100","62.5","4","250","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0159","PCT-QL-317","Medium","count","animals","animals","TARGET_GREATER","INTEGER_UNIT_VALUE","25","250","62.5","10","625","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0160","PCT-QL-417","Medium","count","inventory","inventory","TARGET_SMALLER","INTEGER_UNIT_VALUE","62.5","1250","25","20","500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0161","PCT-QL-017","Hard","continuous","distance","kilometres","TARGET_SMALLER","INTEGER_UNIT_VALUE","82.5","4125","17.5","50","875","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0162","PCT-QL-117","Hard","continuous","area","square metres","TARGET_SMALLER","INTEGER_UNIT_VALUE","82.5","8250","17.5","100","1750","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0163","PCT-QL-217","Hard","continuous","weight","kilograms","EQUAL_RATES","INTEGER_UNIT_VALUE","100","200","100","2","200","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0164","PCT-QL-317","Hard","continuous","volume","litres","EQUAL_RATES","INTEGER_UNIT_VALUE","100","500","100","5","500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0165","PCT-QL-417","Hard","continuous","production","units","EQUAL_RATES","INTEGER_UNIT_VALUE","100","1000","100","10","1000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0166","PCT-QL-017","Easy","continuous","population","people","TARGET_GREATER","INTEGER_UNIT_VALUE","50","1000","75","20","1500","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0167","PCT-QL-117","Easy","continuous","marks","marks","TARGET_GREATER","INTEGER_UNIT_VALUE","50","250","75","5","375","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0168","PCT-QL-217","Easy","abstract","number","abstract-number","TARGET_GREATER","INTEGER_UNIT_VALUE","50","500","75","10","750","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0169","PCT-QL-317","Easy","money","monthly salary","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","75","75000","50","1000","50000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0170","PCT-QL-417","Easy","money","annual income","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","75","187500","50","2500","125000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0171","PCT-QL-017","Medium","money","annual profit","rupees","TARGET_SMALLER","DECIMAL_UNIT_VALUE","80","40040","30","500.5","15015","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0172","PCT-QL-117","Medium","money","expenses","rupees","TARGET_GREATER","DECIMAL_UNIT_VALUE","30","15015","80","500.5","40040","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0173","PCT-QL-217","Medium","money","bonus","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","30","30000","80","1000","80000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0174","PCT-QL-317","Medium","money","commission","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","30","45000","80","1500","120000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0175","PCT-QL-417","Medium","money","savings","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","80","40000","30","500","15000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0176","PCT-QL-017","Hard","money","revenue","rupees","TARGET_SMALLER","DECIMAL_UNIT_VALUE","99","49549.5","75","500.5","37537.5","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0177","PCT-QL-117","Hard","count","students","students","TARGET_SMALLER","INTEGER_UNIT_VALUE","99","990","0.5","10","5","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0178","PCT-QL-217","Hard","count","workers","workers","EQUAL_RATES","INTEGER_UNIT_VALUE","99","1980","99","20","1980","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0179","PCT-QL-317","Hard","count","employees","employees","EQUAL_RATES","INTEGER_UNIT_VALUE","99","4950","99","50","4950","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0180","PCT-QL-417","Hard","count","books","books","EQUAL_RATES","INTEGER_UNIT_VALUE","99","9900","99","100","9900","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0181","PCT-QL-017","Easy","count","trees","trees","TARGET_GREATER","INTEGER_UNIT_VALUE","20","40","25","2","50","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0182","PCT-QL-117","Easy","count","families","families","TARGET_GREATER","INTEGER_UNIT_VALUE","20","80","25","4","100","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0183","PCT-QL-217","Easy","count","animals","animals","TARGET_GREATER","INTEGER_UNIT_VALUE","20","200","25","10","250","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0184","PCT-QL-317","Easy","count","inventory","inventory","TARGET_SMALLER","INTEGER_UNIT_VALUE","25","500","20","20","400","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0185","PCT-QL-417","Easy","continuous","distance","kilometres","TARGET_SMALLER","INTEGER_UNIT_VALUE","25","1250","20","50","1000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0186","PCT-QL-017","Medium","continuous","area","square metres","TARGET_SMALLER","INTEGER_UNIT_VALUE","37.5","3750","12.5","100","1250","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0187","PCT-QL-117","Medium","continuous","weight","kilograms","TARGET_GREATER","INTEGER_UNIT_VALUE","12.5","25","37.5","2","75","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0188","PCT-QL-217","Medium","continuous","volume","litres","TARGET_GREATER","INTEGER_UNIT_VALUE","15","75","45","5","225","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0189","PCT-QL-317","Medium","continuous","production","units","TARGET_GREATER","INTEGER_UNIT_VALUE","15","150","45","10","450","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0190","PCT-QL-417","Medium","continuous","population","people","TARGET_SMALLER","INTEGER_UNIT_VALUE","45","900","15","20","300","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0191","PCT-QL-017","Hard","continuous","marks","marks","TARGET_SMALLER","DECIMAL_UNIT_VALUE","100","1250","1","12.5","12.5","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0192","PCT-QL-117","Hard","abstract","number","abstract-number","TARGET_SMALLER","DECIMAL_UNIT_VALUE","100","2550","1","25.5","25.5","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0193","PCT-QL-217","Hard","money","monthly salary","rupees","EQUAL_RATES","INTEGER_UNIT_VALUE","100","100000","100","1000","100000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0194","PCT-QL-317","Hard","money","annual income","rupees","EQUAL_RATES","INTEGER_UNIT_VALUE","100","250000","100","2500","250000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0195","PCT-QL-417","Hard","money","annual profit","rupees","EQUAL_RATES","INTEGER_UNIT_VALUE","100","150000","100","1500","150000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0196","PCT-QL-017","Easy","money","expenses","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","25","12500","50","500","25000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0197","PCT-QL-117","Easy","money","bonus","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","25","25000","50","1000","50000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0198","PCT-QL-217","Easy","money","commission","rupees","TARGET_GREATER","INTEGER_UNIT_VALUE","25","37500","50","1500","75000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0199","PCT-QL-317","Easy","money","savings","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","60","30000","40","500","20000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
"CSV-001-0200","PCT-QL-417","Easy","money","revenue","rupees","TARGET_SMALLER","INTEGER_UNIT_VALUE","60","60000","40","1000","40000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","[]","","","PENDING_REVIEW"
